Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.019042,5.497661,[19 11] ; [1 6],[16.21621622 13.78378378] ; [3.78378378 3.21621622],0
s7,1,0.064666,3.413475,[ 7 19] ; [4 2],[ 8.9375 17.0625] ; [2.0625 3.9375],0
u3,1,0.079008,3.085185,[4 8] ; [4 1],[5.64705882 6.35294118] ; [2.35294118 2.64705882],0
b1,1,0.116126,2.468802,[16 14] ; [6 1],[17.83783784 12.16216216] ; [4.16216216 2.83783784],0
p6,1,0.120903,2.405587,[ 8 22] ; [4 3],[ 9.72972973 20.27027027] ; [2.27027027 4.72972973],0
a3,1,0.132985,2.257311,[18 12] ; [2 5],[16.21621622 13.78378378] ; [3.78378378 3.21621622],0
n4,1,0.153609,2.03604,[17 13] ; [6 1],[18.64864865 11.35135135] ; [4.35135135 2.64864865],0
v3,1,0.199408,1.646703,[12 18] ; [1 6],[10.54054054 19.45945946] ; [2.45945946 4.54054054],0
a7,1,0.237893,1.393038,[16 14] ; [2 5],[14.59459459 15.40540541] ; [3.40540541 3.59459459],0
s1,1,0.248539,1.331497,[ 1 29] ; [1 6],[ 1.62162162 28.37837838] ; [0.37837838 6.62162162],0
v4,1,0.254698,1.297349,[19 11] ; [6 1],[20.27027027  9.72972973] ; [4.72972973 2.27027027],0
n6,1,0.294937,1.096949,[23  7] ; [4 3],[21.89189189  8.10810811] ; [5.10810811 1.89189189],0
p10,1,0.297798,1.08403,[19 10] ; [6 1],[20.13888889  8.86111111] ; [4.86111111 2.13888889],0
d3,1,0.320428,0.987201,[19 11] ; [3 4],[17.83783784 12.16216216] ; [4.16216216 2.83783784],0
s3,1,0.354777,0.856298,[11 18] ; [4 3],[12.08333333 16.91666667] ; [2.91666667 4.08333333],0
s2,1,0.354777,0.856298,[11 18] ; [4 3],[12.08333333 16.91666667] ; [2.91666667 4.08333333],0
p11,1,0.399233,0.710635,[21  9] ; [6 1],[21.89189189  8.10810811] ; [5.10810811 1.89189189],0
a5,1,0.409727,0.679592,[18 12] ; [3 4],[17.02702703 12.97297297] ; [3.97297297 3.02702703],0
r3,1,0.491776,0.472638,[22  8] ; [6 1],[22.7027027  7.2972973] ; [5.2972973 1.7027027],0
v1,1,0.509151,0.435812,[13 17] ; [4 3],[13.78378378 16.21621622] ; [3.21621622 3.78378378],0
v2,1,0.558017,0.34315,[13 16] ; [4 3],[13.69444444 15.30555556] ; [3.30555556 3.69444444],0
a4,1,0.574523,0.315173,[12 18] ; [2 5],[11.35135135 18.64864865] ; [2.64864865 4.35135135],0
r1,1,0.574523,0.315173,[12 18] ; [2 5],[11.35135135 18.64864865] ; [2.64864865 4.35135135],0
s8,1,0.634592,0.225885,[10 20] ; [3 4],[10.54054054 19.45945946] ; [2.45945946 4.54054054],0
n5,1,0.686225,0.163202,[19 11] ; [5 2],[19.45945946 10.54054054] ; [4.54054054 2.45945946],0
r4,1,0.686225,0.163202,[11 19] ; [2 5],[10.54054054 19.45945946] ; [2.45945946 4.54054054],0
p2,1,0.728151,0.120816,[24  6] ; [6 1],[24.32432432  5.67567568] ; [5.67567568 1.32432432],0
d4,1,0.771159,0.084599,[23  7] ; [5 2],[22.7027027  7.2972973] ; [5.2972973 1.7027027],0
p9,1,0.807903,0.059113,[22  7] ; [5 2],[21.75  7.25] ; [5.25 1.75],0
d5,1,0.808514,0.05873,[20 10] ; [5 2],[20.27027027  9.72972973] ; [4.72972973 2.27027027],0
d2,1,0.808514,0.05873,[10 20] ; [2 5],[ 9.72972973 20.27027027] ; [2.27027027 4.72972973],0
d1,1,0.808514,0.05873,[10 20] ; [2 5],[ 9.72972973 20.27027027] ; [2.27027027 4.72972973],0
n3,1,0.905581,0.014069,[6 5] ; [1 1],[5.92307692 5.07692308] ; [1.07692308 0.92307692],0
s5,1,0.918613,0.010441,[ 8 22] ; [2 5],[ 8.10810811 21.89189189] ; [1.89189189 5.10810811],0
u2,1,0.949272,0.004048,[7 5] ; [3 2],[7.05882353 4.94117647] ; [2.94117647 2.05882353],0
s6,1,0.981731,0.000524,[17 13] ; [4 3],[17.02702703 12.97297297] ; [3.97297297 3.02702703],0
a6,1,0.981731,0.000524,[17 13] ; [4 3],[17.02702703 12.97297297] ; [3.97297297 3.02702703],0
