Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,26.331138,[98 49] ; [ 66 108],[75.10280374 71.89719626] ; [88.89719626 85.10280374],1
r3,1,0.00107,10.702698,[145   7] ; [150  28],[135.87878788  16.12121212] ; [159.12121212  18.87878788],0
b5,1,0.001339,10.287971,[111  42] ; [100  80],[96.94594595 56.05405405] ; [114.05405405  65.94594595],0
s2,1,0.002098,9.461554,[85 65] ; [ 71 108],[71.12462006 78.87537994] ; [84.87537994 94.12462006],0
p2,1,0.002681,9.012725,[119  33] ; [113  66],[106.53776435  45.46223565] ; [125.46223565  53.53776435],0
p3,1,0.002748,8.967749,[68 84] ; [ 52 128],[54.93975904 97.06024096] ; [ 65.06024096 114.93975904],0
v3,1,0.003689,8.430881,[66 80] ; [ 51 122],[53.54858934 92.45141066] ; [ 63.45141066 109.54858934],0
s6,1,0.005199,7.808937,[106  46] ; [98 81],[93.67975831 58.32024169] ; [110.32024169  68.67975831],0
r4,1,0.006194,7.493038,[135  18] ; [138  42],[125.43243243  27.56756757] ; [147.56756757  32.43243243],0
r2,1,0.011442,6.395307,[146   7] ; [154  22],[139.51367781  13.48632219] ; [160.48632219  15.51367781],0
s8,1,0.012135,6.290971,[68 85] ; [ 56 124],[56.97297297 96.02702703] ; [ 67.02702703 112.97297297],0
r1,1,0.018173,5.579413,[125  28] ; [127  53],[115.78378378  37.21621622] ; [136.21621622  43.78378378],0
v4,1,0.022252,5.225964,[140  12] ; [150  29],[133.17220544  18.82779456] ; [156.82779456  22.17220544],0
p6,1,0.023292,5.146607,[ 47 104] ; [ 36 142],[ 38.09422492 112.90577508] ; [ 44.90577508 133.09422492],0
p7,1,0.059198,3.559707,[69 79] ; [ 65 114],[60.64831804 87.35168196] ; [ 73.35168196 105.64831804],0
p11,1,0.060633,3.519971,[114  39] ; [117  63],[106.13513514  46.86486486] ; [124.86486486  55.13513514],0
p4,1,0.067243,3.349058,[76 77] ; [ 71 108],[67.7439759 85.2560241] ; [79.2560241 99.7439759],0
u3,1,0.067389,3.3455,[24 16] ; [23 33],[19.58333333 20.41666667] ; [27.41666667 28.58333333],0
n6,1,0.074333,3.184644,[129  23] ; [138  41],[122.6102719  29.3897281] ; [144.3897281  34.6102719],0
