Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.027246,4.875125,[47 25] ; [30  5],[51.81308411 20.18691589] ; [25.18691589  9.81308411],0
p12,1,0.031648,4.617446,[ 6 68] ; [ 8 27],[ 9.50458716 64.49541284] ; [ 4.49541284 30.50458716],0
d4,1,0.036766,4.361213,[58 16] ; [33  2],[61.77981651 12.22018349] ; [29.22018349  5.77981651],0
b1,1,0.057082,3.620202,[24 50] ; [18 17],[28.51376147 45.48623853] ; [13.48623853 21.51376147],0
s6,1,0.06894,3.30808,[60 14] ; [33  2],[63.13761468 10.86238532] ; [29.86238532  5.13761468],0
p11,1,0.074325,3.184822,[53 21] ; [19 16],[48.88073394 25.11926606] ; [23.11926606 11.88073394],0
s4,1,0.083982,2.986106,[ 8 66] ; [ 8 26],[10.96296296 63.03703704] ; [ 5.03703704 28.96296296],0
r3,1,0.115768,2.473659,[70  4] ; [30  5],[67.88990826  6.11009174] ; [32.11009174  2.88990826],0
p8,1,0.124161,2.364031,[23 51] ; [ 6 29],[19.68807339 54.31192661] ; [ 9.31192661 25.68807339],0
s7,1,0.15321,2.04,[47 21] ; [28  6],[50. 18.] ; [25.  9.],0
p10,1,0.159089,1.982867,[53 19] ; [30  5],[55.85046729 16.14953271] ; [27.14953271  7.85046729],0
v1,1,0.162938,1.946743,[29 39] ; [20 15],[32.34951456 35.65048544] ; [16.65048544 18.34951456],0
b5,1,0.168087,1.899921,[45 29] ; [26  9],[48.20183486 25.79816514] ; [22.79816514 12.20183486],0
n5,1,0.169842,1.884339,[57 16] ; [23 12],[54.07407407 18.92592593] ; [25.92592593  9.07407407],0
s1,1,0.17149,1.869866,[ 2 72] ; [ 3 32],[ 3.39449541 70.60550459] ; [ 1.60550459 33.39449541],0
n6,1,0.193511,1.69068,[66  8] ; [28  7],[63.81651376 10.18348624] ; [30.18348624  4.81651376],0
u2,1,0.204008,1.613445,[10  7] ; [6 1],[11.33333333  5.66666667] ; [4.66666667 2.33333333],0
d5,1,0.215296,1.53545,[61 13] ; [32  3],[63.13761468 10.86238532] ; [29.86238532  5.13761468],0
n1,1,0.219408,1.508236,[10 13] ; [9 5],[11.81081081 11.18918919] ; [7.18918919 6.81081081],0
r1,1,0.219953,1.504678,[64 10] ; [27  8],[61.77981651 12.22018349] ; [29.22018349  5.77981651],0
p2,1,0.225003,1.472177,[53 21] ; [21 14],[50.23853211 23.76146789] ; [23.76146789 11.23853211],0
n2,1,0.264617,1.244441,[14  9] ; [11  3],[15.54054054  7.45945946] ; [9.45945946 4.54054054],0
u1,1,0.268117,1.226356,[16 58] ; [11 24],[18.33027523 55.66972477] ; [ 8.66972477 26.33027523],0
r4,1,0.296741,1.088782,[65  9] ; [33  2],[66.53211009  7.46788991] ; [31.46788991  3.53211009],0
n4,1,0.335808,0.92637,[59 15] ; [25 10],[57.02752294 16.97247706] ; [26.97247706  8.02752294],0
d2,1,0.34319,0.898478,[46 28] ; [25 10],[48.20183486 25.79816514] ; [22.79816514 12.20183486],0
a6,1,0.34319,0.898478,[46 28] ; [25 10],[48.20183486 25.79816514] ; [22.79816514 12.20183486],0
p4,1,0.344252,0.894532,[41 33] ; [16 19],[38.69724771 35.30275229] ; [18.30275229 16.69724771],0
