Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.027246,4.875125,[47 25] ; [30  5],[51.81308411 20.18691589] ; [25.18691589  9.81308411],0
a2,1,0.352197,0.865526,[19 55] ; [12 23],[21.04587156 52.95412844] ; [ 9.95412844 25.04587156],0
p3,1,0.386233,0.75077,[34 40] ; [13 22],[31.90825688 42.09174312] ; [15.09174312 19.90825688],0
s3,1,0.405556,0.691791,[50 22] ; [27  8],[51.81308411 20.18691589] ; [25.18691589  9.81308411],0
p6,1,0.426674,0.631859,[16 58] ; [10 25],[17.65137615 56.34862385] ; [ 8.34862385 26.65137615],0
d3,1,0.432522,0.616041,[45 29] ; [24 11],[46.8440367 27.1559633] ; [22.1559633 12.8440367],0
a1,1,0.434927,0.60963,[ 2 72] ; [ 2 33],[ 2.71559633 71.28440367] ; [ 1.28440367 33.71559633],0
b3,1,0.465453,0.532749,[20 33] ; [ 7 17],[18.58441558 34.41558442] ; [ 8.41558442 15.58441558],0
b2,1,0.465453,0.532749,[20 33] ; [ 7 17],[18.58441558 34.41558442] ; [ 8.41558442 15.58441558],0
u4,1,0.552677,0.352542,[ 4 70] ; [ 1 34],[ 3.39449541 70.60550459] ; [ 1.60550459 33.39449541],0
a4,1,0.5926,0.286303,[34 40] ; [18 17],[35.30275229 38.69724771] ; [16.69724771 18.30275229],0
p1,1,0.601228,0.273147,[ 8 66] ; [ 5 30],[ 8.82568807 65.17431193] ; [ 4.17431193 30.82568807],0
d1,1,0.604888,0.267687,[47 27] ; [24 11],[48.20183486 25.79816514] ; [22.79816514 12.20183486],0
a3,1,0.6161,0.251387,[56 18] ; [28  7],[57.02752294 16.97247706] ; [26.97247706  8.02752294],0
p5,1,0.628917,0.233532,[ 6 66] ; [ 2 33],[ 5.38317757 66.61682243] ; [ 2.61682243 32.38317757],0
r2,1,0.654547,0.200216,[68  6] ; [33  2],[68.56880734  5.43119266] ; [32.43119266  2.56880734],0
u3,1,0.656005,0.198413,[14  4] ; [6 1],[14.4  3.6] ; [5.6 1.4],0
a8,1,0.707959,0.140324,[ 6 59] ; [ 2 27],[ 5.53191489 59.46808511] ; [ 2.46808511 26.53191489],0
b4,1,0.719408,0.12906,[46 28] ; [23 12],[46.8440367 27.1559633] ; [22.1559633 12.8440367],0
p9,1,0.804447,0.061304,[61 11] ; [29  6],[60.56074766 11.43925234] ; [29.43925234  5.56074766],0
v3,1,0.844483,0.038479,[30 37] ; [15 17],[30.45454545 36.54545455] ; [14.54545455 17.45454545],0
a7,1,0.856964,0.032487,[52 22] ; [24 11],[51.59633028 22.40366972] ; [24.40366972 10.59633028],0
v2,1,0.879501,0.022983,[36 32] ; [18 15],[36.35643564 31.64356436] ; [17.64356436 15.35643564],0
a5,1,0.884861,0.02097,[54 20] ; [26  9],[54.31192661 19.68807339] ; [25.68807339  9.31192661],0
n3,1,0.968457,0.001564,[14  8] ; [9 5],[14.05555556  7.94444444] ; [8.94444444 5.05555556],0
