Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.0,30.775267,[13 34] ; [77 25],[28.38926174 18.61073826] ; [61.61073826 40.38926174],1
a6,1,0.000422,12.431269,[20 27] ; [74 28],[29.65100671 17.34899329] ; [64.34899329 37.65100671],1
d3,1,0.00202,9.531424,[27 20] ; [83 19],[34.69798658 12.30201342] ; [75.30201342 26.69798658],0
a2,1,0.006191,7.493763,[ 3 44] ; [26 76],[ 9.14765101 37.85234899] ; [19.85234899 82.14765101],0
n1,1,0.009718,6.685946,[10  9] ; [ 3 18],[ 6.175 12.825] ; [ 6.825 14.175],0
b1,1,0.014683,5.954156,[23 24] ; [29 73],[16.40268456 30.59731544] ; [35.59731544 66.40268456],0
u1,1,0.029202,4.755649,[ 4 43] ; [24 78],[ 8.83221477 38.16778523] ; [19.16778523 82.83221477],0
r2,1,0.052753,3.751733,[42  5] ; [99  3],[44.47651007  2.52348993] ; [96.52348993  5.47651007],0
s1,1,0.054514,3.696905,[ 4 42] ; [  2 100],[ 1.86486486 44.13513514] ; [ 4.13513514 97.86486486],0
a1,1,0.057965,3.594676,[ 3 44] ; [  1 101],[ 1.26174497 45.73825503] ; [ 2.73825503 99.26174497],0
v2,1,0.0795,3.0751,[17 28] ; [53 46],[21.875 23.125] ; [48.125 50.875],0
s7,1,0.089869,2.876725,[31 13] ; [56 45],[26.4 17.6] ; [60.6 40.4],0
u2,1,0.099865,2.707692,[11  7] ; [11 19],[8.25 9.75] ; [13.75 16.25],0
p1,1,0.118464,2.437518,[ 7 40] ; [ 7 95],[ 4.41610738 42.58389262] ; [ 9.58389262 92.41610738],0
p8,1,0.119326,2.426145,[28 18] ; [47 53],[23.63013699 22.36986301] ; [51.36986301 48.63013699],0
p3,1,0.120733,2.407786,[29 18] ; [49 53],[24.60402685 22.39597315] ; [53.39597315 48.60402685],0
p2,1,0.127397,2.323934,[33 14] ; [83 19],[36.59060403 10.40939597] ; [79.40939597 22.59060403],0
p7,1,0.128429,2.311395,[34 12] ; [61 39],[29.93150685 16.06849315] ; [65.06849315 34.93150685],0
n6,1,0.149179,2.080625,[36 11] ; [87 14],[39.06081081  7.93918919] ; [83.93918919 17.06081081],0
