Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,2e-06,22.416283,[123  14] ; [25 18],[112.64444444  24.35555556] ; [35.35555556  7.64444444],1
r4,1,0.514826,0.424246,[120  17] ; [36  7],[118.73333333  18.26666667] ; [37.26666667  5.73333333],0
s8,1,0.551144,0.355271,[79 58] ; [27 16],[80.67777778 56.32222222] ; [25.32222222 17.67777778],0
a3,1,0.576393,0.312102,[106  31] ; [35  8],[107.31666667  29.68333333] ; [33.68333333  9.31666667],0
p5,1,0.579863,0.306457,[ 17 120] ; [ 4 39],[ 15.98333333 121.01666667] ; [ 5.01666667 37.98333333],0
s5,1,0.596238,0.280707,[54 80] ; [18 22],[55.44827586 78.55172414] ; [16.55172414 23.44827586],0
a7,1,0.602909,0.270631,[93 44] ; [31 12],[94.37777778 42.62222222] ; [29.62222222 13.37777778],0
n2,1,0.63213,0.229184,[23  8] ; [15  7],[22.22641509  8.77358491] ; [15.77358491  6.22641509],0
d3,1,0.664357,0.188274,[93 44] ; [27 15],[91.84357542 45.15642458] ; [28.15642458 13.84357542],0
s2,1,0.6686,0.183244,[94 43] ; [28 15],[92.85555556 44.14444444] ; [29.14444444 13.85555556],0
p6,1,0.671117,0.180299,[52 84] ; [18 25],[53.18435754 82.81564246] ; [16.81564246 26.18435754],0
b2,1,0.696991,0.151621,[35 61] ; [ 9 13],[35.79661017 60.20338983] ; [ 8.20338983 13.79661017],0
b3,1,0.696991,0.151621,[35 61] ; [ 9 13],[35.79661017 60.20338983] ; [ 8.20338983 13.79661017],0
d5,1,0.72611,0.122713,[111  26] ; [33  9],[110.2122905  26.7877095] ; [33.7877095  8.2122905],0
a2,1,0.762071,0.091665,[ 35 102] ; [10 33],[ 34.25 102.75] ; [10.75 32.25],0
u3,1,0.779164,0.078629,[21 10] ; [5 3],[20.66666667 10.33333333] ; [5.33333333 2.66666667],0
n6,1,0.803929,0.061636,[119  17] ; [37  6],[118.52513966  17.47486034] ; [37.47486034  5.52513966],0
d4,1,0.820966,0.051213,[113  24] ; [34  8],[112.50837989  24.49162011] ; [34.49162011  7.50837989],0
a5,1,0.83303,0.044444,[101  36] ; [31 12],[100.46666667  36.53333333] ; [31.53333333 11.46666667],0
a1,1,0.904241,0.014473,[  7 130] ; [ 2 41],[  6.85 130.15] ; [ 2.15 40.85],0
d1,1,0.94311,0.005093,[82 55] ; [26 17],[82.2 54.8] ; [25.8 17.2],0
v4,1,0.9472,0.004385,[130   6] ; [41  2],[129.92178771   6.07821229] ; [41.07821229  1.92178771],0
s6,1,0.978725,0.000711,[107  28] ; [34  9],[106.93820225  28.06179775] ; [34.06179775  8.93820225],0
