Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,70.715318,[34 90] ; [104  26],[67.37007874 56.62992126] ; [70.62992126 59.37007874],1
s2,1,0.0,50.404991,[39 90] ; [101  36],[67.89473684 61.10526316] ; [72.10526316 64.89473684],1
s3,1,0.0,42.561002,[47 81] ; [104  32],[73.21212121 54.78787879] ; [77.78787879 58.21212121],1
s6,1,7e-06,20.226252,[67 57] ; [109  27],[83.93846154 40.06153846] ; [92.06153846 43.93846154],1
s5,1,1.3e-05,19.053453,[34 93] ; [70 61],[51.19379845 75.80620155] ; [52.80620155 78.19379845],1
n5,1,0.003494,8.529723,[94 34] ; [120  17],[103.36603774  24.63396226] ; [110.63396226  26.36603774],0
a3,1,0.00395,8.306444,[89 40] ; [115  22],[98.93233083 30.06766917] ; [105.06766917  31.93233083],0
v3,1,0.005795,7.613065,[65 59] ; [94 42],[75.83076923 48.16923077] ; [83.16923077 52.83076923],0
b2,1,0.005973,7.558503,[19 51] ; [45 48],[27.48466258 42.51533742] ; [36.51533742 56.48466258],0
b3,1,0.005973,7.558503,[19 51] ; [45 48],[27.48466258 42.51533742] ; [36.51533742 56.48466258],0
p5,1,0.007645,7.114707,[ 14 115] ; [ 32 106],[ 22.2247191 106.7752809] ; [ 23.7752809 114.2247191],0
n6,1,0.01441,5.987212,[106  22] ; [126  10],[112.48484848  15.51515152] ; [119.51515152  16.48484848],0
p6,1,0.015764,5.829041,[53 75] ; [76 59],[62.78326996 65.21673004] ; [66.21673004 68.78326996],0
p3,1,0.019136,5.489073,[78 51] ; [102  36],[86.96629213 42.03370787] ; [93.03370787 44.96629213],0
u4,1,0.02308,5.162443,[  1 128] ; [  8 130],[  4.34831461 124.65168539] ; [  4.65168539 133.34831461],0
p9,1,0.028551,4.794505,[109  19] ; [128   9],[114.4754717  13.5245283] ; [122.5245283  14.4754717],0
n4,1,0.030845,4.661561,[96 32] ; [118  20],[102.97744361  25.02255639] ; [111.02255639  26.97744361],0
v1,1,0.043976,4.057469,[81 46] ; [103  34],[88.51515152 38.48484848] ; [95.48484848 41.51515152],0
p2,1,0.066751,3.361157,[112  17] ; [129   9],[116.43820225  12.56179775] ; [124.56179775  13.43820225],0
p7,1,0.080636,3.052037,[101  26] ; [119  17],[106.23574144  20.76425856] ; [113.76425856  22.23574144],0
d1,1,0.091351,2.850403,[77 52] ; [96 42],[83.58426966 45.41573034] ; [89.41573034 48.58426966],0
u3,1,0.174339,1.845232,[19 21] ; [15  8],[21.58730159 18.41269841] ; [12.41269841 10.58730159],0
b5,1,0.182405,1.777918,[75 54] ; [69 69],[69.57303371 59.42696629] ; [74.42696629 63.57303371],0
p10,1,0.18854,1.728991,[109  19] ; [123  13],[112.48484848  15.51515152] ; [119.51515152  16.48484848],0
u1,1,0.191874,1.703173,[ 20 109] ; [ 30 108],[ 24.15730337 104.84269663] ; [ 25.84269663 112.15730337],0
d2,1,0.200616,1.637884,[60 69] ; [75 63],[65.2247191 63.7752809] ; [69.7752809 68.2247191],0
d4,1,0.201927,1.628381,[107  22] ; [122  16],[110.64044944  18.35955056] ; [118.35955056  19.64044944],0
p4,1,0.213083,1.550358,[93 34] ; [110  28],[97.28679245 29.71320755] ; [105.71320755  32.28679245],0
n2,1,0.226294,1.464002,[16  3] ; [21  1],[17.14634146  1.85365854] ; [19.85365854  2.14634146],0
r3,1,0.262372,1.256196,[123   6] ; [135   3],[124.65168539   4.34831461] ; [133.34831461   4.65168539],0
a8,1,0.268322,1.225306,[15 99] ; [ 23 102],[18.12552301 95.87447699] ; [ 19.87447699 105.12552301],0
r1,1,0.278555,1.174127,[108  21] ; [121  16],[111.05639098  17.94360902] ; [117.94360902  19.05639098],0
r2,1,0.333606,0.934848,[119   8] ; [130   5],[120.69847328   6.30152672] ; [128.30152672   6.69847328],0
n1,1,0.36375,0.824904,[ 6 13] ; [10 12],[ 7.41463415 11.58536585] ; [ 8.58536585 13.41463415],0
a1,1,0.371951,0.797137,[  6 123] ; [ 10 128],[  7.73033708 121.26966292] ; [  8.26966292 129.73033708],0
p12,1,0.385555,0.752913,[ 14 114] ; [ 20 118],[ 16.36090226 111.63909774] ; [ 17.63909774 120.36090226],0
d3,1,0.44191,0.591318,[97 32] ; [98 40],[94.21348315 34.78651685] ; [100.78651685  37.21348315],0
d5,1,0.461076,0.543281,[104  25] ; [116  22],[106.29213483  22.70786517] ; [113.70786517  24.29213483],0
a7,1,0.481168,0.496216,[99 30] ; [100  37],[96.5075188 32.4924812] ; [102.4924812  34.5075188],0
p11,1,0.561621,0.336906,[112  17] ; [123  15],[113.53932584  15.46067416] ; [121.46067416  16.53932584],0
a5,1,0.561725,0.336726,[102  27] ; [113  25],[103.87640449  25.12359551] ; [111.12359551  26.87640449],0
a4,1,0.623826,0.240527,[59 70] ; [59 79],[57.01123596 71.98876404] ; [60.98876404 77.01123596],0
n3,1,0.643735,0.213891,[15  4] ; [16  6],[14.36585366  4.63414634] ; [16.63414634  5.36585366],0
p1,1,0.675368,0.175387,[ 13 116] ; [ 16 121],[ 14.06390977 114.93609023] ; [ 14.93609023 122.06390977],0
s4,1,0.726467,0.12238,[ 15 113] ; [ 18 119],[ 15.93962264 112.06037736] ; [ 17.06037736 119.93962264],0
a6,1,0.740277,0.109883,[90 39] ; [93 44],[88.7481203 40.2518797] ; [94.2518797 42.7481203],0
u2,1,0.757818,0.095078,[21 19] ; [13 10],[21.58730159 18.41269841] ; [12.41269841 10.58730159],0
b4,1,0.854714,0.033528,[79 50] ; [83 55],[78.26966292 50.73033708] ; [83.73033708 54.26966292],0
b1,1,0.88091,0.022445,[46 83] ; [48 90],[45.41573034 83.58426966] ; [48.58426966 89.41573034],0
r4,1,0.889338,0.01936,[121   8] ; [130   8],[121.26966292   7.73033708] ; [129.73033708   8.26966292],0
v4,1,0.939504,0.00576,[125   4] ; [132   4],[125.10566038   3.89433962] ; [131.89433962   4.10566038],0
a2,1,0.981999,0.000509,[31 98] ; [ 33 105],[30.92134831 98.07865169] ; [ 33.07865169 104.92134831],0
