Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,3e-06,21.689958,[ 5 32] ; [65 48],[17.26666667 19.73333333] ; [52.73333333 60.26666667],1
p7,1,1.1e-05,19.362401,[11 26] ; [79 33],[22.34899329 14.65100671] ; [67.65100671 44.34899329],1
p4,1,0.000505,12.096358,[11 26] ; [73 44],[20.18181818 16.81818182] ; [63.81818182 53.18181818],1
s1,1,0.002349,9.254319,[ 5 31] ; [  2 114],[ 1.65789474 34.34210526] ; [  5.34210526 110.65789474],0
a6,1,0.002556,9.09996,[14 23] ; [77 40],[21.86363636 15.13636364] ; [69.13636364 47.86363636],0
p11,1,0.008448,6.93593,[19 18] ; [87 30],[25.46753247 11.53246753] ; [80.53246753 36.46753247],0
n5,1,0.00946,6.733875,[18 19] ; [84 33],[24.50649351 12.49350649] ; [77.49350649 39.50649351],0
v4,1,0.01464,5.959262,[31  6] ; [111   5],[34.33986928  2.66013072] ; [107.66013072   8.33986928],0
p6,1,0.017287,5.667011,[ 8 29] ; [50 65],[14.11842105 22.88157895] ; [43.88157895 71.11842105],0
a2,1,0.020794,5.344011,[ 2 35] ; [26 91],[ 6.72727273 30.27272727] ; [21.27272727 95.72727273],0
p3,1,0.045176,4.012057,[12 25] ; [60 57],[17.2987013 19.7012987] ; [54.7012987 62.2987013],0
p12,1,0.050613,3.821024,[ 3 33] ; [  2 115],[ 1.17647059 34.82352941] ; [  3.82352941 113.17647059],0
p10,1,0.052833,3.749181,[24 12] ; [95 21],[28.18421053  7.81578947] ; [90.81578947 25.18421053],0
a7,1,0.061611,3.493476,[20 17] ; [82 34],[24.66666667 12.33333333] ; [77.33333333 38.66666667],0
a1,1,0.080853,3.047666,[ 2 35] ; [  1 116],[ 0.72077922 36.27922078] ; [  2.27922078 114.72077922],0
p1,1,0.084299,2.98001,[ 5 32] ; [  6 111],[ 2.64285714 34.35714286] ; [  8.35714286 108.64285714],0
s3,1,0.088216,2.906622,[21 15] ; [85 31],[25.10526316 10.89473684] ; [80.89473684 35.10526316],0
s7,1,0.094652,2.793423,[15 18] ; [71 44],[19.17567568 13.82432432] ; [66.82432432 48.17567568],0
v2,1,0.097818,2.740767,[20 15] ; [47 67],[15.73825503 19.26174497] ; [51.26174497 62.73825503],0
b1,1,0.113579,2.503702,[18 19] ; [40 77],[13.93506494 23.06493506] ; [44.06493506 72.93506494],0
d3,1,0.188478,1.729473,[24 13] ; [88 28],[27.08496732  9.91503268] ; [84.91503268 31.08496732],0
n1,1,0.189068,1.724864,[ 8 11] ; [ 7 22],[ 5.9375 13.0625] ; [ 9.0625 19.9375],0
n2,1,0.218142,1.516555,[12  7] ; [23  6],[13.85416667  5.14583333] ; [21.14583333  7.85416667],0
u1,1,0.257958,1.279682,[ 4 33] ; [22 95],[ 6.24675325 30.75324675] ; [19.75324675 97.24675325],0
p9,1,0.264707,1.24397,[26  9] ; [96 20],[28.2781457  6.7218543] ; [93.7218543 22.2781457],0
d2,1,0.269474,1.219422,[19 18] ; [48 69],[16.0974026 20.9025974] ; [50.9025974 66.0974026],0
u2,1,0.279321,1.170389,[5 9] ; [21 19],[6.74074074 7.25925926] ; [19.25925926 20.74074074],0
d5,1,0.353874,0.859515,[27 10] ; [93 23],[29.01960784  7.98039216] ; [90.98039216 25.01960784],0
