Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000697,11.496599,[18 31] ; [17  4],[24.5 24.5] ; [10.5 10.5],1
p8,1,0.00325,8.661499,[ 7 44] ; [10 12],[11.87671233 39.12328767] ; [ 5.12328767 16.87671233],0
p3,1,0.021875,5.255685,[ 8 42] ; [ 9 13],[11.80555556 38.19444444] ; [ 5.19444444 16.80555556],0
p6,1,0.044025,4.055622,[ 6 44] ; [ 7 15],[ 9.02777778 40.97222222] ; [ 3.97222222 18.02777778],0
s5,1,0.053486,3.728681,[ 9 38] ; [ 8 11],[12.10606061 34.89393939] ; [ 4.89393939 14.10606061],0
b1,1,0.084556,2.97508,[25 26] ; [ 6 16],[21.65753425 29.34246575] ; [ 9.34246575 12.65753425],0
a3,1,0.089228,2.88824,[34 17] ; [10 12],[30.73972603 20.26027397] ; [13.26027397  8.73972603],0
r3,1,0.13521,2.23164,[42  9] ; [21  1],[44.01369863  6.98630137] ; [18.98630137  3.01369863],0
p9,1,0.147359,2.099382,[19 28] ; [13  9],[21.79710145 25.20289855] ; [10.20289855 11.79710145],0
a8,1,0.15909,1.982854,[ 1 50] ; [ 2 20],[ 2.09589041 48.90410959] ; [ 0.90410959 21.09589041],0
a1,1,0.15909,1.982854,[ 1 50] ; [ 2 20],[ 2.09589041 48.90410959] ; [ 0.90410959 21.09589041],0
s2,1,0.179058,1.805422,[18 33] ; [11 10],[20.54166667 30.45833333] ; [ 8.45833333 12.54166667],0
p7,1,0.186201,1.747426,[11 40] ; [ 8 14],[13.2739726 37.7260274] ; [ 5.7260274 16.2739726],0
r4,1,0.246249,1.344459,[35 16] ; [18  4],[37.02739726 13.97260274] ; [15.97260274  6.02739726],0
u1,1,0.268378,1.225018,[ 3 48] ; [ 3 19],[ 4.19178082 46.80821918] ; [ 1.80821918 20.19178082],0
a6,1,0.292296,1.109018,[21 30] ; [12 10],[23.05479452 27.94520548] ; [ 9.94520548 12.05479452],0
u2,1,0.295694,1.093514,[8 9] ; [8 4],[9.37931034 7.62068966] ; [6.62068966 5.37931034],0
a5,1,0.318797,0.993877,[26 25] ; [14  8],[27.94520548 23.05479452] ; [12.05479452  9.94520548],0
d4,1,0.340993,0.906696,[44  7] ; [17  5],[42.61643836  8.38356164] ; [18.38356164  3.61643836],0
n6,1,0.34542,0.890212,[24 27] ; [13  9],[25.84931507 25.15068493] ; [11.15068493 10.84931507],0
s8,1,0.372148,0.796478,[ 9 41] ; [ 6 16],[10.41666667 39.58333333] ; [ 4.58333333 17.41666667],0
v3,1,0.402387,0.701182,[12 36] ; [ 7 13],[13.41176471 34.58823529] ; [ 5.58823529 14.41176471],0
a4,1,0.450539,0.569296,[21 30] ; [ 7 15],[19.56164384 31.43835616] ; [ 8.43835616 13.56164384],0
d5,1,0.458946,0.548465,[39 12] ; [15  7],[37.7260274 13.2739726] ; [16.2739726  5.7260274],0
u3,1,0.459822,0.546328,[9 8] ; [8 4],[9.96551724 7.03448276] ; [7.03448276 4.96551724],0
