Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,121.637835,[562   9] ; [9 8],[554.4914966  16.5085034] ; [16.5085034  0.4914966],1
v4,1,0.0,69.904202,[559  10] ; [11  6],[553.46416382  15.53583618] ; [16.53583618  0.46416382],1
r3,1,4e-06,21.19563,[559   9] ; [14  3],[556.34871795  11.65128205] ; [16.65128205  0.34871795],1
n4,1,0.002212,9.364782,[468 101] ; [9 8],[463.16211604 105.83788396] ; [13.83788396  3.16211604],0
n6,1,0.004984,7.885368,[498  69] ; [11  6],[494.18321918  72.81678082] ; [14.81678082  2.18321918],0
s3,1,0.007117,7.243291,[327 230] ; [ 4 12],[321.7574171 235.2425829] ; [9.2425829 6.7574171],0
s2,1,0.00879,6.865034,[292 270] ; [ 3 13],[286.83391003 275.16608997] ; [8.16608997 7.83391003],0
a6,1,0.023816,5.10796,[410 158] ; [8 9],[405.85299145 162.14700855] ; [12.14700855  4.85299145],0
d1,1,0.023846,5.105811,[356 215] ; [ 6 11],[351.53401361 219.46598639] ; [10.46598639  6.53401361],0
p3,1,0.054995,3.682225,[300 266] ; [ 5 12],[296.10634648 269.89365352] ; [8.89365352 8.10634648],0
b1,1,0.120222,2.414429,[198 373] ; [9 8],[201.01530612 369.98469388] ; [ 5.98469388 11.01530612],0
v1,1,0.15903,1.983422,[323 231] ; [ 7 10],[320.17513135 233.82486865] ; [9.82486865 7.17513135],0
n5,1,0.170808,1.87584,[445 121] ; [11  6],[442.70325901 123.29674099] ; [13.29674099  3.70325901],0
p5,1,0.176682,1.825314,[ 70 493] ; [ 4 13],[ 71.83103448 491.16896552] ; [ 2.16896552 14.83103448],0
s6,1,0.184164,1.763695,[380 177] ; [9 8],[377.47909408 179.52090592] ; [11.52090592  5.47909408],0
a2,1,0.187062,1.740606,[148 423] ; [ 2 15],[145.66326531 425.33673469] ; [ 4.33673469 12.66326531],0
u2,1,0.260379,1.26674,[92 60] ; [5 1],[93.3164557 58.6835443] ; [3.6835443 2.3164557],0
s4,1,0.281105,1.161741,[ 86 473] ; [ 1 16],[ 84.43229167 474.56770833] ; [ 2.56770833 14.43229167],0
b4,1,0.30479,1.05312,[332 239] ; [12  5],[334.05442177 236.94557823] ; [9.94557823 7.05442177],0
u1,1,0.377556,0.778645,[117 454] ; [ 2 15],[115.55952381 455.44047619] ; [ 3.44047619 13.55952381],0
