Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.006296,7.463664,[2 1] ; [ 4 36],[0.41860465 2.58139535] ; [ 5.58139535 34.41860465],0
u1,1,0.013145,6.149439,[1 2] ; [ 1 40],[0.13636364 2.86363636] ; [ 1.86363636 39.13636364],0
a2,1,0.130258,2.289431,[1 2] ; [ 3 38],[0.27272727 2.72727273] ; [ 3.72727273 37.27272727],0
a4,1,0.258349,1.277584,[2 1] ; [14 27],[1.09090909 1.90909091] ; [14.90909091 26.09090909],0
a6,1,0.301639,1.066936,[1 2] ; [26 15],[1.84090909 1.15909091] ; [25.15909091 15.84090909],0
s4,1,0.303074,1.060619,[1 2] ; [ 5 36],[0.40909091 2.59090909] ; [ 5.59090909 35.40909091],0
p3,1,0.318981,0.993118,[2 1] ; [15 25],[1.18604651 1.81395349] ; [15.81395349 24.18604651],0
n4,1,0.347215,0.883608,[1 2] ; [25 16],[1.77272727 1.22727273] ; [24.22727273 16.77272727],0
p4,1,0.416252,0.660874,[2 1] ; [17 23],[1.3255814 1.6744186] ; [17.6744186 22.3255814],0
p7,1,0.444639,0.584282,[2 1] ; [18 23],[1.36363636 1.63636364] ; [18.63636364 22.36363636],0
d1,1,0.444639,0.584282,[2 1] ; [18 23],[1.36363636 1.63636364] ; [18.63636364 22.36363636],0
p8,1,0.468042,0.526594,[2 1] ; [18 22],[1.39534884 1.60465116] ; [18.60465116 21.39534884],0
s6,1,0.496275,0.462893,[2 1] ; [19 22],[1.43181818 1.56818182] ; [19.56818182 21.43181818],0
b1,1,0.549773,0.357724,[1 2] ; [21 20],[1.5 1.5] ; [20.5 20.5],0
s3,1,0.57753,0.310245,[1 2] ; [20 20],[1.46511628 1.53488372] ; [19.53488372 20.46511628],0
p6,1,0.584019,0.299782,[1 2] ; [ 8 32],[0.62790698 2.37209302] ; [ 8.37209302 31.62790698],0
b5,1,0.605104,0.267367,[2 1] ; [21 20],[1.56818182 1.43181818] ; [21.43181818 19.56818182],0
v1,1,0.662263,0.190786,[2 1] ; [22 19],[1.63636364 1.36363636] ; [22.36363636 18.63636364],0
n5,1,0.721275,0.127274,[1 2] ; [18 23],[1.29545455 1.70454545] ; [17.70454545 23.29545455],0
p11,1,0.721275,0.127274,[2 1] ; [23 18],[1.70454545 1.29545455] ; [23.29545455 17.70454545],0
a3,1,0.845065,0.038188,[2 1] ; [25 16],[1.84090909 1.15909091] ; [25.15909091 15.84090909],0
b2,1,0.906855,0.01369,[1 2] ; [ 6 14],[0.91304348 2.08695652] ; [ 6.08695652 13.91304348],0
b3,1,0.906855,0.01369,[1 2] ; [ 6 14],[0.91304348 2.08695652] ; [ 6.08695652 13.91304348],0
s7,1,0.949873,0.003952,[1 2] ; [12 26],[0.95121951 2.04878049] ; [12.04878049 25.95121951],0
d2,1,0.977122,0.000822,[1 2] ; [14 27],[1.02272727 1.97727273] ; [13.97727273 27.02272727],0
