Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,88.155631,[383   3] ; [23 10],[374.02386635  11.97613365] ; [31.97613365  1.02386635],1
r3,1,0.0,84.230805,[381   6] ; [23 12],[370.492891  16.507109] ; [33.507109  1.492891],1
r1,1,0.0,77.41212,[350  36] ; [13 22],[332.82185273  53.17814727] ; [30.17814727  4.82185273],1
v4,1,0.0,66.543677,[382   6] ; [24 10],[373.28909953  14.71090047] ; [32.71090047  1.28909953],1
n6,1,1e-06,24.794022,[340  46] ; [20 15],[330.07125891  55.92874109] ; [29.92874109  5.07125891],1
p2,1,1e-06,24.685481,[332  54] ; [20 17],[321.21040189  64.78959811] ; [30.78959811  6.21040189],1
p9,1,6e-06,20.436233,[337  46] ; [21 14],[328.02392344  54.97607656] ; [29.97607656  5.02392344],1
p10,1,3.1e-05,17.356453,[330  56] ; [21 15],[321.05687204  64.94312796] ; [29.94312796  6.05687204],1
s6,1,7.3e-05,15.729982,[272 110] ; [13 21],[261.70673077 120.29326923] ; [23.29326923 10.70673077],1
p7,1,0.000117,14.836657,[248 129] ; [12 24],[237.33656174 139.66343826] ; [22.66343826 13.33656174],1
n4,1,0.00014,14.497465,[314  74] ; [20 17],[304.92235294  83.07764706] ; [29.07764706  7.92235294],1
n5,1,0.000432,12.390199,[297  90] ; [18 18],[288.19148936  98.80851064] ; [26.80851064  9.19148936],1
p4,1,0.000873,11.078963,[261 124] ; [15 22],[251.80094787 133.19905213] ; [24.19905213 12.80094787],1
p11,1,0.001005,10.818186,[311  77] ; [21 16],[303.09647059  84.90352941] ; [28.90352941  8.09647059],0
p8,1,0.002767,8.954891,[216 166] ; [11 25],[207.44976077 174.55023923] ; [19.55023923 16.44976077],0
s8,1,0.003725,8.413102,[193 191] ; [ 9 27],[184.68571429 199.31428571] ; [17.31428571 18.68571429],0
v1,1,0.026525,4.921454,[219 159] ; [13 21],[212.85436893 165.14563107] ; [19.14563107 14.85436893],0
p6,1,0.03658,4.369881,[153 230] ; [ 8 28],[147.16706444 235.83293556] ; [13.83293556 22.16706444],0
