Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,63.929239,[181  52] ; [29 65],[149.63302752  83.36697248] ; [60.36697248 33.63302752],1
d4,1,1.4e-05,18.934016,[199  34] ; [60 34],[184.54740061  48.45259939] ; [74.45259939 19.54740061],1
a6,1,4.9e-05,16.490343,[171  62] ; [47 47],[155.33333333  77.66666667] ; [62.66666667 31.33333333],1
d1,1,9.9e-05,15.164779,[142  91] ; [35 59],[126.11926606 106.88073394] ; [50.88073394 43.11926606],1
d5,1,0.000142,14.478233,[192  41] ; [59 35],[178.8470948  54.1529052] ; [72.1529052 21.8470948],1
u1,1,0.00114,10.584832,[ 46 187] ; [ 5 89],[ 36.33944954 196.66055046] ; [14.66055046 79.33944954],0
r4,1,0.002039,9.51401,[209  24] ; [72 22],[200.22324159  32.77675841] ; [80.77675841 13.22324159],0
a2,1,0.002398,9.216821,[ 57 176] ; [ 9 85],[ 47.02752294 185.97247706] ; [18.97247706 75.02752294],0
b1,1,0.003539,8.506482,[ 74 159] ; [46 48],[ 85.50458716 147.49541284] ; [34.49541284 59.50458716],0
v2,1,0.009431,6.739283,[116 107] ; [31 56],[105.74516129 117.25483871] ; [41.25483871 45.74516129],0
r1,1,0.010932,6.47629,[182  50] ; [61 33],[172.93251534  59.06748466] ; [70.06748466 23.93251534],0
u3,1,0.015916,5.812117,[58 25] ; [13 16],[52.61607143 30.38392857] ; [18.38392857 10.61607143],0
p10,1,0.047852,3.915192,[169  61] ; [58 35],[161.64086687  68.35913313] ; [65.35913313 27.64086687],0
b5,1,0.053436,3.730229,[160  73] ; [54 40],[152.48318043  80.51681957] ; [61.51681957 32.48318043],0
p2,1,0.078147,3.103034,[167  66] ; [58 36],[160.32110092  72.67889908] ; [64.67889908 29.32110092],0
n2,1,0.081783,3.029107,[46 24] ; [31  7],[49.90740741 20.09259259] ; [27.09259259 10.90740741],0
r3,1,0.084462,2.976869,[217  16] ; [82 12],[213.04892966  19.95107034] ; [85.95107034  8.04892966],0
s4,1,0.15751,1.99797,[ 42 188] ; [11 82],[ 37.73993808 192.26006192] ; [15.26006192 77.73993808],0
b3,1,0.166165,1.917203,[42 81] ; [26 32],[46.20994475 76.79005525] ; [21.79005525 36.20994475],0
b2,1,0.166165,1.917203,[42 81] ; [26 32],[46.20994475 76.79005525] ; [21.79005525 36.20994475],0
p4,1,0.184865,1.758073,[105 127] ; [35 59],[ 99.63190184 132.36809816] ; [40.36809816 53.63190184],0
v3,1,0.185746,1.751042,[ 78 145] ; [23 62],[ 73.12662338 149.87337662] ; [27.87337662 57.12662338],0
s2,1,0.190806,1.711381,[108 121] ; [36 56],[102.72897196 126.27102804] ; [41.27102804 50.72897196],0
r2,1,0.255214,1.294533,[220  12] ; [86  8],[217.76687117  14.23312883] ; [88.23312883  5.76687117],0
s3,1,0.285162,1.142324,[116 113] ; [41 52],[111.6552795 117.3447205] ; [45.3447205 47.6552795],0
n6,1,0.310119,1.030168,[190  43] ; [72 22],[186.68501529  46.31498471] ; [75.31498471 18.68501529],0
a8,1,0.363249,0.826628,[ 17 194] ; [10 78],[ 19.05351171 191.94648829] ; [ 7.94648829 80.05351171],0
a5,1,0.388192,0.744597,[165  68] ; [62 32],[161.74617737  71.25382263] ; [65.25382263 28.74617737],0
u4,1,0.392802,0.730251,[  6 227] ; [ 1 93],[  4.98776758 228.01223242] ; [ 2.01223242 91.98776758],0
d2,1,0.409869,0.67918,[114 118] ; [41 52],[110.64615385 121.35384615] ; [44.35384615 48.64615385],0
a3,1,0.437976,0.601579,[150  82] ; [65 29],[153.00613497  78.99386503] ; [61.99386503 32.00613497],0
