Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.002011,9.539397,[22 46] ; [17  8],[28.51612903 39.48387097] ; [10.48387097 14.51612903],0
b4,1,0.031784,4.610087,[38 34] ; [20  6],[42.6122449 29.3877551] ; [15.3877551 10.6122449],0
r1,1,0.097793,2.74118,[48 23] ; [22  4],[51.2371134 19.7628866] ; [18.7628866  7.2371134],0
p6,1,0.098211,2.734357,[16 53] ; [ 2 23],[13.21276596 55.78723404] ; [ 4.78723404 20.21276596],0
p5,1,0.099965,2.706101,[ 1 71] ; [ 2 23],[ 2.22680412 69.77319588] ; [ 0.77319588 24.22680412],0
b5,1,0.101645,2.679535,[49 23] ; [13 13],[45.55102041 26.44897959] ; [16.44897959  9.55102041],0
a3,1,0.114777,2.487187,[46 26] ; [12 14],[42.6122449 29.3877551] ; [15.3877551 10.6122449],0
v1,1,0.126857,2.330555,[26 45] ; [14 12],[29.27835052 41.72164948] ; [10.72164948 15.27835052],0
d2,1,0.147868,2.094109,[31 41] ; [ 7 19],[27.91836735 44.08163265] ; [10.08163265 15.91836735],0
r4,1,0.17691,1.823396,[48 24] ; [21  5],[50.69387755 21.30612245] ; [18.30612245  7.69387755],0
a5,1,0.183769,1.766879,[42 30] ; [19  7],[44.81632653 27.18367347] ; [16.18367347  9.81632653],0
a2,1,0.208395,1.582539,[13 59] ; [ 2 24],[11.02040816 60.97959184] ; [ 3.97959184 22.02040816],0
a7,1,0.277104,1.18124,[50 22] ; [15 11],[47.75510204 24.24489796] ; [17.24489796  8.75510204],0
s1,1,0.309947,1.030901,[ 4 68] ; [ 3 23],[ 5.14285714 66.85714286] ; [ 1.85714286 24.14285714],0
p8,1,0.316996,1.0013,[26 45] ; [12 13],[28.10416667 42.89583333] ; [ 9.89583333 15.10416667],0
a4,1,0.331463,0.943174,[27 45] ; [ 7 19],[24.97959184 47.02040816] ; [ 9.02040816 16.97959184],0
p7,1,0.33556,0.92732,[33 37] ; [ 9 16],[30.94736842 39.05263158] ; [11.05263158 13.94736842],0
u1,1,0.348262,0.879778,[ 7 65] ; [ 1 25],[ 5.87755102 66.12244898] ; [ 2.12244898 23.87755102],0
d1,1,0.360082,0.837607,[38 34] ; [11 15],[36. 36.] ; [13. 13.],0
s6,1,0.372993,0.79367,[31 40] ; [14 12],[32.93814433 38.06185567] ; [12.06185567 13.93814433],0
u2,1,0.38536,0.753532,[17  9] ; [11  3],[18.2  7.8] ; [9.8 4.2],0
p12,1,0.442027,0.591014,[ 1 69] ; [ 1 24],[ 1.47368421 68.52631579] ; [ 0.52631579 24.47368421],0
u3,1,0.461743,0.541667,[19  7] ; [8 5],[18.  8.] ; [9. 4.],0
b2,1,0.468303,0.525977,[12 31] ; [5 8],[13.05357143 29.94642857] ; [3.94642857 9.05357143],0
b3,1,0.468303,0.525977,[12 31] ; [5 8],[13.05357143 29.94642857] ; [3.94642857 9.05357143],0
p10,1,0.49608,0.463311,[37 34] ; [15 10],[38.45833333 32.54166667] ; [13.54166667 11.45833333],0
s4,1,0.546922,0.362861,[15 57] ; [ 4 22],[13.95918367 58.04081633] ; [ 5.04081633 20.95918367],0
s2,1,0.57639,0.312108,[26 46] ; [11 15],[27.18367347 44.81632653] ; [ 9.81632653 16.18367347],0
n1,1,0.580926,0.304741,[ 8 17] ; [2 7],[ 7.35294118 17.64705882] ; [2.64705882 6.35294118],0
v4,1,0.62675,0.236494,[57 14] ; [22  4],[57.82474227 13.17525773] ; [21.17525773  4.82474227],0
p1,1,0.642445,0.215558,[ 6 65] ; [ 3 23],[ 6.58762887 64.41237113] ; [ 2.41237113 23.58762887],0
