Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,38.953703,[158  11] ; [29 21],[144.30593607  24.69406393] ; [42.69406393  7.30593607],1
p9,1,1e-06,24.143062,[149  19] ; [27 20],[137.5255814  30.4744186] ; [38.4744186  8.5255814],1
p10,1,1e-06,23.366452,[142  24] ; [26 23],[129.71162791  36.28837209] ; [38.28837209 10.71162791],1
a5,1,2.5e-05,17.740296,[125  44] ; [21 29],[112.66666667  56.33333333] ; [33.33333333 16.66666667],1
r4,1,2.6e-05,17.72469,[140  29] ; [27 23],[128.87214612  40.12785388] ; [38.12785388 11.87214612],1
n6,1,0.000101,15.123058,[154  15] ; [34 15],[145.74311927  23.25688073] ; [42.25688073  6.74311927],1
p7,1,0.000129,14.657828,[113  53] ; [18 30],[101.61682243  64.38317757] ; [29.38317757 18.61682243],1
d5,1,0.000479,12.196503,[130  38] ; [26 24],[120.22018349  47.77981651] ; [35.77981651 14.22018349],1
p2,1,0.000619,11.718717,[137  29] ; [29 20],[128.16744186  37.83255814] ; [37.83255814 11.16744186],1
p3,1,0.000737,11.393137,[87 81] ; [12 37],[76.64516129 91.35483871] ; [22.35483871 26.64516129],1
s8,1,0.002145,9.420796,[89 80] ; [14 36],[79.48401826 89.51598174] ; [23.51598174 26.48401826],0
v4,1,0.002182,9.389683,[154  14] ; [37 12],[147.87096774  20.12903226] ; [43.12903226  5.87096774],0
p4,1,0.0061,7.520481,[99 69] ; [18 31],[90.58064516 77.41935484] ; [26.41935484 22.58064516],0
n3,1,0.007866,7.063813,[32 10] ; [11 14],[26.95522388 15.04477612] ; [16.04477612  8.95522388],0
s6,1,0.008345,6.957913,[111  53] ; [23 26],[103.17370892  60.82629108] ; [30.82629108 18.17370892],0
p8,1,0.012557,6.230488,[86 79] ; [16 34],[78.27906977 86.72093023] ; [23.72093023 26.27906977],0
a3,1,0.015019,5.914194,[125  44] ; [28 22],[118.06849315  50.93150685] ; [34.93150685 15.06849315],0
d4,1,0.01539,5.871212,[126  42] ; [28 21],[119.22580645  48.77419355] ; [34.77419355 14.22580645],0
b1,1,0.018063,5.590012,[76 93] ; [32 18],[83.34246575 85.65753425] ; [24.65753425 25.34246575],0
p6,1,0.03304,4.54368,[ 64 100] ; [11 38],[ 57.74647887 106.25352113] ; [17.25352113 31.74647887],0
a1,1,0.038862,4.266905,[  7 162] ; [ 6 44],[ 10.03196347 158.96803653] ; [ 2.96803653 47.03196347],0
s2,1,0.042662,4.108754,[84 83] ; [17 33],[77.7281106 89.2718894] ; [23.2718894 26.7281106],0
s5,1,0.045645,3.99464,[64 98] ; [12 38],[ 58.0754717 103.9245283] ; [17.9245283 32.0754717],0
r1,1,0.04644,3.965572,[120  49] ; [28 22],[114.21004566  54.78995434] ; [33.78995434 16.21004566],0
v1,1,0.055013,3.68169,[91 73] ; [20 30],[85.06542056 78.93457944] ; [25.93457944 24.06542056],0
r2,1,0.059137,3.561424,[149  17] ; [39 10],[145.15348837  20.84651163] ; [42.84651163  6.15348837],0
a4,1,0.092489,2.83051,[74 94] ; [15 34],[68.90322581 99.09677419] ; [20.09677419 28.90322581],0
u2,1,0.095033,2.786989,[21 22] ; [ 6 16],[17.86153846 25.13846154] ; [ 9.13846154 12.86153846],0
v2,1,0.10298,2.658775,[79 83] ; [17 31],[74.05714286 87.94285714] ; [21.94285714 26.05714286],0
n2,1,0.108607,2.574375,[32 10] ; [15 11],[29.02941176 12.97058824] ; [17.97058824  8.02941176],0
s4,1,0.114617,2.48938,[ 33 135] ; [ 5 45],[ 29.28440367 138.71559633] ; [ 8.71559633 41.28440367],0
s1,1,0.121785,2.394217,[  5 161] ; [ 4 46],[  6.91666667 159.08333333] ; [ 2.08333333 47.91666667],0
a6,1,0.13672,2.214491,[74 95] ; [16 34],[69.45205479 99.54794521] ; [20.54794521 29.45205479],0
s3,1,0.137031,2.210988,[94 74] ; [22 28],[89.39449541 78.60550459] ; [26.60550459 23.39449541],0
s7,1,0.140014,2.177806,[92 73] ; [20 26],[87.58293839 77.41706161] ; [24.41706161 21.58293839],0
d1,1,0.166427,1.91484,[83 86] ; [19 31],[78.71232877 90.28767123] ; [23.28767123 26.71232877],0
v3,1,0.173402,1.853283,[71 95] ; [16 34],[66.86111111 99.13888889] ; [20.13888889 29.86111111],0
b5,1,0.271811,1.207583,[73 96] ; [26 24],[76.39726027 92.60273973] ; [22.60273973 27.39726027],0
p12,1,0.289809,1.120508,[ 14 151] ; [ 2 48],[ 12.27906977 152.72093023] ; [ 3.72093023 46.27906977],0
p5,1,0.353428,0.861111,[ 26 142] ; [ 5 44],[ 24. 144.] ; [ 7. 42.],0
n4,1,0.374647,0.788192,[147  22] ; [41  9],[145.07762557  23.92237443] ; [42.92237443  7.07762557],0
d2,1,0.438255,0.600847,[86 82] ; [22 27],[83.61290323 84.38709677] ; [24.38709677 24.61290323],0
d3,1,0.447069,0.578071,[71 98] ; [18 32],[ 68.6803653 100.3196347] ; [20.3196347 29.6803653],0
u3,1,0.587261,0.294643,[17 27] ; [ 7 15],[16. 28.] ; [ 8. 14.],0
n1,1,0.789467,0.07129,[16 25] ; [11 15],[16.52238806 24.47761194] ; [10.47761194 15.52238806],0
b3,1,0.80158,0.063153,[51 65] ; [12 17],[50.4 65.6] ; [12.6 16.4],0
b2,1,0.80158,0.063153,[51 65] ; [12 17],[50.4 65.6] ; [12.6 16.4],0
a8,1,0.82622,0.048203,[ 19 142] ; [ 5 42],[ 18.57692308 142.42307692] ; [ 5.42307692 41.57692308],0
a2,1,0.846758,0.037348,[ 15 154] ; [ 4 46],[ 14.66210046 154.33789954] ; [ 4.33789954 45.66210046],0
u4,1,0.878739,0.023277,[  4 165] ; [ 1 49],[  3.85844749 165.14155251] ; [ 1.14155251 48.85844749],0
u1,1,0.897186,0.016697,[ 11 158] ; [ 3 47],[ 10.80365297 158.19634703] ; [ 3.19634703 46.80365297],0
b4,1,0.9343,0.006796,[89 80] ; [26 24],[88.74429224 80.25570776] ; [26.25570776 23.74429224],0
p1,1,0.951654,0.003676,[ 13 155] ; [ 4 46],[ 13.10091743 154.89908257] ; [ 3.89908257 46.10091743],0
