Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,32.317512,[184  22] ; [ 6 10],[176.30630631  29.69369369] ; [13.69369369  2.30630631],1
p10,1,0.004983,7.885518,[144  58] ; [ 6 10],[138.99082569  63.00917431] ; [11.00917431  4.99082569],0
u3,1,0.006893,7.300528,[52 32] ; [1 7],[48.39130435 35.60869565] ; [4.60869565 3.39130435],0
p2,1,0.008128,7.005078,[152  52] ; [7 9],[147.43636364  56.56363636] ; [11.56363636  4.43636364],0
n6,1,0.01279,6.197881,[139  65] ; [ 6 10],[134.45454545  69.54545455] ; [10.54545455  5.45454545],0
p9,1,0.013356,6.121388,[156  45] ; [8 8],[151.9078341  49.0921659] ; [12.0921659  3.9078341],0
v1,1,0.016884,5.708352,[ 86 114] ; [ 2 14],[ 81.48148148 118.51851852] ; [6.51851852 9.48148148],0
a6,1,0.024839,5.035071,[135  71] ; [ 6 10],[130.83783784  75.16216216] ; [10.16216216  5.83783784],0
r2,1,0.027452,4.862152,[189  17] ; [12  4],[186.51351351  19.48648649] ; [14.48648649  1.51351351],0
n2,1,0.045546,3.998289,[55 21] ; [2 4],[52.82926829 23.17073171] ; [4.17073171 1.82926829],0
d3,1,0.052155,3.770791,[138  66] ; [7 9],[134.45454545  69.54545455] ; [10.54545455  5.45454545],0
p7,1,0.053097,3.740848,[112  87] ; [ 5 11],[108.29302326  90.70697674] ; [8.70697674 7.29302326],0
r1,1,0.07531,3.163307,[146  59] ; [8 8],[142.85067873  62.14932127] ; [11.14932127  4.85067873],0
s8,1,0.080881,3.047107,[ 69 136] ; [ 2 14],[ 65.85972851 139.14027149] ; [ 5.14027149 10.85972851],0
v3,1,0.08573,2.95277,[ 52 143] ; [ 1 14],[ 49.21428571 145.78571429] ; [ 3.78571429 11.21428571],0
n5,1,0.202965,1.620913,[ 70 134] ; [ 3 13],[ 67.69090909 136.30909091] ; [ 5.30909091 10.69090909],0
s2,1,0.228266,1.451636,[ 96 109] ; [ 5 11],[ 93.68778281 111.31221719] ; [7.31221719 8.68778281],0
u2,1,0.256036,1.290064,[49 35] ; [3 5],[47.47826087 36.52173913] ; [4.52173913 3.47826087],0
p4,1,0.266486,1.234748,[ 93 111] ; [ 5 11],[ 90.87272727 113.12727273] ; [7.12727273 8.87272727],0
v2,1,0.307387,1.041871,[98 95] ; [ 6 10],[96.03827751 96.96172249] ; [7.96172249 8.03827751],0
b5,1,0.31708,1.000951,[129  77] ; [8 8],[127.12612613  78.87387387] ; [9.87387387 6.12612613],0
d5,1,0.357778,0.845677,[150  55] ; [10  6],[148.41628959  56.58371041] ; [11.58371041  4.41628959],0
a7,1,0.357778,0.845677,[150  55] ; [10  6],[148.41628959  56.58371041] ; [11.58371041  4.41628959],0
p11,1,0.358845,0.84193,[139  67] ; [9 7],[137.33333333  68.66666667] ; [10.66666667  5.33333333],0
a2,1,0.377642,0.778364,[ 29 177] ; [ 1 15],[ 27.83783784 178.16216216] ; [ 2.16216216 13.83783784],0
b4,1,0.390305,0.737992,[119  87] ; [11  5],[120.63063063  85.36936937] ; [9.36936937 6.63063063],0
