Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,81.36453,[ 39 208] ; [171 155],[ 90.52356021 156.47643979] ; [119.47643979 206.52356021],1
v1,1,0.0,38.203103,[ 89 159] ; [203 125],[125.72222222 122.27777778] ; [166.27777778 161.72222222],1
a5,1,5.8e-05,16.174962,[163  88] ; [268  68],[184.29471891  66.70528109] ; [246.70528109  89.29471891],1
r1,1,7.2e-05,15.751061,[182  67] ; [288  46],[200.73756432  48.26243568] ; [269.26243568  64.73756432],1
d1,1,0.000232,13.553722,[132 119] ; [227 109],[153.5076661  97.4923339] ; [205.4923339 130.5076661],1
r3,1,0.0004,12.533078,[228  21] ; [327   7],[237.04116638  11.95883362] ; [317.95883362  16.04116638],1
s7,1,0.001088,10.67219,[ 86 152] ; [161 161],[104.975 133.025] ; [142.025 179.975],0
d3,1,0.001123,10.612769,[177  72] ; [277  59],[193.24102564  55.75897436] ; [260.75897436  75.24102564],0
s8,1,0.004507,8.067207,[ 81 170] ; [146 187],[ 97.56335616 153.43664384] ; [129.43664384 203.56335616],0
n6,1,0.005355,7.755339,[193  58] ; [285  47],[205.7941681  45.2058319] ; [272.2058319  59.7941681],0
d2,1,0.006609,7.376245,[103 147] ; [176 159],[119.23076923 130.76923077] ; [159.76923077 175.23076923],0
p11,1,0.008815,6.859844,[175  76] ; [266  70],[188.57069847  62.42930153] ; [252.42930153  83.57069847],0
u1,1,0.00888,6.846716,[ 41 210] ; [ 85 251],[ 53.87734242 197.12265758] ; [ 72.12265758 263.87734242],0
p10,1,0.009439,6.737754,[181  67] ; [273  60],[193.79001721  54.20998279] ; [260.20998279  72.79001721],0
p9,1,0.011553,6.37815,[190  57] ; [281  49],[201.62391681  45.37608319] ; [269.37608319  60.62391681],0
p12,1,0.019755,5.433433,[  7 243] ; [ 24 311],[ 13.24786325 236.75213675] ; [ 17.75213675 317.24786325],0
p3,1,0.020276,5.387932,[ 99 151] ; [165 170],[112.82051282 137.17948718] ; [151.17948718 183.82051282],0
s6,1,0.021076,5.320482,[147 103] ; [224 105],[160.18998273  89.81001727] ; [210.81001727 118.18998273],0
