Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,61.888199,[207  53] ; [49 76],[172.88311688  87.11688312] ; [83.11688312 41.88311688],1
n6,1,1e-06,25.208029,[213  46] ; [73 52],[192.90104167  66.09895833] ; [93.09895833 31.90104167],1
p10,1,2e-06,23.143315,[199  58] ; [66 58],[178.75328084  78.24671916] ; [86.24671916 37.75328084],1
p9,1,6.7e-05,15.884699,[206  51] ; [75 48],[190.04473684  66.95526316] ; [90.95526316 32.04473684],1
s6,1,0.003851,8.352615,[157 101] ; [55 67],[143.93684211 114.06315789] ; [68.06315789 53.93684211],0
s7,1,0.014863,5.93264,[102 146] ; [34 87],[ 91.40379404 156.59620596] ; [44.59620596 76.40379404],0
n1,1,0.026268,4.938268,[32 37] ; [ 9 28],[26.68867925 42.31132075] ; [14.31132075 22.68867925],0
a8,1,0.03284,4.554118,[ 38 206] ; [  9 110],[ 31.5922865 212.4077135] ; [ 15.4077135 103.5922865],0
a5,1,0.040773,4.185439,[148 113] ; [57 68],[138.61398964 122.38601036] ; [66.38601036 58.61398964],0
v3,1,0.041053,4.173816,[ 84 174] ; [27 94],[ 75.56200528 182.43799472] ; [35.43799472 85.56200528],0
v1,1,0.052423,3.76222,[124 130] ; [47 76],[115.20954907 138.79045093] ; [55.79045093 67.20954907],0
p4,1,0.065211,3.399638,[122 139] ; [46 79],[113.59585492 147.40414508] ; [54.40414508 70.59585492],0
v2,1,0.075818,3.152335,[116 131] ; [45 76],[108.0625 138.9375] ; [52.9375 68.0625],0
s8,1,0.080149,3.061879,[ 86 175] ; [30 94],[ 78.63896104 182.36103896] ; [37.36103896 86.63896104],0
d2,1,0.091502,2.84774,[ 44 216] ; [ 13 112],[ 38.49350649 221.50649351] ; [ 18.50649351 106.49350649],0
d4,1,0.104287,2.638733,[140 121] ; [78 47],[147.40414508 113.59585492] ; [70.59585492 54.40414508],0
d3,1,0.105769,2.616332,[ 95 165] ; [56 68],[102.23958333 157.76041667] ; [48.76041667 75.23958333],0
p11,1,0.106713,2.602235,[192  69] ; [82 43],[185.26943005  75.73056995] ; [88.73056995 36.26943005],0
b3,1,0.121672,2.395671,[52 92] ; [17 50],[47.09004739 96.90995261] ; [21.90995261 45.09004739],0
b2,1,0.121672,2.395671,[52 92] ; [17 50],[47.09004739 96.90995261] ; [21.90995261 45.09004739],0
p8,1,0.137842,2.201887,[113 144] ; [45 80],[106.29842932 150.70157068] ; [51.70157068 73.29842932],0
