Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,192.032353,[  6 126] ; [427 182],[77.13360324 54.86639676] ; [355.86639676 253.13360324],1
d3,1,0.0,128.622563,[37 94] ; [478 131],[91.16891892 39.83108108] ; [423.83108108 185.16891892],1
d5,1,0.0,101.478281,[67 64] ; [539  70],[107.27837838  23.72162162] ; [498.72162162 110.27837838],1
d2,1,0.0,36.862399,[ 32 100] ; [324 283],[63.58863329 68.41136671] ; [292.41136671 314.58863329],1
a5,1,0.0,29.297936,[72 60] ; [472 137],[96.90688259 35.09311741] ; [447.09311741 161.90688259],1
a4,1,0.0,26.458927,[32 98] ; [300 308],[58.48238482 71.51761518] ; [273.51761518 334.48238482],1
a3,1,0.0,25.886233,[68 63] ; [451 156],[92.12601626 38.87398374] ; [426.87398374 180.12601626],1
u1,1,1e-06,23.975758,[  4 128] ; [128 481],[ 23.51417004 108.48582996] ; [108.48582996 500.51417004],1
a2,1,1.5e-05,18.764013,[ 13 119] ; [169 440],[32.42105263 99.57894737] ; [149.57894737 459.42105263],1
r1,1,0.000634,11.672005,[98 32] ; [529  78],[110.59701493  19.40298507] ; [516.40298507  90.59701493],1
s5,1,0.001291,10.355023,[ 24 104] ; [195 392],[39.20559441 88.79440559] ; [179.79440559 407.20559441],0
s2,1,0.003121,8.735494,[49 80] ; [316 288],[64.23601637 64.76398363] ; [300.76398363 303.23601637],0
v2,1,0.003231,8.672152,[55 68] ; [348 240],[69.71729958 53.28270042] ; [333.28270042 254.71729958],0
b2,1,0.0033,8.63378,[17 62] ; [139 217],[28.33103448 50.66896552] ; [127.66896552 228.33103448],0
b3,1,0.0033,8.63378,[17 62] ; [139 217],[28.33103448 50.66896552] ; [127.66896552 228.33103448],0
u2,1,0.007392,7.175051,[27 37] ; [96 59],[35.94520548 28.05479452] ; [87.05479452 67.94520548],0
a7,1,0.009743,6.681218,[85 46] ; [461 147],[96.78755074 34.21244926] ; [449.21244926 158.78755074],0
b4,1,0.018091,5.587331,[65 67] ; [368 241],[77.13360324 54.86639676] ; [355.86639676 253.13360324],0
p6,1,0.020313,5.384771,[33 98] ; [214 384],[44.38545953 86.61454047] ; [202.61454047 395.38545953],0
s6,1,0.021298,5.302257,[74 55] ; [407 192],[85.23214286 43.76785714] ; [395.76785714 203.23214286],0
a6,1,0.025883,4.963819,[81 51] ; [433 175],[91.68648649 40.31351351] ; [422.31351351 185.68648649],0
p2,1,0.026796,4.903914,[100  32] ; [509  98],[108.77943166  23.22056834] ; [500.22056834 106.77943166],0
p9,1,0.036097,4.392495,[101  30] ; [507  92],[109.10684932  21.89315068] ; [498.89315068 100.10684932],0
p1,1,0.048068,3.907608,[ 13 119] ; [ 32 572],[  8.07065217 123.92934783] ; [ 36.92934783 567.07065217],0
n3,1,0.051008,3.808001,[29  3] ; [97 33],[24.88888889  7.11111111] ; [101.11111111  28.88888889],0
p10,1,0.054636,3.693149,[95 34] ; [490 114],[102.95361528  26.04638472] ; [482.04638472 121.95361528],0
n2,1,0.064543,3.416619,[30  4] ; [95 35],[25.91463415  8.08536585] ; [99.08536585 30.91463415],0
