Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,192.032353,[  6 126] ; [427 182],[77.13360324 54.86639676] ; [355.86639676 253.13360324],1
a1,1,0.075682,3.155267,[  1 131] ; [ 23 586],[  4.27530364 127.72469636] ; [ 19.72469636 589.27530364],0
p4,1,0.076491,3.137918,[65 67] ; [349 256],[74.14925373 57.85074627] ; [339.85074627 265.14925373],0
s7,1,0.112185,2.523171,[49 76] ; [274 309],[57.02683616 67.97316384] ; [265.97316384 317.02683616],0
p8,1,0.134563,2.23906,[57 73] ; [306 293],[64.73251029 65.26748971] ; [298.26748971 300.73251029],0
n4,1,0.134635,2.238227,[92 39] ; [464 143],[98.69376694 32.30623306] ; [457.30623306 149.69376694],0
s8,1,0.149732,2.074977,[49 83] ; [266 339],[56.41791045 75.58208955] ; [258.58208955 346.41791045],0
u3,1,0.154405,2.028181,[34 30] ; [99 57],[38.69090909 25.30909091] ; [94.30909091 61.69090909],0
r3,1,0.220271,1.502606,[128   4] ; [598   9],[129.67794317   2.32205683] ; [596.32205683  10.67794317],0
r2,1,0.222487,1.488256,[128   4] ; [596   9],[129.67164179   2.32835821] ; [594.32835821  10.67164179],0
v3,1,0.249569,1.325714,[43 86] ; [226 357],[48.73735955 80.26264045] ; [220.26264045 362.73735955],0
v1,1,0.263332,1.251153,[61 67] ; [317 280],[66.73655172 61.26344828] ; [311.26344828 285.73655172],0
u4,1,0.292117,1.109838,[  1 131] ; [ 13 596],[  2.49392713 129.50607287] ; [ 11.50607287 597.49392713],0
p11,1,0.293928,1.101543,[99 33] ; [482 127],[103.49797571  28.50202429] ; [477.50202429 131.49797571],0
p7,1,0.326385,0.963188,[76 54] ; [374 219],[80.91286307 49.08713693] ; [369.08713693 223.91286307],0
s1,1,0.378695,0.774935,[  5 123] ; [ 15 584],[  3.5213205 124.4786795] ; [ 16.4786795 582.5213205],0
a8,1,0.418564,0.654342,[ 14 106] ; [ 80 472],[ 16.78571429 103.21428571] ; [ 77.21428571 474.78571429],0
s3,1,0.464496,0.535038,[68 61] ; [338 263],[71.74520548 57.25479452] ; [334.25479452 266.74520548],0
n6,1,0.478185,0.503,[108  24] ; [511  95],[110.71544715  21.28455285] ; [508.28455285  97.71544715],0
p12,1,0.522996,0.407981,[  6 126] ; [ 36 567],[  7.54285714 124.45714286] ; [ 34.45714286 568.54285714],0
p3,1,0.552825,0.352281,[58 73] ; [287 322],[61.07432432 69.92567568] ; [283.92567568 325.07432432],0
s4,1,0.595229,0.282251,[ 25 106] ; [103 498],[ 22.90710383 108.09289617] ; [105.09289617 495.90710383],0
v4,1,0.748185,0.103062,[128   3] ; [592  17],[127.45945946   3.54054054] ; [592.54054054  16.45945946],0
n1,1,0.881831,0.022096,[13 20] ; [49 80],[12.62962963 20.37037037] ; [49.37037037 79.62962963],0
n5,1,0.881869,0.022082,[94 37] ; [438 167],[94.69021739 36.30978261] ; [437.30978261 167.69021739],0
b5,1,0.924526,0.008974,[82 50] ; [381 228],[82.47773279 49.52226721] ; [380.52226721 228.47773279],0
b1,1,0.941545,0.005377,[49 83] ; [224 385],[48.63157895 83.36842105] ; [224.36842105 384.63157895],0
