Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.000219,13.661134,[27  4] ; [ 8 13],[20.86538462 10.13461538] ; [14.13461538  6.86538462],1
p11,1,0.009239,6.776058,[23  8] ; [ 8 13],[18.48076923 12.51923077] ; [12.51923077  8.48076923],0
r3,1,0.036435,4.376633,[24  6] ; [11 10],[20.58823529  9.41176471] ; [14.41176471  6.58823529],0
s6,1,0.042654,4.10907,[22  9] ; [ 9 12],[18.48076923 12.51923077] ; [12.51923077  8.48076923],0
s8,1,0.052118,3.771975,[14 17] ; [ 4 17],[10.73076923 20.26923077] ; [ 7.26923077 13.73076923],0
a1,1,0.057571,3.606027,[ 1 30] ; [ 4 17],[ 2.98076923 28.01923077] ; [ 2.01923077 18.98076923],0
p2,1,0.058945,3.566815,[24  7] ; [11 10],[20.86538462 10.13461538] ; [14.13461538  6.86538462],0
s7,1,0.090498,2.865497,[20 10] ; [ 8 11],[17.14285714 12.85714286] ; [10.85714286  8.14285714],0
u3,1,0.093533,2.8125,[7 5] ; [1 5],[5.33333333 6.66666667] ; [2.66666667 3.33333333],0
b4,1,0.100462,2.69819,[19 12] ; [ 8 13],[16.09615385 14.90384615] ; [10.90384615 10.09615385],0
d2,1,0.100462,2.69819,[12 19] ; [13  8],[14.90384615 16.09615385] ; [10.09615385 10.90384615],0
s2,1,0.104745,2.631768,[23  8] ; [11 10],[20.26923077 10.73076923] ; [13.73076923  7.26923077],0
n2,1,0.109504,2.561364,[9 2] ; [6 6],[7.17391304 3.82608696] ; [7.82608696 4.17391304],0
r2,1,0.147299,2.1,[21  7] ; [11  9],[18.66666667  9.33333333] ; [13.33333333  6.66666667],0
b5,1,0.153025,2.041836,[16 15] ; [15  6],[18.48076923 12.51923077] ; [12.51923077  8.48076923],0
b3,1,0.20655,1.595442,[ 7 14] ; [ 2 12],[ 5.4 15.6] ; [ 3.6 10.4],0
b2,1,0.20655,1.595442,[ 7 14] ; [ 2 12],[ 5.4 15.6] ; [ 3.6 10.4],0
v4,1,0.260561,1.265773,[21  8] ; [12  9],[19.14  9.86] ; [13.86  7.14],0
a4,1,0.26392,1.24808,[10 21] ; [10 11],[11.92307692 19.07692308] ; [ 8.07692308 12.92307692],0
p7,1,0.270822,1.212581,[17 12] ; [ 9 12],[15.08 13.92] ; [10.92 10.08],0
a3,1,0.310576,1.028226,[19 12] ; [15  5],[20.66666667 10.33333333] ; [13.33333333  6.66666667],0
u1,1,0.339207,0.913425,[ 1 30] ; [ 2 19],[ 1.78846154 29.21153846] ; [ 1.21153846 19.78846154],0
p1,1,0.339207,0.913425,[ 1 30] ; [ 2 19],[ 1.78846154 29.21153846] ; [ 1.21153846 19.78846154],0
d5,1,0.346149,0.887523,[23  8] ; [13  8],[21.46153846  9.53846154] ; [14.53846154  6.46153846],0
b1,1,0.396507,0.718894,[14 17] ; [12  9],[15.5 15.5] ; [10.5 10.5],0
a7,1,0.396507,0.718894,[17 14] ; [ 9 12],[15.5 15.5] ; [10.5 10.5],0
v2,1,0.412878,0.670498,[13 16] ; [ 7 14],[11.6 17.4] ; [ 8.4 12.6],0
v3,1,0.456454,0.554575,[ 7 24] ; [ 3 18],[ 5.96153846 25.03846154] ; [ 4.03846154 16.96153846],0
a5,1,0.463436,0.537584,[16 15] ; [13  8],[17.28846154 13.71153846] ; [11.71153846  9.28846154],0
n5,1,0.488729,0.479323,[20 10] ; [12  9],[18.82352941 11.17647059] ; [13.17647059  7.82352941],0
s5,1,0.489436,0.477767,[ 9 21] ; [ 4 15],[ 7.95918367 22.04081633] ; [ 5.04081633 13.95918367],0
d3,1,0.523429,0.407131,[19 12] ; [11 10],[17.88461538 13.11538462] ; [12.11538462  8.88461538],0
p3,1,0.525127,0.403812,[12 19] ; [ 6 14],[10.94117647 20.05882353] ; [ 7.05882353 12.94117647],0
v1,1,0.534861,0.385147,[10 20] ; [ 8 11],[11.02040816 18.97959184] ; [ 6.97959184 12.02040816],0
a8,1,0.544111,0.367974,[ 3 28] ; [ 1 19],[ 2.43137255 28.56862745] ; [ 1.56862745 18.43137255],0
u2,1,0.585106,0.298052,[7 4] ; [3 3],[6.47058824 4.52941176] ; [3.52941176 2.47058824],0
n4,1,0.59179,0.287558,[20 11] ; [12  9],[19.07692308 11.92307692] ; [12.92307692  8.07692308],0
a6,1,0.59179,0.287558,[20 11] ; [12  9],[19.07692308 11.92307692] ; [12.92307692  8.07692308],0
r1,1,0.602093,0.271851,[11 20] ; [ 6 15],[10.13461538 20.86538462] ; [ 6.86538462 14.13461538],0
n6,1,0.687865,0.161407,[16 14] ; [10 11],[15.29411765 14.70588235] ; [10.70588235 10.29411765],0
d1,1,0.694696,0.154049,[15 16] ; [ 9 12],[14.30769231 16.69230769] ; [ 9.69230769 11.30769231],0
p8,1,0.699676,0.14881,[ 9 21] ; [ 5 15],[ 8.4 21.6] ; [ 5.6 14.4],0
p6,1,0.743183,0.107348,[ 8 23] ; [ 6 14],[ 8.50980392 22.49019608] ; [ 5.49019608 14.50980392],0
d4,1,0.759535,0.093692,[24  7] ; [17  4],[24.44230769  6.55769231] ; [16.55769231  4.44230769],0
p12,1,0.777464,0.079877,[ 1 30] ; [ 1 20],[ 1.19230769 29.80769231] ; [ 0.80769231 20.19230769],0
s4,1,0.825435,0.048647,[ 8 23] ; [ 6 15],[ 8.34615385 22.65384615] ; [ 5.65384615 15.34615385],0
n1,1,0.827435,0.047521,[5 6] ; [6 6],[5.26086957 5.73913043] ; [5.73913043 6.26086957],0
p4,1,0.964357,0.001997,[12 19] ; [ 8 13],[11.92307692 19.07692308] ; [ 8.07692308 12.92307692],0
a2,1,0.985291,0.00034,[ 3 28] ; [ 2 19],[ 2.98076923 28.01923077] ; [ 2.01923077 18.98076923],0
n3,1,1.0,0.0,[5 5] ; [6 6],[5. 5.] ; [6. 6.],0
