Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,66.326348,[216  73] ; [26 67],[183.08376963 105.91623037] ; [58.91623037 34.08376963],1
p6,1,0.0,27.685079,[159 128] ; [22 70],[137.06332454 149.93667546] ; [43.93667546 48.06332454],1
p10,1,1.4e-05,18.808658,[263  25] ; [68 24],[250.86315789  37.13684211] ; [80.13684211 11.86315789],1
p2,1,0.000195,13.877237,[267  22] ; [73 20],[257.22513089  31.77486911] ; [82.77486911 10.22513089],1
p11,1,0.000625,11.700342,[246  44] ; [64 29],[234.72584856  55.27415144] ; [75.27415144 17.72584856],1
v2,1,0.000673,11.563209,[188  94] ; [42 48],[174.35483871 107.64516129] ; [55.64516129 34.35483871],1
v3,1,0.001153,10.563526,[141 140] ; [26 60],[127.86648501 153.13351499] ; [39.13351499 46.86648501],0
r4,1,0.002898,8.870821,[274  16] ; [79 14],[267.2845953  22.7154047] ; [85.7154047  7.2845953],0
a8,1,0.007273,7.204341,[ 43 216] ; [ 4 78],[ 35.69794721 223.30205279] ; [11.30205279 70.69794721],0
p9,1,0.013274,6.132235,[265  24] ; [76 16],[258.65879265  30.34120735] ; [82.34120735  9.65879265],0
d3,1,0.034489,4.470286,[225  65] ; [62 31],[217.31070496  72.68929504] ; [69.68929504 23.31070496],0
r1,1,0.041121,4.171027,[243  45] ; [69 23],[236.46315789  51.53684211] ; [75.53684211 16.46315789],0
r3,1,0.041361,4.161172,[279   8] ; [86  7],[275.67105263  11.32894737] ; [89.32894737  3.67105263],0
s5,1,0.045357,4.005333,[121 157] ; [27 59],[113.03296703 164.96703297] ; [34.96703297 51.03296703],0
a2,1,0.081612,3.032503,[ 93 197] ; [21 72],[ 86.31853786 203.68146214] ; [27.68146214 65.31853786],0
s7,1,0.089254,2.887778,[165 110] ; [40 41],[158.35674157 116.64325843] ; [46.64325843 34.35674157],0
p1,1,0.089573,2.882033,[ 28 260] ; [15 78],[ 32.50393701 255.49606299] ; [10.49606299 82.50393701],0
s1,1,0.095577,2.777834,[  8 281] ; [ 6 86],[ 10.61942257 278.38057743] ; [ 3.38057743 88.61942257],0
v1,1,0.096769,2.758,[184  99] ; [48 39],[177.44864865 105.55135135] ; [54.55135135 32.44864865],0
a6,1,0.120669,2.408617,[205  84] ; [58 35],[198.97120419  90.02879581] ; [64.02879581 28.97120419],0
n1,1,0.123192,2.376266,[15 26] ; [15 12],[18.08823529 22.91176471] ; [11.91176471 15.08823529],0
a5,1,0.128861,2.306169,[239  51] ; [70 23],[233.96866841  56.03133159] ; [75.03133159 17.96866841],0
d4,1,0.132601,2.261782,[265  25] ; [80 13],[261.22715405  28.77284595] ; [83.77284595  9.22715405],0
a1,1,0.164413,1.933166,[ 21 269] ; [ 3 90],[ 18.17232376 271.82767624] ; [ 5.82767624 87.17232376],0
n6,1,0.270026,1.216615,[256  31] ; [79 14],[253.01315789  33.98684211] ; [81.98684211 11.01315789],0
u1,1,0.271575,1.208773,[ 79 211] ; [20 73],[ 74.96083551 215.03916449] ; [24.03916449 68.96083551],0
p5,1,0.303046,1.060743,[ 55 234] ; [13 78],[ 51.71578947 237.28421053] ; [16.28421053 74.71578947],0
n5,1,0.303315,1.059563,[234  54] ; [71 22],[230.5511811  57.4488189] ; [74.4488189 18.5511811],0
b3,1,0.321556,0.982605,[ 81 113] ; [20 38],[ 77.75396825 116.24603175] ; [23.24603175 34.75396825],0
b2,1,0.321556,0.982605,[ 81 113] ; [20 38],[ 77.75396825 116.24603175] ; [23.24603175 34.75396825],0
n2,1,0.335869,0.926134,[33  8] ; [19  8],[31.35294118  9.64705882] ; [20.64705882  6.35294118],0
b4,1,0.357276,0.847446,[162 128] ; [57 36],[165.82245431 124.17754569] ; [53.17754569 39.82245431],0
u2,1,0.364023,0.823968,[36 25] ; [10 11],[34.2195122 26.7804878] ; [11.7804878  9.2195122],0
s4,1,0.369963,0.80379,[ 56 230] ; [14 77],[ 53.10344828 232.89655172] ; [16.89655172 74.10344828],0
s2,1,0.372554,0.795129,[155 132] ; [54 37],[158.68518519 128.31481481] ; [50.31481481 40.68518519],0
v4,1,0.411683,0.673934,[278  10] ; [88  5],[276.66141732  11.33858268] ; [89.33858268  3.66141732],0
u3,1,0.454582,0.559202,[39 22] ; [16  6],[40.42168675 20.57831325] ; [14.57831325  7.42168675],0
