Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,112.799499,[ 5 84] ; [242 113],[49.51126126 39.48873874] ; [197.48873874 157.51126126],1
d4,1,0.0,74.450109,[41 48] ; [310  44],[70.51693002 18.48306998] ; [280.48306998  73.51693002],1
a5,1,0.0,32.936466,[45 44] ; [285  70],[66.14864865 22.85135135] ; [263.85135135  91.14864865],1
d3,1,0.0,32.049543,[34 55] ; [250 105],[56.92792793 32.07207207] ; [227.07207207 127.92792793],1
d2,1,0.0,28.250687,[22 67] ; [198 154],[44.39909297 44.60090703] ; [175.60090703 176.39909297],1
a3,1,0.0,25.974745,[42 45] ; [270  85],[61.41176471 25.58823529] ; [250.58823529 104.41176471],1
a4,1,2e-06,23.1433,[20 68] ; [181 172],[40.10884354 47.89115646] ; [160.89115646 192.10884354],1
r4,1,2.1e-05,18.109022,[63 26] ; [315  40],[75.77027027 13.22972973] ; [302.22972973  52.77027027],1
a7,1,2.4e-05,17.868792,[45 44] ; [261  93],[61.47629797 27.52370203] ; [244.52370203 109.47629797],1
r3,1,3.2e-05,17.275406,[70 18] ; [331  22],[80.01814059  7.98185941] ; [320.98185941  32.01814059],1
a2,1,3.9e-05,16.920006,[ 6 83] ; [ 97 258],[20.6463964 68.3536036] ; [ 82.3536036 272.6463964],1
r1,1,0.00016,14.248851,[57 32] ; [290  62],[70.02947846 18.97052154] ; [276.97052154  75.02947846],1
p2,1,0.000187,13.952818,[55 34] ; [285  69],[68.30699774 20.69300226] ; [271.69300226  82.30699774],1
u1,1,0.000199,13.842307,[ 3 86] ; [ 70 285],[14.63288288 74.36711712] ; [ 58.36711712 296.63288288],1
r2,1,0.000293,13.11254,[73 15] ; [329  19],[81.13761468  6.86238532] ; [320.86238532  27.13761468],1
v2,1,0.000632,11.680164,[30 53] ; [195 147],[43.94117647 39.05882353] ; [181.05882353 160.94117647],1
p7,1,0.000768,11.316604,[30 58] ; [189 160],[44.1006865 43.8993135] ; [174.8993135 174.1006865],1
a6,1,0.003367,8.597031,[49 40] ; [253 102],[60.53603604 28.46396396] ; [241.46396396 113.53603604],0
s8,1,0.006221,7.485064,[22 66] ; [144 209],[33.12471655 54.87528345] ; [132.87528345 220.12471655],0
p4,1,0.007024,7.26675,[31 57] ; [181 172],[42.30385488 45.69614512] ; [169.69614512 183.30385488],0
n6,1,0.014348,5.994867,[66 22] ; [302  50],[73.6 14.4] ; [294.4  57.6],0
