Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,31.982557,[69  9] ; [ 8 17],[58.31067961 19.68932039] ; [18.68932039  6.31067961],1
d1,1,0.242622,1.365292,[32 46] ; [ 7 18],[29.53398058 48.46601942] ; [ 9.46601942 15.53398058],0
d5,1,0.254929,1.29609,[59 19] ; [16  9],[56.7961165 21.2038835] ; [18.2038835  6.7961165],0
n1,1,0.313267,1.016852,[8 7] ; [1 3],[7.10526316 7.89473684] ; [1.89473684 2.10526316],0
p11,1,0.316265,1.004328,[58 20] ; [16  9],[56.03883495 21.96116505] ; [17.96116505  7.03883495],0
p7,1,0.334262,0.932316,[57 20] ; [16  9],[55.10784314 21.89215686] ; [17.89215686  7.10784314],0
d3,1,0.335694,0.926808,[46 32] ; [12 13],[43.9223301 34.0776699] ; [14.0776699 10.9223301],0
r1,1,0.346873,0.884862,[54 23] ; [15 10],[52.08823529 24.91176471] ; [16.91176471  8.08823529],0
p8,1,0.46632,0.530682,[47 31] ; [13 12],[45.4368932 32.5631068] ; [14.5631068 10.4368932],0
p12,1,0.523255,0.407473,[ 6 72] ; [ 1 24],[ 5.30097087 72.69902913] ; [ 1.69902913 23.30097087],0
s7,1,0.639747,0.219073,[34 39] ; [ 9 13],[33.04210526 39.95789474] ; [ 9.95789474 12.04210526],0
s2,1,0.652738,0.202466,[33 44] ; [12 13],[33.97058824 43.02941176] ; [11.02941176 13.97058824],0
s5,1,0.694188,0.154589,[21 51] ; [ 6 18],[20.25 51.75] ; [ 6.75 17.25],0
d4,1,0.703269,0.145094,[53 25] ; [18  7],[53.76699029 24.23300971] ; [17.23300971  7.76699029],0
b4,1,0.706271,0.14203,[47 31] ; [14 11],[46.19417476 31.80582524] ; [14.80582524 10.19417476],0
a1,1,0.71024,0.138038,[ 2 76] ; [ 1 24],[ 2.27184466 75.72815534] ; [ 0.72815534 24.27184466],0
r2,1,0.727015,0.12187,[69  8] ; [23  2],[69.45098039  7.54901961] ; [22.54901961  2.45098039],0
a6,1,0.764413,0.089815,[41 37] ; [14 11],[41.65048544 36.34951456] ; [13.34951456 11.65048544],0
r3,1,0.79574,0.067011,[72  5] ; [23  2],[71.71568627  5.28431373] ; [23.28431373  1.71568627],0
u1,1,0.819323,0.052174,[ 4 74] ; [ 1 24],[ 3.78640777 74.21359223] ; [ 1.21359223 23.78640777],0
p1,1,0.823322,0.049852,[14 64] ; [ 4 21],[13.63106796 64.36893204] ; [ 4.36893204 20.63106796],0
s8,1,0.82524,0.048757,[30 48] ; [ 9 16],[29.53398058 48.46601942] ; [ 9.46601942 15.53398058],0
n3,1,0.827472,0.0475,[12  3] ; [3 1],[11.84210526  3.15789474] ; [3.15789474 0.84210526],0
b5,1,0.881668,0.022158,[45 33] ; [14 11],[44.67961165 33.32038835] ; [14.32038835 10.67961165],0
a3,1,0.920149,0.010049,[33 44] ; [11 14],[33.21568627 43.78431373] ; [10.78431373 14.21568627],0
b1,1,0.927642,0.008247,[32 46] ; [10 15],[31.80582524 46.19417476] ; [10.19417476 14.80582524],0
p2,1,0.941074,0.005464,[66 12] ; [21  4],[65.88349515 12.11650485] ; [21.11650485  3.88349515],0
s4,1,0.954672,0.003231,[15 62] ; [ 5 20],[15.09803922 61.90196078] ; [ 4.90196078 20.09803922],0
s3,1,0.959611,0.002565,[43 33] ; [14 11],[42.89108911 33.10891089] ; [14.10891089 10.89108911],0
s6,1,0.96537,0.001885,[52 25] ; [17  8],[52.08823529 24.91176471] ; [16.91176471  8.08823529],0
v4,1,0.972361,0.0012,[75  3] ; [24  1],[74.97087379  3.02912621] ; [24.02912621  0.97087379],0
