Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1.3e-05,18.944074,[117  56] ; [47 66],[99.2027972 73.7972028] ; [64.7972028 48.2027972],1
s2,1,2.7e-05,17.613723,[142  31] ; [68 46],[126.58536585  46.41463415] ; [83.41463415 30.58536585],1
d4,1,0.000724,11.426982,[159  14] ; [88 25],[149.40909091  23.59090909] ; [97.59090909 15.40909091],1
v3,1,0.001996,9.553629,[89 84] ; [36 74],[76.41342756 96.58657244] ; [48.58657244 61.41342756],0
v2,1,0.001997,9.552087,[114  57] ; [54 58],[101.51236749  69.48763251] ; [66.48763251 45.51236749],0
p8,1,0.00361,8.470504,[113  58] ; [54 57],[101.26595745  69.73404255] ; [65.73404255 45.26595745],0
n5,1,0.004296,8.154173,[145  27] ; [80 34],[135.31468531  36.68531469] ; [89.68531469 24.31468531],0
a3,1,0.005083,7.849624,[145  29] ; [79 35],[135.33333333  38.66666667] ; [88.66666667 25.33333333],0
d1,1,0.008551,6.914286,[126  49] ; [65 49],[115.65743945  59.34256055] ; [75.34256055 38.65743945],0
n4,1,0.0089,6.842804,[144  29] ; [80 34],[135.02439024  37.97560976] ; [88.97560976 25.02439024],0
d5,1,0.011777,6.344206,[154  19] ; [89 25],[146.47735192  26.52264808] ; [96.52264808 17.47735192],0
v4,1,0.016573,5.741036,[172   2] ; [106   7],[168.54355401   5.45644599] ; [109.45644599   3.54355401],0
p6,1,0.020051,5.407426,[89 80] ; [44 70],[79.42402827 89.57597173] ; [53.57597173 60.42402827],0
p10,1,0.020801,5.343379,[156  16] ; [91 21],[149.5915493  22.4084507] ; [97.4084507 14.5915493],0
p9,1,0.021122,5.316705,[159  13] ; [92 18],[153.09219858  18.90780142] ; [97.90780142 12.09219858],0
p7,1,0.024366,5.068359,[130  39] ; [71 39],[121.75268817  47.24731183] ; [79.24731183 30.75268817],0
b5,1,0.03484,4.453019,[102  73] ; [52 62],[93.25259516 81.74740484] ; [60.74740484 53.25259516],0
n2,1,0.034989,4.445714,[32  2] ; [25  8],[28.92537313  5.07462687] ; [28.07462687  4.92537313],0
s3,1,0.03616,4.389556,[128  42] ; [72 41],[120.14134276  49.85865724] ; [79.85865724 33.14134276],0
p5,1,0.037481,4.328438,[ 42 131] ; [16 97],[ 35.08391608 137.91608392] ; [22.91608392 90.08391608],0
a5,1,0.048745,3.884121,[147  28] ; [85 29],[140.48442907  34.51557093] ; [91.51557093 22.48442907],0
r4,1,0.094374,2.798134,[169   6] ; [105   9],[165.91695502   9.08304498] ; [108.08304498   5.91695502],0
s4,1,0.107605,2.589053,[ 39 133] ; [35 77],[ 44.81690141 127.18309859] ; [29.18309859 82.81690141],0
p4,1,0.1111,2.5385,[120  51] ; [69 44],[113.79929577  57.20070423] ; [75.20070423 37.79929577],0
a8,1,0.120841,2.406383,[ 25 136] ; [ 9 92],[ 20.89312977 140.10687023] ; [13.10687023 87.89312977],0
b2,1,0.122162,2.389383,[53 56] ; [25 43],[48.03389831 60.96610169] ; [29.96610169 38.03389831],0
b3,1,0.122162,2.389383,[53 56] ; [25 43],[48.03389831 60.96610169] ; [29.96610169 38.03389831],0
p3,1,0.131182,2.278456,[106  66] ; [60 54],[99.83216783 72.16783217] ; [66.16783217 47.83216783],0
a2,1,0.134947,2.234651,[ 54 121] ; [26 88],[ 48.44290657 126.55709343] ; [31.55709343 82.44290657],0
d3,1,0.138964,2.18939,[130  44] ; [76 38],[124.45833333  49.54166667] ; [81.54166667 32.45833333],0
p11,1,0.154546,2.026796,[140  35] ; [83 31],[135.03460208  39.96539792] ; [87.96539792 26.03460208],0
p12,1,0.157635,1.99677,[ 25 148] ; [ 10 103],[ 21.17132867 151.82867133] ; [13.82867133 99.17132867],0
u1,1,0.181028,1.789168,[ 44 131] ; [21 93],[ 39.35986159 135.64013841] ; [25.64013841 88.35986159],0
s1,1,0.188944,1.725829,[  5 165] ; [  7 107],[  7.18309859 162.81690141] ; [  4.81690141 109.18309859],0
r1,1,0.18958,1.72088,[152  21] ; [93 20],[148.1993007  24.8006993] ; [96.8006993 16.1993007],0
a4,1,0.250142,1.32251,[95 80] ; [54 60],[90.22491349 84.77508651] ; [58.77508651 55.22491349],0
u3,1,0.284271,1.146559,[21  9] ; [20 15],[18.92307692 11.07692308] ; [22.07692308 12.92307692],0
p2,1,0.28475,1.144277,[149  24] ; [92 21],[145.77972028  27.22027972] ; [95.22027972 17.77972028],0
u4,1,0.369446,0.805525,[  4 171] ; [  1 113],[  3.02768166 171.97231834] ; [  1.97231834 112.02768166],0
r3,1,0.425889,0.634009,[169   6] ; [106   6],[167.68292683   7.31707317] ; [107.31707317   4.68292683],0
d2,1,0.431362,0.619153,[97 76] ; [58 55],[93.75874126 79.24125874] ; [61.24125874 51.75874126],0
p1,1,0.443571,0.587028,[ 24 150] ; [ 12 100],[ 21.9020979 152.0979021] ; [14.0979021 97.9020979],0
n1,1,0.464315,0.535474,[19 15] ; [15 17],[17.51515152 16.48484848] ; [16.48484848 15.51515152],0
n3,1,0.687537,0.161765,[24 10] ; [24  8],[24.72727273  9.27272727] ; [23.27272727  8.72727273],0
b4,1,0.690005,0.15908,[110  65] ; [69 45],[108.39100346  66.60899654] ; [70.60899654 43.39100346],0
n6,1,0.797794,0.06564,[152  18] ; [103  11],[152.64084507  17.35915493] ; [102.35915493  11.64084507],0
a1,1,0.810097,0.057744,[ 12 163] ; [  7 107],[ 11.50519031 163.49480969] ; [  7.49480969 106.50519031],0
u2,1,0.814248,0.055201,[15 15] ; [16 18],[14.53125 15.46875] ; [16.46875 17.53125],0
s6,1,0.853197,0.03424,[149  23] ; [97 14],[149.51236749  22.48763251] ; [96.48763251 14.51236749],0
a6,1,0.859394,0.031381,[109  64] ; [73 41],[109.70731707  63.29268293] ; [72.29268293 41.70731707],0
b1,1,0.875594,0.02451,[ 69 106] ; [46 68],[ 69.6366782 105.3633218] ; [45.3633218 68.6366782],0
s7,1,0.911661,0.012308,[111  57] ; [70 37],[110.57454545  57.42545455] ; [70.42545455 36.57454545],0
a7,1,0.98336,0.000435,[121  54] ; [78 35],[120.92013889  54.07986111] ; [78.07986111 34.92013889],0
