Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,27.918061,[53 62] ; [91 23],[72.31441048 42.68558952] ; [71.68558952 42.31441048],1
p7,1,1e-06,23.300536,[72 42] ; [102  11],[87.38325991 26.61674009] ; [86.61674009 26.38325991],1
p4,1,6e-06,20.638901,[67 49] ; [96 17],[82.56768559 33.43231441] ; [80.43231441 32.56768559],1
p9,1,0.000352,12.771315,[98 17] ; [112   2],[105.45851528   9.54148472] ; [104.54148472   9.45851528],1
p3,1,0.000439,12.36045,[59 59] ; [82 31],[72.02597403 45.97402597] ; [68.97402597 44.02597403],1
p10,1,0.000659,11.601609,[96 20] ; [110   4],[103.89565217  12.10434783] ; [102.10434783  11.89565217],1
p5,1,0.003612,8.469266,[19 99] ; [37 77],[28.48275862 89.51724138] ; [27.51724138 86.48275862],0
s2,1,0.010268,6.587776,[75 41] ; [91 23],[83.72173913 32.27826087] ; [82.27826087 31.72173913],0
s8,1,0.010876,6.485393,[61 55] ; [78 35],[70.41048035 45.58951965] ; [68.58951965 44.41048035],0
s7,1,0.022116,5.236615,[69 43] ; [82 26],[76.87272727 35.12727273] ; [74.12727273 33.87272727],0
n4,1,0.056591,3.634578,[104  13] ; [109   5],[107.88311688   9.11688312] ; [105.11688312   8.88311688],0
n3,1,0.084406,2.977946,[22  5] ; [13  9],[19.28571429  7.71428571] ; [15.71428571  6.28571429],0
a1,1,0.085239,2.962059,[  4 114] ; [ 10 104],[  7.12068966 110.87931034] ; [  6.87931034 107.12068966],0
v1,1,0.091824,2.842097,[68 48] ; [79 35],[74.13913043 41.86086957] ; [72.86086957 41.13913043],0
p12,1,0.097724,2.742306,[ 12 106] ; [20 93],[ 16.34632035 101.65367965] ; [15.65367965 97.34632035],0
p11,1,0.113687,2.502204,[92 26] ; [98 16],[96.63793103 21.36206897] ; [93.36206897 20.63793103],0
n6,1,0.116114,2.468968,[108  10] ; [109   4],[110.84848485   7.15151515] ; [106.15151515   6.84848485],0
n2,1,0.118,2.443668,[25  1] ; [19  4],[23.34693878  2.65306122] ; [20.65306122  2.34693878],0
d3,1,0.123555,2.371674,[79 39] ; [86 27],[84.28571429 33.71428571] ; [80.71428571 32.28571429],0
s6,1,0.129687,2.296246,[98 18] ; [102  10],[101.75438596  14.24561404] ; [98.24561404 13.75438596],0
