Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,6e-06,20.487165,[347 136] ; [22 31],[332.5130597 150.4869403] ; [36.4869403 16.5130597],1
p9,1,7e-06,20.292289,[426  54] ; [36 18],[415.28089888  64.71910112] ; [46.71910112  7.28089888],1
p10,1,8.4e-05,15.473366,[418  63] ; [36 18],[408.17570093  72.82429907] ; [45.82429907  8.17570093],1
d3,1,0.000175,14.0788,[352 130] ; [25 27],[340.28838951 141.71161049] ; [36.71161049 15.28838951],1
p8,1,0.000499,12.118331,[334 145] ; [25 29],[322.62851782 156.37148218] ; [36.37148218 17.62851782],1
p11,1,0.000792,11.260841,[404  80] ; [35 19],[394.93680297  89.06319703] ; [44.06319703  9.93680297],1
a2,1,0.001322,10.311807,[133 351] ; [ 4 50],[123.24907063 360.75092937] ; [13.75092937 40.24907063],0
s1,1,0.002562,9.096025,[ 10 468] ; [ 5 49],[ 13.47744361 464.52255639] ; [ 1.52255639 52.47744361],0
a3,1,0.004285,8.158879,[363 118] ; [31 23],[354.2317757 126.7682243] ; [39.7682243 14.2317757],0
v4,1,0.006873,7.305832,[473   8] ; [50  4],[470.21121495  10.78878505] ; [52.78878505  1.21121495],0
r1,1,0.01198,6.313835,[410  70] ; [39 15],[403.59550562  76.40449438] ; [45.40449438  8.59550562],0
n6,1,0.013993,6.039068,[426  54] ; [40 12],[420.45112782  59.54887218] ; [45.54887218  6.45112782],0
a5,1,0.018844,5.515979,[367 117] ; [33 21],[359.85130112 124.14869888] ; [40.14869888 13.85130112],0
u1,1,0.024133,5.085041,[ 97 387] ; [ 4 50],[ 90.86245353 393.13754647] ; [10.13754647 43.86245353],0
r4,1,0.030619,4.674176,[463  21] ; [48  6],[459.71003717  24.28996283] ; [51.28996283  2.71003717],0
n4,1,0.043621,4.071155,[387  95] ; [37 17],[381.28358209 100.71641791] ; [42.71641791 11.28358209],0
d4,1,0.063246,3.450157,[402  80] ; [38 14],[397.15355805  84.84644195] ; [42.84644195  9.15355805],0
p3,1,0.067351,3.346432,[300 184] ; [26 27],[293.82495345 190.17504655] ; [32.17504655 20.82495345],0
d5,1,0.069894,3.285498,[401  81] ; [38 14],[396.25093633  85.74906367] ; [42.74906367  9.25093633],0
v3,1,0.0752,3.165701,[205 265] ; [16 36],[198.98467433 271.01532567] ; [22.01532567 29.98467433],0
a7,1,0.088096,2.908834,[356 126] ; [34 20],[350.70895522 131.29104478] ; [39.29104478 14.70895522],0
n5,1,0.092615,2.828323,[378 103] ; [37 17],[373.11214953 107.88785047] ; [41.88785047 12.11214953],0
a6,1,0.098809,2.724661,[333 150] ; [30 22],[327.71775701 155.28224299] ; [35.28224299 16.71775701],0
a4,1,0.142612,2.149542,[220 262] ; [19 35],[214.92164179 267.07835821] ; [24.07835821 29.92164179],0
v1,1,0.15608,2.011805,[276 198] ; [26 28],[271.11363636 202.88636364] ; [30.88636364 23.11363636],0
