Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,48.236771,[323  62] ; [29 35],[301.82628062  83.17371938] ; [50.17371938 13.82628062],1
n5,1,0.0,46.895774,[321  65] ; [28 35],[300.0311804  85.9688196] ; [48.9688196 14.0311804],1
r4,1,8.8e-05,15.374429,[369  17] ; [53 11],[361.98222222  24.01777778] ; [60.01777778  3.98222222],1
p11,1,0.000132,14.619379,[312  74] ; [38 26],[300.22222222  85.77777778] ; [49.77777778 14.22222222],1
p8,1,0.000544,11.959519,[213 168] ; [20 42],[200.39051919 180.60948081] ; [32.60948081 29.39051919],1
p9,1,0.000841,11.149266,[343  37] ; [46 15],[335.19274376  44.80725624] ; [53.80725624  7.19274376],1
p10,1,0.000978,10.868391,[337  46] ; [44 17],[328.65540541  54.34459459] ; [52.34459459  8.65540541],1
d2,1,0.001044,10.74816,[214 171] ; [21 42],[201.953125 183.046875] ; [33.046875 29.953125],0
p2,1,0.001063,10.715294,[331  53] ; [44 19],[322.14765101  61.85234899] ; [52.85234899 10.14765101],0
p4,1,0.001685,9.864563,[261 123] ; [30 33],[249.98657718 134.01342282] ; [41.01342282 21.98657718],0
s6,1,0.001772,9.77218,[338  42] ; [47 16],[330.248307  49.751693] ; [54.751693  8.248307],0
u3,1,0.00278,8.946516,[56 32] ; [22  1],[61.83783784 26.16216216] ; [16.16216216  6.83783784],0
a4,1,0.004018,8.275745,[195 190] ; [20 44],[184.35412027 200.64587973] ; [30.64587973 33.35412027],0
p5,1,0.004321,8.143721,[ 56 325] ; [ 1 61],[ 49.02257336 331.97742664] ; [ 7.97742664 54.02257336],0
s7,1,0.005176,7.816847,[270 101] ; [33 27],[260.81902552 110.18097448] ; [42.18097448 17.81902552],0
s8,1,0.005754,7.625721,[250 135] ; [30 34],[240.08908686 144.91091314] ; [39.91091314 24.08908686],0
u1,1,0.007602,7.124931,[ 94 292] ; [ 6 58],[ 85.77777778 300.22222222] ; [14.22222222 49.77777778],0
s5,1,0.007908,7.054175,[187 181] ; [19 40],[177.53629977 190.46370023] ; [28.46370023 30.53629977],0
