Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.00127,10.385888,[55 45] ; [38  8],[63.69863014 36.30136986] ; [29.30136986 16.69863014],0
v2,1,0.005144,7.827997,[36 61] ; [28 17],[43.71830986 53.28169014] ; [20.28169014 24.71830986],0
p5,1,0.005259,7.788027,[ 1 99] ; [ 5 41],[ 4.10958904 95.89041096] ; [ 1.89041096 44.10958904],0
v1,1,0.007035,7.263953,[31 69] ; [25 21],[38.35616438 61.64383562] ; [17.64383562 28.35616438],0
a8,1,0.058468,3.580317,[ 6 86] ; [ 7 34],[ 8.9924812 83.0075188] ; [ 4.0075188 36.9924812],0
s7,1,0.058572,3.57736,[26 69] ; [18 23],[30.73529412 64.26470588] ; [13.26470588 27.73529412],0
s6,1,0.062116,3.479964,[45 54] ; [28 17],[50.1875 48.8125] ; [22.8125 22.1875],0
p6,1,0.069454,3.295882,[27 71] ; [ 6 38],[22.77464789 75.22535211] ; [10.22535211 33.77464789],0
r4,1,0.086888,2.9311,[80 20] ; [42  4],[83.56164384 16.43835616] ; [38.43835616  7.56164384],0
s8,1,0.119471,2.424242,[21 78] ; [15 30],[24.75 74.25] ; [11.25 33.75],0
r2,1,0.144626,2.128033,[88 12] ; [44  2],[90.4109589  9.5890411] ; [41.5890411  4.4109589],0
b5,1,0.157459,1.998458,[55 45] ; [31 15],[58.90410959 41.09589041] ; [27.09589041 18.90410959],0
s2,1,0.166005,1.918658,[33 66] ; [20 24],[36.69230769 62.30769231] ; [16.30769231 27.69230769],0
n2,1,0.208209,1.583838,[23 13] ; [10  2],[24.75 11.25] ; [8.25 3.75],0
n6,1,0.220137,1.503478,[66 34] ; [35 11],[69.17808219 30.82191781] ; [31.82191781 14.17808219],0
b4,1,0.221005,1.497833,[59 41] ; [32 14],[62.32876712 37.67123288] ; [28.67123288 17.32876712],0
n5,1,0.221288,1.496,[50 50] ; [28 18],[53.42465753 46.57534247] ; [24.57534247 21.42465753],0
p10,1,0.255183,1.294705,[24 75] ; [15 30],[26.8125 72.1875] ; [12.1875 32.8125],0
p3,1,0.255685,1.291974,[31 67] ; [19 27],[34.02777778 63.97222222] ; [15.97222222 30.02777778],0
