Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,50.269019,[215  22] ; [12 17],[202.2518797  34.7481203] ; [24.7481203  4.2518797],1
p10,1,0.0,36.416753,[219  16] ; [17 13],[209.28301887  25.71698113] ; [26.71698113  3.28301887],1
n4,1,0.000282,13.186068,[209  28] ; [19 11],[202.38202247  34.61797753] ; [25.61797753  4.38202247],1
p9,1,0.000342,12.824105,[220  16] ; [22  8],[214.70676692  21.29323308] ; [27.29323308  2.70676692],1
p4,1,0.001524,10.049654,[199  38] ; [18 12],[192.61797753  44.38202247] ; [24.38202247  5.61797753],0
p11,1,0.006433,7.424776,[204  33] ; [20 10],[198.83146067  38.16853933] ; [25.16853933  4.83146067],0
b1,1,0.00975,6.680047,[ 99 138] ; [20 10],[105.62921348 131.37078652] ; [13.37078652 16.62921348],0
d5,1,0.011885,6.32795,[211  25] ; [22  8],[206.72180451  29.27819549] ; [26.27819549  3.72180451],0
v3,1,0.016824,5.714657,[134  99] ; [ 9 18],[128.15 104.85] ; [14.85 12.15],0
s7,1,0.021746,5.26597,[138  85] ; [11 17],[132.37848606  90.62151394] ; [16.62151394 11.37848606],0
p8,1,0.023146,5.157509,[165  69] ; [15 15],[159.54545455  74.45454545] ; [20.45454545  9.54545455],0
v2,1,0.024697,5.044973,[172  61] ; [15 13],[166.93869732  66.06130268] ; [20.06130268  7.93869732],0
p7,1,0.027855,4.837025,[189  45] ; [19 11],[184.36363636  49.63636364] ; [23.63636364  6.36363636],0
d1,1,0.03984,4.224684,[163  74] ; [15 15],[158.  79.] ; [20. 10.],0
a7,1,0.047237,3.93691,[181  55] ; [18 12],[176.55639098  59.44360902] ; [22.44360902  7.55639098],0
r3,1,0.055479,3.667617,[230   7] ; [27  3],[228.12359551   8.87640449] ; [28.87640449  1.12359551],0
p5,1,0.058905,3.56794,[ 50 186] ; [ 2 28],[ 46.13533835 189.86466165] ; [ 5.86466165 24.13533835],0
u1,1,0.062673,3.465187,[ 60 177] ; [ 3 27],[ 55.92134831 181.07865169] ; [ 7.07865169 22.92134831],0
d3,1,0.0987,2.726421,[176  61] ; [18 12],[172.20224719  64.79775281] ; [21.79775281  8.20224719],0
p12,1,0.108177,2.58066,[ 32 203] ; [ 1 29],[ 29.26415094 205.73584906] ; [ 3.73584906 26.26415094],0
u2,1,0.121162,2.40223,[26 26] ; [5 1],[27.79310345 24.20689655] ; [3.20689655 2.79310345],0
r4,1,0.126429,2.335811,[223  14] ; [26  4],[221.02247191  15.97752809] ; [27.97752809  2.02247191],0
s8,1,0.142654,2.149094,[135 100] ; [13 17],[131.24528302 103.75471698] ; [16.75471698 13.24528302],0
s3,1,0.142654,2.149094,[135 100] ; [13 17],[131.24528302 103.75471698] ; [16.75471698 13.24528302],0
d2,1,0.147761,2.095215,[128 109] ; [12 18],[124.26966292 112.73033708] ; [15.73033708 14.26966292],0
s2,1,0.148128,2.09142,[134 100] ; [13 17],[130.29545455 103.70454545] ; [16.70454545 13.29545455],0
n2,1,0.155707,2.015435,[25  3] ; [4 2],[23.88235294  4.11764706] ; [5.11764706 0.88235294],0
a6,1,0.208217,1.583783,[168  68] ; [18 12],[165.02255639  70.97744361] ; [20.97744361  9.02255639],0
s6,1,0.231042,1.434433,[171  61] ; [19 11],[168.24427481  63.75572519] ; [21.75572519  8.24427481],0
r2,1,0.293639,1.102862,[228   7] ; [28  2],[227.01886792   7.98113208] ; [28.98113208  1.01886792],0
b4,1,0.298529,1.080756,[142  95] ; [15 15],[139.35955056  97.64044944] ; [17.64044944 12.35955056],0
a8,1,0.305008,1.052169,[ 32 179] ; [ 2 24],[ 30.27004219 180.72995781] ; [ 3.72995781 22.27004219],0
a5,1,0.320465,0.987046,[192  45] ; [22  8],[189.95505618  47.04494382] ; [24.04494382  5.95505618],0
p1,1,0.321906,0.981188,[ 25 211] ; [ 5 25],[ 26.61654135 209.38345865] ; [ 3.38345865 26.61654135],0
s5,1,0.339394,0.912718,[ 99 127] ; [10 19],[ 96.60392157 129.39607843] ; [12.39607843 16.60392157],0
p6,1,0.352493,0.864462,[121 111] ; [12 16],[118.67692308 113.32307692] ; [14.32307692 13.67692308],0
v4,1,0.371066,0.800093,[229   8] ; [28  2],[228.12359551   8.87640449] ; [28.87640449  1.12359551],0
b2,1,0.421561,0.645961,[68 91] ; [9 8],[69.5625 89.4375] ; [7.4375 9.5625],0
b3,1,0.421561,0.645961,[68 91] ; [9 8],[69.5625 89.4375] ; [7.4375 9.5625],0
p2,1,0.432977,0.614824,[215  21] ; [26  4],[213.81954887  22.18045113] ; [27.18045113  2.81954887],0
