Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,78.251216,[ 53 124] ; [102  23],[90.84437086 86.15562914] ; [64.15562914 60.84437086],1
p8,1,0.0,37.65041,[ 53 122] ; [82 42],[79.01337793 95.98662207] ; [55.98662207 68.01337793],1
p6,1,0.0,27.875303,[ 33 143] ; [59 66],[ 53.79401993 122.20598007] ; [38.20598007 86.79401993],1
p7,1,1e-06,23.662749,[74 99] ; [89 36],[94.62751678 78.37248322] ; [68.37248322 56.62751678],1
p5,1,4e-06,21.127379,[  5 172] ; [ 23 102],[ 16.41059603 160.58940397] ; [ 11.58940397 113.41059603],1
p9,1,0.000521,12.040372,[121  52] ; [108  16],[133.39057239  39.60942761] ; [95.60942761 28.39057239],1
n6,1,0.000621,11.711423,[142  37] ; [116   8],[152.41584158  26.58415842] ; [105.58415842  18.41584158],1
p1,1,0.000663,11.590491,[  8 170] ; [ 20 105],[ 16.44884488 161.55115512] ; [ 11.55115512 113.44884488],1
p10,1,0.001211,10.474206,[117  59] ; [104  21],[129.22259136  46.77740864] ; [91.77740864 33.22259136],0
u1,1,0.001814,9.729031,[ 18 161] ; [29 96],[ 27.67434211 151.32565789] ; [ 19.32565789 105.67434211],0
s5,1,0.001825,9.717697,[ 37 136] ; [46 75],[ 48.84013605 124.15986395] ; [34.15986395 86.84013605],0
p11,1,0.002089,9.469598,[119  60] ; [103  22],[130.71710526  48.28289474] ; [91.28289474 33.71710526],0
s6,1,0.002457,9.171994,[96 82] ; [85 34],[108.47811448  69.52188552] ; [72.52188552 46.47811448],0
s3,1,0.002526,9.121742,[83 94] ; [80 44],[95.85049834 81.14950166] ; [67.14950166 56.85049834],0
s7,1,0.002738,8.974056,[ 67 105] ; [66 50],[79.43055556 92.56944444] ; [53.56944444 62.43055556],0
r1,1,0.00601,7.547334,[119  60] ; [101  24],[129.53947368  49.46052632] ; [90.46052632 34.53947368],0
r4,1,0.00635,7.448164,[135  44] ; [110  15],[144.25986842  34.74013158] ; [100.74013158  24.25986842],0
p2,1,0.006595,7.380134,[122  56] ; [103  22],[132.17821782  45.82178218] ; [92.82178218 32.17821782],0
s2,1,0.010952,6.47317,[ 68 109] ; [66 58],[78.79734219 98.20265781] ; [55.20265781 68.79734219],0
r3,1,0.011173,6.437517,[147  31] ; [114   9],[154.34551495  23.65448505] ; [106.65448505  16.34551495],0
n4,1,0.013787,6.065252,[145  34] ; [114  11],[152.50328947  26.49671053] ; [106.49671053  18.50328947],0
s8,1,0.019155,5.487322,[ 55 124] ; [54 69],[ 64.60596026 114.39403974] ; [44.39403974 78.60596026],0
b5,1,0.031662,4.61672,[104  75] ; [57 68],[94.79934211 84.20065789] ; [66.20065789 58.79934211],0
a3,1,0.036438,4.37648,[109  69] ; [91 34],[117.49174917  60.50825083] ; [82.50825083 42.49174917],0
a5,1,0.048638,3.887805,[114  65] ; [93 32],[121.88486842  57.11513158] ; [85.11513158 39.88486842],0
r2,1,0.078203,3.101856,[152  24] ; [116   9],[156.70431894  19.29568106] ; [111.29568106  13.70431894],0
v4,1,0.088039,2.909863,[154  24] ; [115   9],[158.54966887  19.45033113] ; [110.45033113  13.54966887],0
v2,1,0.090685,2.862168,[ 57 110] ; [54 69],[ 63.92068966 103.07931034] ; [47.07931034 75.92068966],0
b2,1,0.145886,2.114747,[29 65] ; [32 45],[33.53216374 60.46783626] ; [27.46783626 49.53216374],0
b3,1,0.145886,2.114747,[29 65] ; [32 45],[33.53216374 60.46783626] ; [27.46783626 49.53216374],0
u2,1,0.234796,1.411567,[32 37] ; [20 14],[34.83495146 34.16504854] ; [17.16504854 16.83495146],0
v3,1,0.268048,1.226709,[ 46 127] ; [40 83],[ 50.26351351 122.73648649] ; [35.73648649 87.26351351],0
a2,1,0.331882,0.941539,[ 36 143] ; [31 94],[ 39.45065789 139.54934211] ; [27.54934211 97.45065789],0
d4,1,0.36519,0.819966,[127  49] ; [96 29],[130.39202658  45.60797342] ; [92.60797342 32.39202658],0
a4,1,0.382148,0.763781,[ 75 103] ; [59 66],[78.71947195 99.28052805] ; [55.28052805 69.71947195],0
n1,1,0.382203,0.763605,[29 36] ; [ 9 17],[27.14285714 37.85714286] ; [10.85714286 15.14285714],0
