Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,157.297775,[ 19 132] ; [196  59],[79.96305419 71.03694581] ; [135.03694581 119.96305419],1
d5,1,0.0,110.755284,[85 66] ; [248   6],[124.15555556  26.84444444] ; [208.84444444  45.15555556],1
d4,1,0.0,108.23854,[89 62] ; [250   4],[126.39259259  24.60740741] ; [212.60740741  41.39259259],1
d3,1,0.0,104.241554,[61 90] ; [225  30],[106.36945813  44.63054187] ; [179.63054187  75.36945813],1
a4,1,0.0,54.181966,[ 35 115] ; [157 100],[70.76167076 79.23832924] ; [121.23832924 135.76167076],1
a2,1,0.0,50.883493,[  9 142] ; [ 98 159],[ 39.6004902 111.3995098] ; [ 67.3995098 189.6004902],1
u1,1,0.0,44.624559,[  5 146] ; [ 80 177],[ 31.45833333 119.54166667] ; [ 53.54166667 203.45833333],1
a5,1,0.0,42.827061,[87 64] ; [222  35],[114.36029412  36.63970588] ; [194.63970588  62.36029412],1
a3,1,0.0,33.442587,[91 60] ; [219  37],[115.01228501  35.98771499] ; [194.98771499  61.01228501],1
s8,1,6e-06,20.454727,[68 83] ; [173  82],[89.63300493 61.36699507] ; [151.36699507 103.63300493],1
p4,1,2e-05,18.235515,[76 74] ; [183  72],[95.92592593 54.07407407] ; [163.07407407  91.92592593],1
s2,1,0.000367,12.692639,[105  46] ; [217  40],[119.17156863  31.82843137] ; [202.82843137  54.17156863],1
a7,1,0.00103,10.771973,[90 60] ; [194  63],[104.66830467  45.33169533] ; [179.33169533  77.66830467],0
s7,1,0.001506,10.070827,[85 58] ; [187  63],[98.97201018 44.02798982] ; [173.02798982  76.97201018],0
a6,1,0.003769,8.391883,[85 66] ; [179  75],[98.42962963 52.57037037] ; [165.57037037  88.42962963],0
r1,1,0.004292,8.156057,[115  35] ; [225  32],[125.30712531  24.69287469] ; [214.69287469  42.30712531],0
r2,1,0.006436,7.423876,[138  10] ; [249   4],[142.83291771   5.16708229] ; [244.16708229   8.83291771],0
p6,1,0.006733,7.342847,[50 98] ; [121 133],[62.95522388 85.04477612] ; [108.04477612 145.95522388],0
p12,1,0.00813,7.004704,[  9 139] ; [ 38 218],[ 17.21782178 130.78217822] ; [ 29.78217822 226.21782178],0
n5,1,0.011274,6.421616,[123  26] ; [234  23],[131.01724138  17.98275862] ; [225.98275862  31.01724138],0
a1,1,0.014262,6.005379,[  3 148] ; [ 20 237],[  8.5122549 142.4877451] ; [ 14.4877451 242.5122549],0
p9,1,0.0187,5.529387,[121  28] ; [230  27],[128.81527094  20.18472906] ; [222.18472906  34.81527094],0
p3,1,0.01893,5.508,[72 78] ; [153 102],[83.33333333 66.66666667] ; [141.66666667 113.33333333],0
r4,1,0.02954,4.735838,[133  18] ; [242  15],[138.78676471  12.21323529] ; [236.21323529  20.78676471],0
n6,1,0.034602,4.464726,[126  23] ; [234  22],[132.44444444  16.55555556] ; [227.55555556  28.44444444],0
s5,1,0.037774,4.315182,[50 95] ; [109 132],[59.72797927 85.27202073] ; [ 99.27202073 141.72797927],0
v3,1,0.041713,4.146825,[55 95] ; [115 129],[64.72081218 85.27918782] ; [105.27918782 138.72081218],0
p10,1,0.046962,3.946734,[118  30] ; [224  33],[124.97777778  23.02222222] ; [217.02222222  39.97777778],0
u2,1,0.061541,3.495358,[29 30] ; [26 12],[33.45360825 25.54639175] ; [21.54639175 16.45360825],0
p8,1,0.061778,3.489003,[71 78] ; [146 109],[80.03217822 68.96782178] ; [136.96782178 118.03217822],0
v2,1,0.087812,2.914027,[72 70] ; [149 101],[80.05612245 61.94387755] ; [140.94387755 109.05612245],0
s6,1,0.146877,2.104393,[117  29] ; [216  36],[122.15577889  23.84422111] ; [210.84422111  41.15577889],0
v1,1,0.215433,1.534538,[76 70] ; [145 103],[81.89340102 64.10659898] ; [139.10659898 108.89340102],0
p5,1,0.225219,1.470804,[ 18 131] ; [ 42 212],[ 22.18362283 126.81637717] ; [ 37.81637717 216.18362283],0
p1,1,0.247025,1.340049,[ 11 138] ; [ 28 229],[ 14.31280788 134.68719212] ; [ 24.68719212 232.31280788],0
n2,1,0.355494,0.85375,[26  4] ; [36 10],[24.47368421  5.52631579] ; [37.52631579  8.47368421],0
b4,1,0.395741,0.721231,[84 67] ; [154 103],[88.08333333 62.91666667] ; [149.91666667 107.08333333],0
b2,1,0.415586,0.662764,[32 60] ; [ 69 104],[35.06415094 56.93584906] ; [ 65.93584906 107.06415094],0
b3,1,0.415586,0.662764,[32 60] ; [ 69 104],[35.06415094 56.93584906] ; [ 65.93584906 107.06415094],0
u3,1,0.460441,0.544821,[35 25] ; [25 13],[36.73469388 23.26530612] ; [23.26530612 14.73469388],0
a8,1,0.476495,0.506874,[ 28 117] ; [ 39 198],[ 25.43193717 119.56806283] ; [ 41.56806283 195.43193717],0
r3,1,0.500148,0.454623,[142   8] ; [246  10],[143.34975369   6.65024631] ; [244.65024631  11.34975369],0
b5,1,0.505432,0.443512,[86 65] ; [155 102],[89.19362745 61.80637255] ; [151.80637255 105.19362745],0
p11,1,0.552734,0.352441,[121  30] ; [212  45],[123.24264706  27.75735294] ; [209.75735294  47.24264706],0
n3,1,0.592646,0.286231,[22  7] ; [33 14],[20.98684211  8.01315789] ; [34.01315789 12.98684211],0
v4,1,0.606059,0.265954,[140   8] ; [246  11],[141.05679012   6.94320988] ; [244.94320988  12.05679012],0
b1,1,0.658144,0.195786,[63 88] ; [113 144],[65.1372549 85.8627451] ; [110.8627451 146.1372549],0
s4,1,0.676954,0.173575,[ 27 123] ; [ 50 204],[ 28.58910891 121.41089109] ; [ 48.41089109 205.58910891],0
p7,1,0.70285,0.145524,[102  46] ; [167  82],[100.28211587  47.71788413] ; [168.71788413  80.28211587],0
n1,1,0.777124,0.080128,[15 15] ; [24 21],[15.6 14.4] ; [23.4 21.6],0
s1,1,0.912844,0.01198,[  8 141] ; [ 13 241],[  7.76426799 141.23573201] ; [ 13.23573201 240.76426799],0
p2,1,0.932998,0.007068,[128  21] ; [220  37],[127.71428571  21.28571429] ; [220.28571429  36.71428571],0
