Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,35.042603,[189  54] ; [34 46],[167.76780186  75.23219814] ; [55.23219814 24.76780186],1
a6,1,4e-06,21.42001,[199  44] ; [45 35],[183.56656347  59.43343653] ; [60.43343653 19.56656347],1
a2,1,0.000168,14.157616,[ 76 167] ; [ 8 72],[ 63.19504644 179.80495356] ; [20.80495356 59.19504644],1
u1,1,0.000215,13.693035,[ 48 195] ; [ 2 78],[ 37.61609907 205.38390093] ; [12.38390093 67.61609907],1
b5,1,0.000594,11.795327,[159  84] ; [35 45],[145.9504644  97.0495356] ; [48.0495356 31.9504644],1
u3,1,0.001804,9.739293,[41 24] ; [ 7 19],[34.28571429 30.71428571] ; [13.71428571 12.28571429],0
r3,1,0.009034,6.816008,[227  14] ; [68 12],[221.47975078  19.52024922] ; [73.52024922  6.47975078],0
s5,1,0.024805,5.037448,[ 51 182] ; [27 51],[ 58.43729904 174.56270096] ; [19.56270096 58.43729904],0
p4,1,0.038495,4.283003,[138 104] ; [34 44],[130.075 111.925] ; [41.925 36.075],0
r1,1,0.04735,3.932905,[196  44] ; [57 23],[189.75  50.25] ; [63.25 16.75],0
p9,1,0.051062,3.806228,[195  45] ; [56 23],[188.84012539  51.15987461] ; [62.15987461 16.84012539],0
p2,1,0.06122,3.504032,[197  45] ; [55 22],[191.17241379  50.82758621] ; [60.82758621 16.17241379],0
b1,1,0.062436,3.471459,[ 87 156] ; [38 42],[ 94.04024768 148.95975232] ; [30.95975232 49.04024768],0
p10,1,0.071214,3.25481,[190  50] ; [54 24],[184.1509434  55.8490566] ; [59.8490566 18.1509434],0
r4,1,0.078072,3.104585,[216  27] ; [65 15],[211.40247678  31.59752322] ; [69.59752322 10.40247678],0
d5,1,0.089287,2.887184,[213  30] ; [64 16],[208.39318885  34.60681115] ; [68.60681115 11.39318885],0
d1,1,0.09209,2.837448,[162  81] ; [45 35],[155.73065015  87.26934985] ; [51.26934985 28.73065015],0
v4,1,0.095939,2.771785,[225  16] ; [70 10],[221.47975078  19.52024922] ; [73.52024922  6.47975078],0
