Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1.8e-05,18.369821,[24 23] ; [14 73],[13.32835821 33.67164179] ; [24.67164179 62.32835821],1
v3,1,0.00239,9.223191,[17 30] ; [12 76],[10.0962963 36.9037037] ; [18.9037037 69.0962963],0
p10,1,0.009211,6.781533,[36 10] ; [47 38],[29.14503817 16.85496183] ; [53.85496183 31.14503817],0
p9,1,0.017565,5.639049,[40  7] ; [56 29],[34.18181818 12.81818182] ; [61.81818182 23.18181818],0
p4,1,0.038552,4.28051,[25 22] ; [31 58],[19.35294118 27.64705882] ; [36.64705882 52.35294118],0
p3,1,0.041158,4.169488,[22 25] ; [26 63],[16.58823529 30.41176471] ; [31.41176471 57.58823529],0
d4,1,0.045647,3.994563,[28 19] ; [37 52],[22.46323529 24.53676471] ; [42.53676471 46.46323529],0
a7,1,0.056012,3.651691,[30 17] ; [41 47],[24.71851852 22.28148148] ; [46.28148148 41.71851852],0
u3,1,0.064576,3.415765,[12 12] ; [15 38],[ 8.41558442 15.58441558] ; [18.58441558 34.41558442],0
r2,1,0.064594,3.415328,[37  8] ; [59 29],[32.48120301 12.51879699] ; [63.51879699 24.48120301],0
s6,1,0.074154,3.188595,[24 19] ; [35 54],[19.21969697 23.78030303] ; [39.78030303 49.21969697],0
p5,1,0.085973,2.948214,[ 6 41] ; [ 4 83],[ 3.50746269 43.49253731] ; [ 6.49253731 80.50746269],0
s1,1,0.090736,2.861271,[ 4 43] ; [ 2 87],[ 2.07352941 44.92647059] ; [ 3.92647059 85.07352941],0
s7,1,0.095349,2.78166,[17 26] ; [22 65],[12.9 30.1] ; [26.1 60.9],0
n4,1,0.110755,2.54341,[32 15] ; [48 41],[27.64705882 19.35294118] ; [52.35294118 36.64705882],0
d5,1,0.114052,2.497157,[27 20] ; [38 50],[22.62962963 24.37037037] ; [42.37037037 45.62962963],0
s2,1,0.154264,2.029574,[20 27] ; [27 62],[16.24264706 30.75735294] ; [30.75735294 58.24264706],0
s3,1,0.17228,1.862991,[23 24] ; [32 55],[19.29104478 27.70895522] ; [35.70895522 51.29104478],0
d2,1,0.193317,1.692158,[ 5 42] ; [17 71],[ 7.65925926 39.34074074] ; [14.34074074 73.65925926],0
u1,1,0.236997,1.398366,[ 2 45] ; [ 1 88],[ 1.03676471 45.96323529] ; [ 1.96323529 87.03676471],0
a3,1,0.281176,1.161397,[23 24] ; [35 54],[20.04411765 26.95588235] ; [37.95588235 51.04411765],0
a8,1,0.289172,1.123474,[ 3 41] ; [11 74],[ 4.7751938 39.2248062] ; [ 9.2248062 75.7751938],0
p1,1,0.30678,1.044487,[ 2 45] ; [ 8 80],[ 3.48148148 43.51851852] ; [ 6.51851852 81.48148148],0
s5,1,0.353809,0.859749,[10 34] ; [14 73],[ 8.0610687 35.9389313] ; [15.9389313 71.0610687],0
n1,1,0.357467,0.846774,[7 7] ; [11 20],[5.6 8.4] ; [12.4 18.6],0
a6,1,0.359818,0.838528,[22 25] ; [49 40],[24.53676471 22.46323529] ; [46.46323529 42.53676471],0
p2,1,0.371628,0.798212,[35 12] ; [59 29],[32.72592593 14.27407407] ; [61.27407407 26.72592593],0
s8,1,0.383898,0.758183,[12 35] ; [17 72],[10.02205882 36.97794118] ; [18.97794118 70.02205882],0
d3,1,0.395564,0.721769,[18 29] ; [27 60],[15.78358209 31.21641791] ; [29.21641791 57.78358209],0
a2,1,0.415941,0.661755,[ 3 44] ; [ 3 86],[ 2.07352941 44.92647059] ; [ 3.92647059 85.07352941],0
n5,1,0.442476,0.589852,[33 14] ; [56 32],[30.98518519 16.01481481] ; [58.01481481 29.98518519],0
p6,1,0.484589,0.488519,[10 36] ; [24 64],[11.67164179 34.32835821] ; [22.32835821 65.67164179],0
n2,1,0.496053,0.46337,[11  3] ; [22 10],[10.04347826  3.95652174] ; [22.95652174  9.04347826],0
n3,1,0.496053,0.46337,[11  3] ; [22 10],[10.04347826  3.95652174] ; [22.95652174  9.04347826],0
a5,1,0.51994,0.414013,[19 28] ; [31 58],[17.27941176 29.72058824] ; [32.72058824 56.27941176],0
u2,1,0.533827,0.387102,[12 11] ; [24 30],[10.75324675 12.24675325] ; [25.24675325 28.75324675],0
r4,1,0.597365,0.278988,[26 21] ; [45 44],[24.53676471 22.46323529] ; [46.46323529 42.53676471],0
b4,1,0.597365,0.278988,[26 21] ; [45 44],[24.53676471 22.46323529] ; [46.46323529 42.53676471],0
p7,1,0.602318,0.271513,[26 21] ; [43 42],[24.56818182 22.43181818] ; [44.43181818 40.56818182],0
