Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,67.951749,[98 24] ; [ 4 39],[75.41818182 46.58181818] ; [26.58181818 16.41818182],1
v4,1,0.0,30.092016,[106  15] ; [20 23],[92.96341463 28.03658537] ; [33.03658537  9.96341463],1
p2,1,1e-06,24.145108,[79 42] ; [ 9 33],[65.32515337 55.67484663] ; [22.67484663 19.32515337],1
r2,1,3.4e-05,17.181547,[110  11] ; [26 15],[101.58024691  19.41975309] ; [34.41975309  6.58024691],1
s6,1,0.000202,13.811457,[62 59] ; [ 8 35],[51.64634146 69.35365854] ; [18.35365854 24.64634146],1
a7,1,0.000276,13.223525,[88 33] ; [18 25],[78.20731707 42.79268293] ; [27.79268293 15.20731707],1
b5,1,0.000313,12.98969,[86 36] ; [17 26],[76.15757576 45.84242424] ; [26.84242424 16.15757576],1
r1,1,0.000448,12.320101,[82 39] ; [16 27],[72.30487805 48.69512195] ; [25.69512195 17.30487805],1
v2,1,0.000599,11.778505,[51 65] ; [ 6 36],[41.84810127 74.15189873] ; [15.15189873 26.84810127],1
a1,1,0.000659,11.600376,[  5 117] ; [ 9 34],[ 10.35151515 111.64848485] ; [ 3.64848485 39.35151515],1
p4,1,0.001178,10.52395,[50 69] ; [ 6 36],[41.39130435 77.60869565] ; [14.60869565 27.39130435],0
d4,1,0.00123,10.444199,[95 25] ; [23 20],[86.87116564 33.12883436] ; [31.12883436 11.87116564],0
p9,1,0.001592,9.969392,[66 51] ; [11 29],[57.38216561 59.61783439] ; [19.61783439 20.38216561],0
d3,1,0.002517,9.128121,[81 38] ; [18 25],[72.72222222 46.27777778] ; [26.27777778 16.72222222],0
s2,1,0.002564,9.094475,[44 78] ; [ 5 38],[36.23030303 85.76969697] ; [12.76969697 30.23030303],0
n6,1,0.003665,8.442638,[76 45] ; [16 27],[67.87804878 53.12195122] ; [24.12195122 18.87804878],0
p7,1,0.005646,7.660044,[59 61] ; [10 31],[51.42857143 68.57142857] ; [17.57142857 23.42857143],0
s3,1,0.006017,7.545278,[56 65] ; [ 9 32],[48.54938272 72.45061728] ; [16.45061728 24.54938272],0
