Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,103.887873,[ 53 235] ; [234 177],[118.24892704 169.75107296] ; [168.75107296 242.24892704],1
v1,1,0.0,65.355123,[104 185] ; [275 136],[156.47285714 132.52714286] ; [222.52714286 188.47285714],1
a5,1,1.2e-05,19.146527,[191 106] ; [332  88],[216.64016736  80.35983264] ; [306.35983264 113.64016736],1
d1,1,0.000396,12.549622,[149 148] ; [267 154],[172.07799443 124.92200557] ; [243.92200557 177.07799443],1
p3,1,0.00041,12.487736,[120 176] ; [224 191],[143.21237693 152.78762307] ; [200.78762307 214.21237693],1
r1,1,0.000457,12.284626,[217  78] ; [353  66],[235.50420168  59.49579832] ; [334.49579832  84.50420168],1
a3,1,0.000524,12.0298,[187 108] ; [316 103],[207.82212885  87.17787115] ; [295.17787115 123.82212885],1
p10,1,0.001406,10.198238,[212  79] ; [343  71],[229.08510638  61.91489362] ; [325.91489362  88.08510638],0
d5,1,0.00188,9.662807,[221  74] ; [354  66],[237.23776224  57.76223776] ; [337.76223776  82.23776224],0
s7,1,0.003146,8.720858,[113 170] ; [205 194],[131.95601173 151.04398827] ; [186.04398827 212.95601173],0
s8,1,0.004225,8.184567,[107 189] ; [196 222],[125.61344538 170.38655462] ; [177.38655462 240.61344538],0
p7,1,0.006488,7.409482,[166 124] ; [276 134],[183.11428571 106.88571429] ; [258.88571429 151.11428571],0
d3,1,0.008851,6.852688,[180 115] ; [295 124],[196.2535014  98.7464986] ; [278.7464986 140.2535014],0
p9,1,0.009685,6.691901,[230  64] ; [354  59],[242.85148515  51.14851485] ; [341.14851485  71.85148515],0
p11,1,0.009842,6.663358,[222  75] ; [348  73],[235.77994429  61.22005571] ; [334.22005571  86.77994429],0
p8,1,0.015844,5.82007,[137 159] ; [228 183],[152.81471004 143.18528996] ; [212.18528996 198.81471004],0
d4,1,0.018231,5.573831,[232  63] ; [358  61],[243.767507  51.232493] ; [346.232493  72.767507],0
s1,1,0.018931,5.507899,[ 16 276] ; [  9 406],[ 10.32531825 281.67468175] ; [ 14.67468175 400.32531825],0
p12,1,0.020628,5.357991,[ 15 279] ; [ 41 375],[ 23.18873239 270.81126761] ; [ 32.81126761 383.18873239],0
p4,1,0.023256,5.14927,[158 137] ; [257 157],[172.67277856 122.32722144] ; [242.32722144 171.67277856],0
a6,1,0.02355,5.127481,[185 111] ; [295 123],[198.99159664  97.00840336] ; [281.00840336 136.99159664],0
s2,1,0.02664,4.913979,[122 173] ; [208 210],[136.53576438 158.46423562] ; [193.46423562 224.53576438],0
n4,1,0.030796,4.664316,[218  78] ; [338  82],[229.8547486  66.1452514] ; [326.1452514  93.8547486],0
s6,1,0.041816,4.142629,[170 123] ; [272 143],[182.9180791 110.0819209] ; [259.0819209 155.9180791],0
b1,1,0.048282,3.900139,[126 171] ; [148 273],[113.33983287 183.66016713] ; [160.66016713 260.33983287],0
r2,1,0.049769,3.849231,[270  24] ; [395  19],[276.1440678  17.8559322] ; [388.8559322  25.1440678],0
d2,1,0.056451,3.638714,[130 165] ; [215 204],[142.54201681 152.45798319] ; [202.45798319 216.54201681],0
p2,1,0.059273,3.557616,[236  59] ; [356  61],[245.28089888  49.71910112] ; [346.71910112  70.28089888],0
a7,1,0.062001,3.483026,[203  94] ; [313 106],[214.03910615  82.96089385] ; [301.96089385 117.03910615],0
s5,1,0.062028,3.482304,[ 76 215] ; [133 274],[ 87.13323782 203.86676218] ; [121.86676218 285.13323782],0
u1,1,0.066899,3.357525,[ 41 256] ; [ 80 341],[ 50.05153203 246.94846797] ; [ 70.94846797 350.05153203],0
n5,1,0.080312,3.058577,[206  89] ; [315 101],[216.1673699  78.8326301] ; [304.8326301 111.1673699],0
p6,1,0.105213,2.624686,[ 94 200] ; [155 254],[104.13371266 189.86628734] ; [144.86628734 264.13371266],0
a2,1,0.119334,2.426044,[ 60 237] ; [106 315],[ 68.66573816 228.33426184] ; [ 97.33426184 323.66573816],0
n3,1,0.121272,2.400818,[47 24] ; [65 19],[51.30322581 19.69677419] ; [60.69677419 23.30322581],0
a1,1,0.176625,1.825794,[ 11 286] ; [ 25 396],[ 14.8913649 282.1086351] ; [ 21.1086351 399.8913649],0
n6,1,0.191901,1.702962,[241  55] ; [354  62],[247.35955056  48.64044944] ; [347.64044944  68.35955056],0
b5,1,0.20871,1.580349,[186 111] ; [244 177],[177.86908078 119.13091922] ; [252.13091922 168.86908078],0
u4,1,0.242744,1.364587,[  4 293] ; [ 11 410],[  6.20473538 290.79526462] ; [  8.79526462 412.20473538],0
n2,1,0.245678,1.347717,[50 24] ; [63 20],[53.2611465 20.7388535] ; [59.7388535 23.2611465],0
b4,1,0.324973,0.968826,[164 133] ; [248 173],[170.42339833 126.57660167] ; [241.57660167 179.42339833],0
s3,1,0.514747,0.424406,[150 146] ; [219 193],[154.27118644 141.72881356] ; [214.72881356 197.27118644],0
n1,1,0.552908,0.352134,[27 45] ; [27 55],[25.24675325 46.75324675] ; [28.75324675 53.24675325],0
r4,1,0.576861,0.311337,[268  29] ; [385  36],[270.11281337  26.88718663] ; [382.88718663  38.11281337],0
a4,1,0.673663,0.177348,[126 170] ; [185 234],[128.74965035 167.25034965] ; [182.25034965 236.74965035],0
b3,1,0.693252,0.155587,[ 68 111] ; [106 160],[ 69.99101124 109.00898876] ; [104.00898876 161.99101124],0
b2,1,0.693252,0.155587,[ 68 111] ; [106 160],[ 69.99101124 109.00898876] ; [104.00898876 161.99101124],0
a8,1,0.711668,0.136617,[ 46 229] ; [ 59 318],[ 44.28680982 230.71319018] ; [ 60.71319018 316.28680982],0
v4,1,0.890343,0.019008,[279  17] ; [395  23],[279.41736695  16.58263305] ; [394.58263305  23.41736695],0
u3,1,0.925666,0.008705,[60 48] ; [59 46],[60.33802817 47.66197183] ; [58.66197183 46.33802817],0
u2,1,0.933294,0.007006,[62 47] ; [58 45],[61.69811321 47.30188679] ; [58.30188679 44.69811321],0
p1,1,0.979432,0.000665,[ 23 271] ; [ 33 386],[ 23.0911641 270.9088359] ; [ 32.9088359 386.0911641],0
p5,1,0.993777,6.1e-05,[ 33 260] ; [ 47 371],[ 32.9676512 260.0323488] ; [ 47.0323488 370.9676512],0
