Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,188.845249,[ 34 114] ; [303  49],[99.752 48.248] ; [237.248 114.752],1
s7,1,0.0,37.164972,[59 82] ; [242  97],[88.41875 52.58125] ; [212.58125 126.41875],1
s8,1,0.0,32.004158,[59 89] ; [235 115],[87.37349398 60.62650602] ; [206.62650602 143.37349398],1
r2,1,0.004183,8.202402,[135  13] ; [338  10],[141.13709677   6.86290323] ; [331.86290323  16.13709677],0
a3,1,0.006332,7.453196,[99 50] ; [274  77],[111.154  37.846] ; [261.846  89.154],0
n2,1,0.01234,6.261403,[23 13] ; [58 10],[28.03846154  7.96153846] ; [52.96153846 15.03846154],0
b1,1,0.018807,5.51933,[ 42 107] ; [138 214],[53.53293413 95.46706587] ; [126.46706587 225.53293413],0
s5,1,0.023318,5.144694,[56 92] ; [166 173],[67.4661191 80.5338809] ; [154.5338809 184.4661191],0
u3,1,0.025617,4.981655,[25 25] ; [53 23],[30.95238095 19.04761905] ; [47.04761905 28.95238095],0
d2,1,0.028479,4.798823,[63 86] ; [186 165],[74.202 74.798] ; [174.798 176.202],0
a2,1,0.031207,4.641536,[ 29 120] ; [101 251],[ 38.66267465 110.33732535] ; [ 91.33732535 260.66267465],0
d1,1,0.034544,4.467564,[82 67] ; [229 123],[92.49301397 56.50698603] ; [218.50698603 133.49301397],0
n1,1,0.055381,3.670588,[ 9 27] ; [30 38],[13.5 22.5] ; [25.5 42.5],0
s4,1,0.080908,3.046568,[ 24 122] ; [ 82 267],[ 31.26464646 114.73535354] ; [ 74.73535354 274.26464646],0
p1,1,0.091597,2.846081,[  8 141] ; [ 35 315],[ 12.83967936 136.16032064] ; [ 30.16032064 319.83967936],0
a4,1,0.099781,2.709036,[60 88] ; [171 181],[68.376 79.624] ; [162.624 189.376],0
u4,1,0.100578,2.696347,[  1 148] ; [ 11 341],[  3.56886228 145.43113772] ; [  8.43113772 343.56886228],0
d4,1,0.103764,2.64671,[120  29] ; [302  48],[126.00801603  22.99198397] ; [295.99198397  54.00801603],0
s1,1,0.127033,2.328389,[  2 145] ; [ 14 335],[  4.74193548 142.25806452] ; [ 11.25806452 337.74193548],0
r3,1,0.148675,2.085792,[142   7] ; [342   8],[144.52104208   4.47895792] ; [339.47895792  10.52104208],0
p11,1,0.192393,1.699201,[120  29] ; [300  52],[124.91017964  24.08982036] ; [295.08982036  56.91017964],0
n3,1,0.198893,1.650486,[22 13] ; [51 17],[24.80582524 10.19417476] ; [48.19417476 19.80582524],0
