Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,2e-06,22.679649,[42  2] ; [6 9],[35.79661017  8.20338983] ; [12.20338983  2.79661017],1
p2,1,0.000749,11.363636,[38  6] ; [7 9],[33. 11.] ; [12.  4.],1
n6,1,0.000898,11.027098,[42  2] ; [10  6],[38.13333333  5.86666667] ; [13.86666667  2.13333333],1
p8,1,0.001659,9.893186,[26 17] ; [ 2 13],[20.75862069 22.24137931] ; [7.24137931 7.75862069],0
p11,1,0.003806,8.373958,[36  8] ; [7 9],[31.53333333 12.46666667] ; [11.46666667  4.53333333],0
s6,1,0.009855,6.660943,[29 10] ; [ 6 10],[24.81818182 14.18181818] ; [10.18181818  5.81818182],0
v1,1,0.010906,6.480521,[31 13] ; [ 5 10],[26.84745763 17.15254237] ; [9.15254237 5.84745763],0
p7,1,0.012383,6.255231,[29 14] ; [ 5 11],[24.77966102 18.22033898] ; [9.22033898 6.77966102],0
r3,1,0.01382,6.06097,[41  3] ; [11  5],[38.13333333  5.86666667] ; [13.86666667  2.13333333],0
p4,1,0.020386,5.378535,[24 20] ; [ 3 12],[20.13559322 23.86440678] ; [6.86440678 8.13559322],0
n5,1,0.024709,5.044149,[35  9] ; [8 8],[31.53333333 12.46666667] ; [11.46666667  4.53333333],0
s2,1,0.029913,4.714286,[22 22] ; [ 3 13],[18.33333333 25.66666667] ; [6.66666667 9.33333333],0
b1,1,0.037432,4.330669,[12 32] ; [9 7],[15.4 28.6] ; [ 5.6 10.4],0
r4,1,0.041491,4.155844,[34 10] ; [8 8],[30.8 13.2] ; [11.2  4.8],0
p3,1,0.042498,4.11526,[24 20] ; [ 4 12],[20.53333333 23.46666667] ; [7.46666667 8.53333333],0
s8,1,0.042754,4.105114,[21 23] ; [ 3 13],[17.6 26.4] ; [6.4 9.6],0
a6,1,0.060407,3.526171,[21 23] ; [12  4],[24.2 19.8] ; [8.8 7.2],0
s3,1,0.061861,3.486776,[24 20] ; [ 4 11],[20.88135593 23.11864407] ; [7.11864407 7.88135593],0
v4,1,0.067577,3.340909,[39  5] ; [11  5],[36.66666667  7.33333333] ; [13.33333333  2.66666667],0
s5,1,0.095701,2.775759,[11 29] ; [ 1 14],[ 8.72727273 31.27272727] ; [ 3.27272727 11.72727273],0
b2,1,0.108809,2.571429,[16 12] ; [2 6],[14. 14.] ; [4. 4.],0
b3,1,0.108809,2.571429,[16 12] ; [2 6],[14. 14.] ; [4. 4.],0
s7,1,0.128318,2.312739,[23 20] ; [ 5 11],[20.40677966 22.59322034] ; [7.59322034 8.40677966],0
a1,1,0.17308,1.856061,[ 3 41] ; [ 3 13],[ 4.4 39.6] ; [ 1.6 14.4],0
p6,1,0.184425,1.761603,[21 22] ; [ 4 10],[18.85964912 24.14035088] ; [6.14035088 7.85964912],0
d1,1,0.185442,1.753463,[25 19] ; [ 6 10],[22.73333333 21.26666667] ; [8.26666667 7.73333333],0
v2,1,0.226386,1.463425,[31 13] ; [8 7],[29.08474576 14.91525424] ; [9.91525424 5.08474576],0
n2,1,0.260452,1.266353,[8 6] ; [5 1],[9.1 4.9] ; [3.9 2.1],0
d5,1,0.277228,1.180628,[36  8] ; [11  5],[34.46666667  9.53333333] ; [12.53333333  3.46666667],0
p1,1,0.330399,0.947334,[ 7 37] ; [ 1 15],[ 5.86666667 38.13333333] ; [ 2.13333333 13.86666667],0
a5,1,0.369575,0.805093,[25 19] ; [7 9],[23.46666667 20.53333333] ; [8.53333333 7.46666667],0
u2,1,0.521839,0.410256,[7 6] ; [1 2],[6.5 6.5] ; [1.5 1.5],0
n4,1,0.559305,0.340909,[36  8] ; [12  4],[35.2  8.8] ; [12.8  3.2],0
u3,1,0.622252,0.242716,[5 8] ; [1 3],[4.58823529 8.41176471] ; [1.41176471 2.58823529],0
d2,1,0.638746,0.220386,[19 25] ; [8 8],[19.8 24.2] ; [7.2 8.8],0
a4,1,0.71344,0.134865,[16 28] ; [ 5 11],[15.4 28.6] ; [ 5.6 10.4],0
b5,1,0.720681,0.127841,[27 17] ; [9 7],[26.4 17.6] ; [9.6 6.4],0
a3,1,0.729699,0.119388,[31 13] ; [12  4],[31.53333333 12.46666667] ; [11.46666667  4.53333333],0
s4,1,0.743641,0.106952,[ 7 37] ; [ 2 14],[ 6.6 37.4] ; [ 2.4 13.6],0
d4,1,0.794003,0.068182,[37  7] ; [13  3],[36.66666667  7.33333333] ; [13.33333333  2.66666667],0
b4,1,0.806591,0.05994,[29 15] ; [10  6],[28.6 15.4] ; [10.4  5.6],0
a7,1,0.806591,0.05994,[29 15] ; [10  6],[28.6 15.4] ; [10.4  5.6],0
d3,1,0.836454,0.042614,[29 15] ; [11  5],[29.33333333 14.66666667] ; [10.66666667  5.33333333],0
n1,1,0.864591,0.029082,[5 9] ; [2 3],[5.15789474 8.84210526] ; [1.84210526 3.15789474],0
a2,1,0.908836,0.013112,[ 6 38] ; [ 2 14],[ 5.86666667 38.13333333] ; [ 2.13333333 13.86666667],0
r2,1,0.908836,0.013112,[38  6] ; [14  2],[38.13333333  5.86666667] ; [13.86666667  2.13333333],0
