Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,29.601989,[ 3 26] ; [23  5],[13.22807018 15.77192982] ; [12.77192982 15.22807018],1
p2,1,1.9e-05,18.250701,[ 6 23] ; [21  6],[13.98214286 15.01785714] ; [13.01785714 13.98214286],1
p11,1,0.000123,14.745615,[ 7 22] ; [21  7],[14.24561404 14.75438596] ; [13.75438596 14.24561404],1
r3,1,0.000297,13.089652,[11 18] ; [23  4],[17.60714286 11.39285714] ; [16.39285714 10.60714286],1
n6,1,0.004582,8.037385,[ 9 19] ; [19  8],[14.25454545 13.74545455] ; [13.74545455 13.25454545],0
r4,1,0.005324,7.765799,[ 3 26] ; [12 16],[ 7.63157895 21.36842105] ; [ 7.36842105 20.63157895],0
p4,1,0.01779,5.616664,[ 5 24] ; [13 15],[ 9.15789474 19.84210526] ; [ 8.84210526 19.15789474],0
p7,1,0.020447,5.373299,[ 6 23] ; [14 14],[10.1754386 18.8245614] ; [ 9.8245614 18.1754386],0
a5,1,0.022276,5.224064,[12 17] ; [20  8],[16.28070175 12.71929825] ; [15.71929825 12.28070175],0
s6,1,0.026949,4.89409,[ 5 24] ; [12 15],[ 8.80357143 20.19642857] ; [ 8.19642857 18.80357143],0
p3,1,0.028886,4.774402,[ 4 25] ; [11 17],[ 7.63157895 21.36842105] ; [ 7.36842105 20.63157895],0
n3,1,0.033277,4.531469,[ 6 12] ; [5 1],[8.25 9.75] ; [2.75 3.25],0
v2,1,0.034572,4.466184,[ 5 24] ; [12 16],[ 8.64912281 20.35087719] ; [ 8.35087719 19.64912281],0
p8,1,0.042311,4.122716,[ 3 25] ; [ 9 18],[ 6.10909091 21.89090909] ; [ 5.89090909 21.10909091],0
d5,1,0.074879,3.172691,[14 15] ; [20  8],[17.29824561 11.70175439] ; [16.70175439 11.29824561],0
n2,1,0.126156,2.339181,[ 6 13] ; [4 2],[ 7.6 11.4] ; [2.4 3.6],0
n1,1,0.126156,2.339181,[ 6 13] ; [4 2],[ 7.6 11.4] ; [2.4 3.6],0
p5,1,0.159763,1.976471,[ 1 27] ; [ 4 24],[ 2.5 25.5] ; [ 2.5 25.5],0
s3,1,0.167546,1.904762,[ 8 20] ; [13 15],[10.5 17.5] ; [10.5 17.5],0
a8,1,0.1706,1.877664,[ 2 27] ; [ 5 21],[ 3.69090909 25.30909091] ; [ 3.30909091 22.69090909],0
s2,1,0.171255,1.871921,[ 4 25] ; [ 8 20],[ 6.10526316 22.89473684] ; [ 5.89473684 22.10526316],0
p1,1,0.17263,1.859952,[ 4 25] ; [ 1 27],[ 2.54385965 26.45614035] ; [ 2.45614035 25.54385965],0
a1,1,0.17263,1.859952,[ 4 25] ; [ 1 27],[ 2.54385965 26.45614035] ; [ 2.45614035 25.54385965],0
u3,1,0.172946,1.85722,[ 1 13] ; [3 8],[ 2.24 11.76] ; [1.76 9.24],0
d4,1,0.189715,1.719828,[17 12] ; [21  7],[19.33333333  9.66666667] ; [18.66666667  9.33333333],0
v1,1,0.191345,1.707234,[ 5 24] ; [ 9 19],[ 7.12280702 21.87719298] ; [ 6.87719298 21.12280702],0
u2,1,0.199482,1.646161,[ 2 12] ; [4 7],[ 3.36 10.64] ; [2.64 8.36],0
p6,1,0.24879,1.330084,[ 3 25] ; [ 6 21],[ 4.58181818 23.41818182] ; [ 4.41818182 22.58181818],0
a2,1,0.316916,1.001632,[ 3 26] ; [ 1 27],[ 2.03508772 26.96491228] ; [ 1.96491228 26.03508772],0
b1,1,0.345901,0.888437,[14 15] ; [17 11],[15.77192982 13.22807018] ; [15.22807018 12.77192982],0
a7,1,0.356727,0.849384,[12 17] ; [15 13],[13.73684211 15.26315789] ; [13.26315789 14.73684211],0
s7,1,0.405991,0.690509,[ 4 24] ; [ 6 20],[ 5.18518519 22.81481481] ; [ 4.81481481 21.18518519],0
s1,1,0.413423,0.668937,[ 4 25] ; [ 2 26],[ 3.05263158 25.94736842] ; [ 2.94736842 25.05263158],0
