Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,63.922206,[19 39] ; [92  7],[41.00636943 16.99363057] ; [69.99363057 29.00636943],1
p8,1,1e-06,23.746097,[ 9 49] ; [55 45],[23.49367089 34.50632911] ; [40.50632911 59.49367089],1
p2,1,1e-06,23.344439,[27 32] ; [81 17],[40.58598726 18.41401274] ; [67.41401274 30.58598726],1
p11,1,5e-06,20.766567,[28 31] ; [82 18],[40.81761006 18.18238994] ; [69.18238994 30.81761006],1
n6,1,2.1e-05,18.06605,[32 27] ; [85 15],[43.41509434 15.58490566] ; [73.58490566 26.41509434],1
p3,1,7e-05,15.824177,[10 49] ; [48 51],[21.65822785 37.34177215] ; [36.34177215 62.65822785],1
n5,1,8.9e-05,15.352752,[31 28] ; [81 18],[41.82278481 17.17721519] ; [70.17721519 28.82278481],1
s6,1,9.6e-05,15.208279,[10 48] ; [47 50],[21.32903226 36.67096774] ; [35.67096774 61.32903226],1
a5,1,0.000213,13.712594,[23 36] ; [69 31],[34.13836478 24.86163522] ; [57.86163522 42.13836478],1
p4,1,0.00041,12.487851,[14 44] ; [52 46],[24.53846154 33.46153846] ; [41.46153846 56.53846154],1
v1,1,0.000454,12.295742,[11 47] ; [46 52],[21.19230769 36.80769231] ; [35.80769231 62.19230769],1
d5,1,0.00157,9.994903,[27 32] ; [71 29],[36.36477987 22.63522013] ; [61.63522013 38.36477987],0
r1,1,0.00197,9.577016,[28 31] ; [72 28],[37.10691824 21.89308176] ; [62.89308176 37.10691824],0
n4,1,0.002074,9.482994,[33 26] ; [79 21],[41.55974843 17.44025157] ; [70.44025157 29.55974843],0
s8,1,0.002161,9.407209,[ 4 54] ; [27 73],[11.37974684 46.62025316] ; [19.62025316 80.37974684],0
d4,1,0.00227,9.317677,[29 29] ; [74 26],[37.81012658 20.18987342] ; [65.18987342 34.81012658],0
r4,1,0.004089,8.24402,[34 25] ; [79 21],[41.93081761 17.06918239] ; [71.06918239 28.93081761],0
a3,1,0.004999,7.879688,[25 33] ; [66 34],[33.40506329 24.59493671] ; [57.59493671 42.40506329],0
d1,1,0.005129,7.833384,[14 45] ; [46 54],[22.26415094 36.73584906] ; [37.73584906 62.26415094],0
v2,1,0.005155,7.824264,[13 43] ; [45 53],[21.09090909 34.90909091] ; [36.90909091 61.09090909],0
p5,1,0.006686,7.355406,[ 1 58] ; [15 84],[ 5.97468354 53.02531646] ; [10.02531646 88.97468354],0
s5,1,0.011487,6.388443,[ 7 50] ; [29 67],[13.41176471 43.58823529] ; [22.58823529 73.41176471],0
p7,1,0.011641,6.364702,[23 36] ; [58 39],[30.63461538 28.36538462] ; [50.36538462 46.63461538],0
r3,1,0.012136,6.29085,[41 18] ; [86 14],[47.12578616 11.87421384] ; [79.87421384 20.12578616],0
