Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,1e-05,19.510523,[39 19] ; [16 44],[27.03389831 30.96610169] ; [27.96610169 32.03389831],1
s8,1,8.4e-05,15.473486,[27 32] ; [ 8 53],[17.20833333 41.79166667] ; [17.79166667 43.20833333],1
s2,1,0.000249,13.420172,[32 27] ; [13 47],[22.31092437 36.68907563] ; [22.68907563 37.31092437],1
s7,1,0.000294,13.110229,[27 31] ; [ 8 46],[18.125 39.875] ; [16.875 37.125],1
p7,1,0.000501,12.110743,[36 18] ; [20 39],[26.76106195 27.23893805] ; [29.23893805 29.76106195],1
p2,1,0.001428,10.168785,[50  9] ; [35 25],[42.14285714 16.85714286] ; [42.85714286 17.14285714],0
p4,1,0.002036,9.51639,[31 28] ; [15 45],[22.80672269 36.19327731] ; [23.19327731 36.80672269],0
v4,1,0.013131,6.151382,[55  4] ; [47 14],[50.15  8.85] ; [51.85  9.15],0
v2,1,0.015269,5.885205,[31 22] ; [21 38],[24.60714286 28.39285714] ; [27.39285714 31.60714286],0
n2,1,0.01823,5.573952,[16  5] ; [ 7 11],[12.38461538  8.61538462] ; [10.61538462  7.38461538],0
u3,1,0.020472,5.371154,[17  3] ; [9 9],[13.68421053  6.31578947] ; [12.31578947  5.68421053],0
r3,1,0.024694,5.045223,[54  4] ; [48 13],[49.71428571  8.28571429] ; [52.28571429  8.71428571],0
s4,1,0.026401,4.929574,[12 47] ; [ 4 57],[ 7.86666667 51.13333333] ; [ 8.13333333 52.86666667],0
p9,1,0.026451,4.926316,[45 12] ; [36 24],[39.46153846 17.53846154] ; [41.53846154 18.46153846],0
d1,1,0.028196,4.816018,[36 23] ; [25 36],[29.99166667 29.00833333] ; [31.00833333 29.99166667],0
n3,1,0.02854,4.795156,[17  4] ; [8 9],[13.81578947  7.18421053] ; [11.18421053  5.81578947],0
s5,1,0.032024,4.597224,[14 41] ; [ 6 53],[ 9.64912281 45.35087719] ; [10.35087719 48.64912281],0
p10,1,0.040493,4.197116,[40 17] ; [31 29],[34.58974359 22.41025641] ; [36.41025641 23.58974359],0
a4,1,0.056011,3.651738,[18 41] ; [29 32],[23.10833333 35.89166667] ; [23.89166667 37.10833333],0
d3,1,0.068829,3.310718,[48 10] ; [41 19],[43.74576271 14.25423729] ; [45.25423729 14.74576271],0
p1,1,0.087758,2.915035,[ 2 57] ; [ 7 53],[ 4.46218487 54.53781513] ; [ 4.53781513 55.46218487],0
a6,1,0.091033,2.856009,[50  8] ; [45 16],[46.30252101 11.69747899] ; [48.69747899 12.30252101],0
