Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,32.355142,[81  3] ; [16 14],[71.47368421 12.52631579] ; [25.52631579  4.47368421],1
a3,1,0.0,26.178328,[68 16] ; [ 9 21],[56.73684211 27.26315789] ; [20.26315789  9.73684211],1
r2,1,7e-06,20.142768,[82  2] ; [20  9],[75.82300885  8.17699115] ; [26.17699115  2.82300885],1
r3,1,0.000291,13.128095,[79  3] ; [22  8],[73.94642857  8.05357143] ; [27.05357143  2.94642857],1
d1,1,0.000595,11.791905,[53 31] ; [ 8 22],[44.94736842 39.05263158] ; [16.05263158 13.94736842],1
p4,1,0.001587,9.975,[63 21] ; [13 17],[56. 28.] ; [20. 10.],0
a5,1,0.002824,8.917705,[64 20] ; [14 16],[57.47368421 26.52631579] ; [20.52631579  9.47368421],0
s6,1,0.004662,8.005992,[74  8] ; [19  9],[69.32727273 12.67272727] ; [23.67272727  4.32727273],0
s3,1,0.006594,7.38036,[65 17] ; [16 14],[59.30357143 22.69642857] ; [21.69642857  8.30357143],0
a2,1,0.007409,7.171005,[22 62] ; [ 1 29],[16.94736842 67.05263158] ; [ 6.05263158 23.94736842],0
d3,1,0.007594,7.126841,[64 20] ; [15 15],[58.21052632 25.78947368] ; [20.78947368  9.21052632],0
d5,1,0.008934,6.836014,[70 14] ; [18 12],[64.84210526 19.15789474] ; [23.15789474  6.84210526],0
p3,1,0.00985,6.66188,[51 33] ; [10 20],[44.94736842 39.05263158] ; [16.05263158 13.94736842],0
d4,1,0.014335,5.996388,[69 15] ; [18 12],[64.10526316 19.89473684] ; [22.89473684  7.10526316],0
u1,1,0.017125,5.683541,[19 65] ; [ 1 29],[14.73684211 69.26315789] ; [ 5.26315789 24.73684211],0
p6,1,0.017968,5.599224,[41 42] ; [ 7 22],[35.57142857 47.42857143] ; [12.42857143 16.57142857],0
v4,1,0.021106,5.317989,[82  2] ; [26  4],[79.57894737  4.42105263] ; [28.42105263  1.57894737],0
a6,1,0.024807,5.037295,[56 28] ; [13 17],[50.84210526 33.15789474] ; [18.15789474 11.84210526],0
a4,1,0.027048,4.88775,[42 42] ; [ 8 22],[36.84210526 47.15789474] ; [13.15789474 16.84210526],0
p10,1,0.03942,4.24266,[72 11] ; [21  9],[68.30973451 14.69026549] ; [24.69026549  5.30973451],0
s7,1,0.042439,4.117596,[53 29] ; [13 17],[48.32142857 33.67857143] ; [17.67857143 12.32142857],0
s8,1,0.054028,3.711838,[48 36] ; [11 19],[43.47368421 40.52631579] ; [15.52631579 14.47368421],0
