Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,26.976415,[2 8] ; [136  23],[8.16568047 1.83431953] ; [129.83431953  29.16568047],1
r3,1,0.000187,13.958113,[6 4] ; [148  10],[9.16666667 0.83333333] ; [144.83333333  13.16666667],1
n4,1,0.000504,12.101933,[3 7] ; [125  34],[7.5739645 2.4260355] ; [120.4260355  38.5739645],1
r1,1,0.001662,9.889727,[4 6] ; [129  29],[7.91666667 2.08333333] ; [125.08333333  32.91666667],0
p10,1,0.042323,4.122236,[4 5] ; [118  39],[6.61445783 2.38554217] ; [115.38554217  41.61445783],0
p11,1,0.043418,4.079058,[5 5] ; [124  35],[7.63313609 2.36686391] ; [121.36686391  37.63313609],0
s1,1,0.044834,4.024875,[1 9] ; [  2 154],[0.18072289 9.81927711] ; [  2.81927711 153.18072289],0
p9,1,0.091478,2.848164,[4 4] ; [120  37],[6.01212121 1.98787879] ; [117.98787879  39.01212121],0
p1,1,0.101542,2.681153,[2 8] ; [ 10 149],[0.71005917 9.28994083] ; [ 11.28994083 147.71005917],0
p5,1,0.105593,2.618975,[2 8] ; [ 10 147],[0.71856287 9.28143713] ; [ 11.28143713 145.71856287],0
v4,1,0.168685,1.894591,[8 2] ; [146  12],[9.16666667 0.83333333] ; [144.83333333  13.16666667],0
p12,1,0.179998,1.797643,[1 9] ; [  4 153],[0.2994012 9.7005988] ; [  4.7005988 152.2994012],0
n5,1,0.195391,1.676493,[5 5] ; [110  48],[6.8452381 3.1547619] ; [108.1547619  49.8452381],0
b4,1,0.2188,1.512222,[4 6] ; [95 64],[5.85798817 4.14201183] ; [93.14201183 65.85798817],0
p2,1,0.247114,1.339544,[6 4] ; [119  37],[7.53012048 2.46987952] ; [117.46987952  38.53012048],0
p7,1,0.276353,1.184937,[4 6] ; [91 67],[5.6547619 4.3452381] ; [89.3452381 68.6547619],0
s8,1,0.278104,1.176332,[1 9] ; [ 40 119],[2.4260355 7.5739645] ; [ 38.5739645 120.4260355],0
s3,1,0.313986,1.013834,[1 8] ; [ 41 116],[2.27710843 6.72289157] ; [ 39.72289157 117.27710843],0
s4,1,0.337831,0.918643,[1 9] ; [  6 153],[0.41420118 9.58579882] ; [  6.58579882 152.41420118],0
b1,1,0.367793,0.811109,[5 5] ; [ 57 102],[3.66863905 6.33136095] ; [ 58.33136095 100.66863905],0
n6,1,0.39529,0.722608,[7 3] ; [128  30],[8.03571429 1.96428571] ; [126.96428571  31.03571429],0
b5,1,0.43084,0.620558,[4 6] ; [84 75],[5.20710059 4.79289941] ; [82.79289941 76.20710059],0
d2,1,0.445186,0.582879,[6 4] ; [112  45],[7.06586826 2.93413174] ; [110.93413174  46.06586826],0
u3,1,0.463366,0.537753,[1 2] ; [21 17],[1.6097561 1.3902439] ; [20.3902439 17.6097561],0
p8,1,0.489086,0.478537,[4 6] ; [80 76],[5.06024096 4.93975904] ; [78.93975904 77.06024096],0
u2,1,0.489434,0.477771,[1 2] ; [20 17],[1.575 1.425] ; [19.425 17.575],0
v3,1,0.530866,0.392734,[3 7] ; [60 90],[3.9375 6.0625] ; [59.0625 90.9375],0
u1,1,0.535845,0.383296,[1 9] ; [ 28 131],[1.71597633 8.28402367] ; [ 27.28402367 131.71597633],0
s2,1,0.549369,0.358449,[1 8] ; [ 30 127],[1.68072289 7.31927711] ; [ 29.31927711 127.68072289],0
s7,1,0.553903,0.350371,[1 6] ; [ 36 114],[1.64968153 5.35031847] ; [ 35.35031847 114.64968153],0
v2,1,0.571763,0.319742,[5 5] ; [91 63],[5.85365854 4.14634146] ; [90.14634146 63.85365854],0
s5,1,0.574638,0.314984,[1 9] ; [ 26 129],[1.63636364 8.36363636] ; [ 25.36363636 129.63636364],0
n3,1,0.608883,0.261805,[3 3] ; [25 16],[3.57446809 2.42553191] ; [24.42553191 16.57446809],0
a3,1,0.635542,0.22462,[7 3] ; [121  37],[7.61904762 2.38095238] ; [120.38095238  37.61904762],0
b3,1,0.695963,0.152705,[4 4] ; [39 52],[3.47474747 4.52525253] ; [39.52525253 51.47474747],0
b2,1,0.695963,0.152705,[4 4] ; [39 52],[3.47474747 4.52525253] ; [39.52525253 51.47474747],0
a4,1,0.702642,0.145738,[6 4] ; [85 73],[5.41666667 4.58333333] ; [85.58333333 72.41666667],0
d3,1,0.731456,0.117779,[9 1] ; [137  22],[8.63905325 1.36094675] ; [137.36094675  21.63905325],0
p6,1,0.76259,0.091253,[2 7] ; [ 41 112],[2.38888889 6.61111111] ; [ 40.61111111 112.38888889],0
a7,1,0.77055,0.085063,[8 2] ; [120  38],[7.61904762 2.38095238] ; [120.38095238  37.61904762],0
a6,1,0.77841,0.079181,[8 2] ; [121  38],[7.63313609 2.36686391] ; [121.36686391  37.63313609],0
n2,1,0.779023,0.078732,[3 3] ; [23 18],[3.31914894 2.68085106] ; [22.68085106 18.31914894],0
v1,1,0.815364,0.054528,[5 5] ; [73 85],[4.64285714 5.35714286] ; [73.35714286 84.64285714],0
p4,1,0.843932,0.038757,[5 5] ; [73 83],[4.69879518 5.30120482] ; [73.30120482 82.69879518],0
a5,1,0.846118,0.037665,[8 2] ; [123  36],[7.75147929 2.24852071] ; [123.24852071  35.75147929],0
p3,1,0.869517,0.026985,[4 5] ; [65 91],[3.76363636 5.23636364] ; [65.23636364 90.76363636],0
a2,1,0.908046,0.013341,[3 7] ; [ 45 114],[2.84023669 7.15976331] ; [ 45.15976331 113.84023669],0
