Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.000593,11.799183,[33 36] ; [24  4],[40.54639175 28.45360825] ; [16.45360825 11.54639175],1
a4,1,0.020926,5.332964,[22 47] ; [16 12],[27.03092784 41.96907216] ; [10.96907216 17.03092784],0
d2,1,0.094912,2.789016,[29 40] ; [17 11],[32.72164948 36.27835052] ; [13.27835052 14.72164948],0
b5,1,0.125694,2.344895,[46 23] ; [14 14],[42.68041237 26.31958763] ; [17.31958763 10.68041237],0
v2,1,0.143317,2.141973,[26 38] ; [16 12],[29.2173913 34.7826087] ; [12.7826087 15.2173913],0
p6,1,0.148956,2.082909,[11 56] ; [ 8 19],[13.54255319 53.45744681] ; [ 5.45744681 21.54255319],0
v3,1,0.161937,1.956044,[16 48] ; [10 15],[18.69662921 45.30337079] ; [ 7.30337079 17.69662921],0
p3,1,0.161997,1.955487,[21 46] ; [13 15],[23.97894737 43.02105263] ; [10.02105263 17.97894737],0
u3,1,0.184414,1.761686,[17 12] ; [3 6],[15.26315789 13.73684211] ; [4.73684211 4.26315789],0
s7,1,0.185816,1.750485,[17 46] ; [10 14],[19.55172414 43.44827586] ; [ 7.44827586 16.55172414],0
r1,1,0.186266,1.74691,[42 27] ; [21  7],[44.81443299 24.18556701] ; [18.18556701  9.81443299],0
n3,1,0.254698,1.297349,[19 11] ; [6 1],[20.27027027  9.72972973] ; [4.72972973 2.27027027],0
a7,1,0.275717,1.188083,[49 19] ; [17 11],[46.75 21.25] ; [19.25  8.75],0
a3,1,0.277548,1.179056,[38 30] ; [19  9],[40.375 27.625] ; [16.625 11.375],0
a2,1,0.29841,1.081287,[11 58] ; [ 7 21],[12.80412371 56.19587629] ; [ 5.19587629 22.80412371],0
p2,1,0.30847,1.037215,[36 32] ; [18 10],[38.25 29.75] ; [15.75 12.25],0
v4,1,0.404261,0.695615,[59 10] ; [22  6],[57.6185567 11.3814433] ; [23.3814433  4.6185567],0
b1,1,0.405611,0.691628,[33 36] ; [16 12],[34.8556701 34.1443299] ; [14.1443299 13.8556701],0
s3,1,0.437625,0.602502,[31 38] ; [14 12],[32.68421053 36.31578947] ; [12.31578947 13.68421053],0
d1,1,0.443914,0.586144,[36 33] ; [17 11],[37.70103093 31.29896907] ; [15.29896907 12.70103093],0
u2,1,0.45494,0.558314,[17 12] ; [4 5],[16.02631579 12.97368421] ; [4.97368421 4.02631579],0
p4,1,0.479512,0.499973,[28 40] ; [ 9 18],[26.48421053 41.51578947] ; [10.51578947 16.48421053],0
n1,1,0.504254,0.445972,[ 7 23] ; [1 7],[ 6.31578947 23.68421053] ; [1.68421053 6.31578947],0
r3,1,0.540994,0.373701,[60  9] ; [23  5],[59.04123711  9.95876289] ; [23.95876289  4.04123711],0
d5,1,0.541158,0.373397,[52 16] ; [23  5],[53.125 14.875] ; [21.875  6.125],0
s2,1,0.55879,0.341804,[30 39] ; [14 14],[31.29896907 37.70103093] ; [12.70103093 15.29896907],0
n6,1,0.561781,0.336631,[32 36] ; [15 13],[33.29166667 34.70833333] ; [13.70833333 14.29166667],0
s5,1,0.619729,0.246249,[19 46] ; [ 6 19],[18.05555556 46.94444444] ; [ 6.94444444 18.05555556],0
r2,1,0.625245,0.238564,[59 10] ; [22  5],[58.21875 10.78125] ; [22.78125  4.21875],0
n2,1,0.64314,0.214659,[16 14] ; [5 3],[16.57894737 13.42105263] ; [4.42105263 3.57894737],0
s4,1,0.650045,0.205844,[19 50] ; [ 9 19],[19.91752577 49.08247423] ; [ 8.08247423 19.91752577],0
p9,1,0.650431,0.205357,[33 31] ; [13 15],[32. 32.] ; [14. 14.],0
a6,1,0.691903,0.157033,[40 29] ; [15 13],[39.12371134 29.87628866] ; [15.87628866 12.12371134],0
d3,1,0.716358,0.132009,[46 22] ; [20  8],[46.75 21.25] ; [19.25  8.75],0
p8,1,0.734039,0.115435,[20 48] ; [ 7 20],[19.32631579 48.67368421] ; [ 7.67368421 19.32631579],0
s6,1,0.739823,0.110282,[36 31] ; [14 14],[35.26315789 31.73684211] ; [14.73684211 13.26315789],0
p10,1,0.769481,0.085881,[30 35] ; [12 16],[29.35483871 35.64516129] ; [12.64516129 15.35483871],0
s1,1,0.801102,0.063464,[ 6 63] ; [ 2 26],[ 5.69072165 63.30927835] ; [ 2.30927835 25.69072165],0
s8,1,0.823843,0.049553,[16 52] ; [ 6 22],[15.58333333 52.41666667] ; [ 6.41666667 21.58333333],0
v1,1,0.837192,0.042225,[23 44] ; [ 9 19],[22.56842105 44.43157895] ; [ 9.43157895 18.56842105],0
r4,1,0.869,0.027202,[48 21] ; [19  9],[47.65979381 21.34020619] ; [19.34020619  8.65979381],0
u1,1,0.901436,0.015338,[ 8 61] ; [ 3 25],[ 7.82474227 61.17525773] ; [ 3.17525773 24.82474227],0
b4,1,0.906241,0.013872,[41 28] ; [17 11],[41.25773196 27.74226804] ; [16.74226804 11.25773196],0
b2,1,0.929955,0.007727,[ 7 25] ; [ 3 10],[ 7.11111111 24.88888889] ; [ 2.88888889 10.11111111],0
b3,1,0.929955,0.007727,[ 7 25] ; [ 3 10],[ 7.11111111 24.88888889] ; [ 2.88888889 10.11111111],0
d4,1,0.956391,0.00299,[57 12] ; [23  5],[56.90721649 12.09278351] ; [23.09278351  4.90721649],0
p7,1,0.969477,0.001464,[27 41] ; [11 17],[26.91666667 41.08333333] ; [11.08333333 16.91666667],0
