Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,27.899039,[39 58] ; [ 12 110],[22.5890411 74.4109589] ; [28.4109589 93.5890411],1
v1,1,0.000155,14.311136,[54 46] ; [35 86],[40.27149321 59.72850679] ; [48.72850679 72.27149321],1
r1,1,0.000323,12.929995,[79 22] ; [68 55],[66.28125 34.71875] ; [80.71875 42.28125],1
r3,1,0.000685,11.53051,[98  3] ; [102  21],[90.17857143 10.82142857] ; [109.82142857  13.17857143],1
a5,1,0.001847,9.695891,[66 36] ; [54 69],[54.4 47.6] ; [65.6 57.4],0
d5,1,0.002074,9.482579,[82 20] ; [75 47],[71.49107143 30.50892857] ; [85.50892857 36.49107143],0
s6,1,0.00646,7.417252,[65 35] ; [57 65],[54.95495495 45.04504505] ; [67.04504505 54.95495495],0
r2,1,0.007147,7.235611,[95  6] ; [101  22],[88.375 12.625] ; [107.625  15.375],0
d1,1,0.00972,6.685576,[54 48] ; [44 79],[44.42666667 57.57333333] ; [53.57333333 69.42666667],0
a3,1,0.015299,5.881728,[69 33] ; [63 59],[60.10714286 41.89285714] ; [71.89285714 50.10714286],0
a7,1,0.016304,5.76981,[78 24] ; [75 47],[69.66964286 32.33035714] ; [83.33035714 38.66964286],0
a6,1,0.022256,5.22564,[70 32] ; [66 57],[61.65333333 40.34666667] ; [74.34666667 48.65333333],0
r4,1,0.026587,4.917413,[85 17] ; [87 36],[77.97333333 24.02666667] ; [94.02666667 28.97333333],0
u1,1,0.029592,4.732812,[12 90] ; [  5 118],[ 7.70666667 94.29333333] ; [  9.29333333 113.70666667],0
a2,1,0.031324,4.635127,[18 84] ; [ 10 113],[12.69333333 89.30666667] ; [ 15.30666667 107.69333333],0
d3,1,0.044953,4.020408,[73 29] ; [71 50],[65.86547085 36.13452915] ; [78.13452915 42.86547085],0
b1,1,0.045931,3.984138,[30 72] ; [52 71],[37.17333333 64.82666667] ; [44.82666667 78.17333333],0
d4,1,0.076633,3.134894,[84 18] ; [89 34],[78.42666667 23.57333333] ; [94.57333333 28.42666667],0
v4,1,0.097102,2.752503,[94  7] ; [106  17],[90.17857143 10.82142857] ; [109.82142857  13.17857143],0
p11,1,0.126415,2.335979,[69 33] ; [71 52],[63.46666667 38.53333333] ; [76.53333333 46.46666667],0
s2,1,0.128624,2.309038,[47 55] ; [44 78],[41.4375 60.5625] ; [49.5625 72.4375],0
b4,1,0.135015,2.233878,[64 38] ; [65 58],[58.48 43.52] ; [70.52 52.48],0
s3,1,0.176827,1.824094,[51 50] ; [51 72],[45.99107143 55.00892857] ; [56.00892857 66.99107143],0
p9,1,0.222623,1.48738,[75 25] ; [81 39],[70.90909091 29.09090909] ; [85.09090909 34.90909091],0
p8,1,0.240737,1.376273,[46 54] ; [47 76],[41.70403587 58.29596413] ; [51.29596413 71.70403587],0
p10,1,0.242625,1.365279,[69 31] ; [75 47],[64.86486486 35.13513514] ; [79.13513514 42.86486486],0
s5,1,0.261587,1.260339,[31 67] ; [30 91],[27.29680365 70.70319635] ; [33.70319635 87.29680365],0
