Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,42.999187,[263  42] ; [41 37],[242.08877285  62.91122715] ; [61.91122715 16.08877285],1
d2,1,0.0,41.537542,[202 104] ; [20 58],[176.90625 129.09375] ; [45.09375 32.90625],1
d1,1,0.0,33.416127,[230  76] ; [32 46],[208.78125  97.21875] ; [53.21875 24.78125],1
a4,1,0.0,28.901684,[171 135] ; [17 61],[149.8125 156.1875] ; [38.1875 39.8125],1
u1,1,2.3e-05,17.908337,[ 85 221] ; [ 4 74],[ 70.921875 235.078125] ; [18.078125 59.921875],1
d5,1,0.000177,14.065198,[273  32] ; [57 21],[262.79373368  42.20626632] ; [67.20626632 10.79373368],1
d4,1,0.000569,11.873623,[270  35] ; [57 21],[260.40469974  44.59530026] ; [66.59530026 11.40469974],1
p9,1,0.000971,10.88292,[283  22] ; [61 15],[275.38057743  29.61942257] ; [68.61942257  7.38057743],1
a6,1,0.001073,10.697761,[216  89] ; [40 38],[203.86422977 101.13577023] ; [52.13577023 25.86422977],0
n4,1,0.001076,10.692099,[259  45] ; [54 24],[249.08900524  54.91099476] ; [63.91099476 14.08900524],0
s5,1,0.002961,8.831625,[144 149] ; [21 50],[132.81593407 160.18406593] ; [32.18406593 38.81593407],0
b3,1,0.003403,8.577548,[103 111] ; [13 38],[ 93.6754717 120.3245283] ; [22.3245283 28.6754717],0
b2,1,0.003403,8.577548,[103 111] ; [13 38],[ 93.6754717 120.3245283] ; [22.3245283 28.6754717],0
p3,1,0.010668,6.519746,[190 116] ; [36 42],[180.09375 125.90625] ; [45.90625 32.09375],0
r1,1,0.020426,5.375076,[268  36] ; [60 17],[261.71128609  42.28871391] ; [66.28871391 10.71128609],0
p10,1,0.022824,5.181818,[270  34] ; [60 16],[264.  40.] ; [66. 10.],0
d3,1,0.023257,5.149224,[221  85] ; [46 32],[212.765625  93.234375] ; [54.234375 23.765625],0
p4,1,0.02833,4.807901,[212  93] ; [44 34],[203.86422977 101.13577023] ; [52.13577023 25.86422977],0
v1,1,0.030226,4.696387,[194 102] ; [39 36],[185.89757412 110.10242588] ; [47.10242588 27.89757412],0
p1,1,0.034737,4.458067,[ 26 278] ; [13 65],[ 31.03664921 272.96335079] ; [ 7.96335079 70.03664921],0
n6,1,0.059646,3.5472,[272  31] ; [64 14],[267.21259843  35.78740157] ; [68.78740157  9.21259843],0
