Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,37.426901,[104  10] ; [16 20],[91.2 22.8] ; [28.8  7.2],1
r2,1,0.002456,9.17319,[107   6] ; [28  8],[102.38255034  10.61744966] ; [32.61744966  3.38255034],0
n4,1,0.008814,6.860128,[81 33] ; [17 19],[74.48 39.52] ; [23.52 12.48],0
r3,1,0.0106,6.531232,[105   8] ; [28  8],[100.86577181  12.13422819] ; [32.13422819  3.86577181],0
b4,1,0.012801,6.196448,[77 37] ; [16 20],[70.68 43.32] ; [22.32 13.68],0
a5,1,0.013312,6.127182,[74 40] ; [15 21],[67.64 46.36] ; [21.36 14.64],0
s4,1,0.021126,5.316336,[13 98] ; [10 26],[17.36734694 93.63265306] ; [ 5.63265306 30.36734694],0
d1,1,0.097109,2.752397,[56 58] ; [12 24],[51.68 62.32] ; [16.32 19.68],0
a2,1,0.101763,2.677697,[23 91] ; [ 3 33],[19.76 94.24] ; [ 6.24 29.76],0
n5,1,0.109113,2.567024,[68 46] ; [16 20],[63.84 50.16] ; [20.16 15.84],0
v1,1,0.114742,2.487664,[45 69] ; [ 9 27],[41.04 72.96] ; [12.96 23.04],0
v3,1,0.116934,2.457912,[40 70] ; [ 8 28],[36.16438356 73.83561644] ; [11.83561644 24.16438356],0
p6,1,0.152221,2.049852,[22 89] ; [11 24],[25.0890411 85.9109589] ; [ 7.9109589 27.0890411],0
a7,1,0.167679,1.903576,[77 36] ; [20 16],[73.56375839 39.43624161] ; [23.43624161 12.56375839],0
a8,1,0.183706,1.767386,[10 90] ; [ 1 34],[ 8.14814815 91.85185185] ; [ 2.85185185 32.14814815],0
d4,1,0.184884,1.757922,[85 28] ; [23 13],[81.90604027 31.09395973] ; [26.09395973  9.90604027],0
p11,1,0.186987,1.741202,[65 49] ; [16 20],[61.56 52.44] ; [19.44 16.56],0
u3,1,0.213156,1.549858,[29 16] ; [8 9],[26.85483871 18.14516129] ; [10.14516129  6.85483871],0
b5,1,0.223585,1.481213,[67 47] ; [17 19],[63.84 50.16] ; [20.16 15.84],0
p1,1,0.22502,1.472067,[ 10 103] ; [ 1 35],[  8.34228188 104.65771812] ; [ 2.65771812 33.34228188],0
u1,1,0.261021,1.263333,[18 96] ; [ 3 33],[15.96 98.04] ; [ 5.04 30.96],0
d3,1,0.264607,1.244491,[69 45] ; [18 18],[66.12 47.88] ; [20.88 15.12],0
p2,1,0.266641,1.233946,[75 39] ; [20 16],[72.2 41.8] ; [22.8 13.2],0
p7,1,0.269659,1.218479,[53 58] ; [21 15],[55.87755102 55.12244898] ; [18.12244898 17.87755102],0
n1,1,0.279763,1.168243,[15 20] ; [ 4 11],[13.3 21.7] ; [5.7 9.3],0
a1,1,0.358148,0.844375,[  5 109] ; [ 3 33],[  6.08 107.92] ; [ 1.92 34.08],0
s6,1,0.383954,0.758003,[56 56] ; [15 21],[53.72972973 58.27027027] ; [17.27027027 18.72972973],0
u2,1,0.39075,0.736607,[22 22] ; [10  6],[23.46666667 20.53333333] ; [8.53333333 7.46666667],0
s3,1,0.399936,0.70852,[53 60] ; [14 22],[50.81208054 62.18791946] ; [16.18791946 19.81208054],0
n3,1,0.400814,0.705882,[24 10] ; [10  7],[22.66666667 11.33333333] ; [11.33333333  5.66666667],0
a3,1,0.410473,0.677429,[69 45] ; [19 17],[66.88 47.12] ; [21.12 14.88],0
p10,1,0.455533,0.556849,[32 80] ; [ 8 28],[30.27027027 81.72972973] ; [ 9.72972973 26.27027027],0
a4,1,0.470454,0.52091,[42 71] ; [11 25],[40.19463087 72.80536913] ; [12.80536913 23.19463087],0
d5,1,0.474734,0.510936,[86 28] ; [25 11],[84.36 29.64] ; [26.64  9.36],0
s2,1,0.486516,0.484223,[41 70] ; [11 25],[39.26530612 71.73469388] ; [12.73469388 23.26530612],0
n6,1,0.5454,0.365622,[82 32] ; [24 12],[80.56 33.44] ; [25.44 10.56],0
s7,1,0.558337,0.342591,[34 73] ; [ 9 25],[32.63120567 74.36879433] ; [10.36879433 23.63120567],0
s1,1,0.624493,0.239603,[  7 106] ; [ 3 32],[  7.63513514 105.36486486] ; [ 2.36486486 32.63513514],0
s8,1,0.658159,0.195767,[29 83] ; [ 8 28],[28. 84.] ; [ 9. 27.],0
n2,1,0.7006,0.147849,[25 10] ; [13  4],[25.57692308  9.42307692] ; [12.42307692  4.57692308],0
p3,1,0.736006,0.113668,[39 74] ; [11 24],[38.17567568 74.82432432] ; [11.82432432 23.17567568],0
b2,1,0.842656,0.039401,[19 53] ; [ 6 15],[19.35483871 52.64516129] ; [ 5.64516129 15.35483871],0
b3,1,0.842656,0.039401,[19 53] ; [ 6 15],[19.35483871 52.64516129] ; [ 5.64516129 15.35483871],0
b1,1,0.877356,0.023815,[65 49] ; [20 16],[64.6 49.4] ; [20.4 15.6],0
s5,1,0.903679,0.014645,[22 90] ; [ 7 27],[22.24657534 89.75342466] ; [ 6.75342466 27.24657534],0
p8,1,0.910834,0.012541,[40 74] ; [13 23],[40.28 73.72] ; [12.72 23.28],0
p4,1,0.941778,0.005334,[49 63] ; [16 20],[49.18918919 62.81081081] ; [15.81081081 20.18918919],0
a6,1,0.95007,0.003921,[69 45] ; [22 14],[69.16 44.84] ; [21.84 14.16],0
d2,1,0.952833,0.003499,[54 59] ; [17 19],[53.84563758 59.15436242] ; [17.15436242 18.84563758],0
v2,1,0.97485,0.000994,[49 62] ; [16 20],[49.08163265 61.91836735] ; [15.91836735 20.08163265],0
