Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000213,13.708765,[ 4 36] ; [12 11],[10.15873016 29.84126984] ; [ 5.84126984 17.15873016],1
s3,1,0.004746,7.973591,[ 7 32] ; [12 11],[11.9516129 27.0483871] ; [ 7.0483871 15.9516129],0
v3,1,0.00507,7.854423,[ 4 37] ; [ 9 14],[ 8.328125 32.671875] ; [ 4.671875 18.328125],0
u3,1,0.005214,7.803752,[ 2 19] ; [6 5],[ 5.25 15.75] ; [2.75 8.25],0
p11,1,0.007847,7.06802,[18 23] ; [18  5],[23.0625 17.9375] ; [12.9375 10.0625],0
s8,1,0.012383,6.255149,[ 5 36] ; [ 9 14],[ 8.96875 32.03125] ; [ 5.03125 17.96875],0
v2,1,0.015034,5.912434,[10 29] ; [13 10],[14.46774194 24.53225806] ; [ 8.53225806 14.46774194],0
r4,1,0.031158,4.644233,[ 5 36] ; [ 8 15],[ 8.328125 32.671875] ; [ 4.671875 18.328125],0
d3,1,0.044237,4.047497,[16 25] ; [15  8],[19.859375 21.140625] ; [11.140625 11.859375],0
p7,1,0.061129,3.506495,[15 26] ; [14  9],[18.578125 22.421875] ; [10.421875 12.578125],0
u2,1,0.062749,3.463203,[ 8 13] ; [8 3],[10.5 10.5] ; [5.5 5.5],0
r3,1,0.063446,3.444934,[24 16] ; [19  4],[27.3015873 12.6984127] ; [15.6984127  7.3015873],0
n4,1,0.073327,3.206937,[19 22] ; [16  7],[22.421875 18.578125] ; [12.578125 10.421875],0
p4,1,0.082011,3.024598,[14 27] ; [13 10],[17.296875 23.703125] ; [ 9.703125 13.296875],0
b2,1,0.082783,3.009404,[ 9 15] ; [ 2 14],[ 6.6 17.4] ; [ 4.4 11.6],0
b3,1,0.082783,3.009404,[ 9 15] ; [ 2 14],[ 6.6 17.4] ; [ 4.4 11.6],0
s4,1,0.084264,2.980684,[ 4 37] ; [ 6 17],[ 6.40625 34.59375] ; [ 3.59375 19.40625],0
p5,1,0.098471,2.730135,[ 1 39] ; [ 3 20],[ 2.53968254 37.46031746] ; [ 1.46031746 21.53968254],0
p10,1,0.099736,2.709764,[17 22] ; [15  8],[20.12903226 18.87096774] ; [11.87096774 11.12903226],0
p8,1,0.103239,2.654785,[11 29] ; [11 12],[13.96825397 26.03174603] ; [ 8.03174603 14.96825397],0
s7,1,0.113964,2.498377,[ 5 30] ; [ 7 15],[ 7.36842105 27.63157895] ; [ 4.63157895 17.36842105],0
d1,1,0.142464,2.151137,[ 9 32] ; [ 9 14],[11.53125 29.46875] ; [ 6.46875 16.53125],0
b5,1,0.153889,2.03327,[21 20] ; [16  7],[23.703125 17.296875] ; [13.296875  9.703125],0
a6,1,0.177264,1.820414,[16 25] ; [13 10],[18.578125 22.421875] ; [10.421875 12.578125],0
b4,1,0.24674,1.341667,[24 17] ; [10 13],[21.78125 19.21875] ; [12.21875 10.78125],0
