Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,48.956283,[94  1] ; [19 18],[81.32575758 13.67424242] ; [31.67424242  5.32575758],1
r2,1,0.0,37.368264,[93  2] ; [20 15],[82.57692308 12.42307692] ; [30.42307692  4.57692308],1
r1,1,0.0,35.629286,[84 11] ; [14 23],[70.53030303 24.46969697] ; [27.46969697  9.53030303],1
v4,1,0.0,26.639924,[88  7] ; [20 17],[77.72727273 17.27272727] ; [30.27272727  6.72727273],1
p11,1,0.000528,12.014999,[55 40] ; [ 9 28],[46.06060606 48.93939394] ; [17.93939394 19.06060606],1
p2,1,0.00054,11.971158,[60 35] ; [11 26],[51.09848485 43.90151515] ; [19.90151515 17.09848485],1
s8,1,0.014169,6.01701,[26 67] ; [ 3 34],[20.74615385 72.25384615] ; [ 8.25384615 28.74615385],0
a7,1,0.014664,5.95645,[72 23] ; [20 17],[66.21212121 28.78787879] ; [25.78787879 11.21212121],0
s6,1,0.015672,5.839256,[52 41] ; [12 25],[45.78461538 47.21538462] ; [18.21538462 18.78461538],0
a5,1,0.018388,5.558844,[67 28] ; [18 19],[61.17424242 33.82575758] ; [23.82575758 13.17424242],0
n3,1,0.01899,5.502392,[18  9] ; [ 6 13],[14.08695652 12.91304348] ; [9.91304348 9.08695652],0
n6,1,0.020244,5.390722,[68 27] ; [18 18],[62.36641221 32.63358779] ; [23.63358779 12.36641221],0
u3,1,0.02026,5.389354,[21 11] ; [ 4 10],[17.39130435 14.60869565] ; [7.60869565 6.39130435],0
n4,1,0.025486,4.990571,[66 29] ; [18 19],[60.45454545 34.54545455] ; [23.54545455 13.45454545],0
s1,1,0.026344,4.933277,[ 3 91] ; [ 5 32],[ 5.74045802 88.25954198] ; [ 2.25954198 34.74045802],0
a6,1,0.034696,4.460094,[65 30] ; [18 19],[59.73484848 35.26515152] ; [23.26515152 13.73484848],0
p7,1,0.037971,4.306326,[45 49] ; [10 26],[39.76923077 54.23076923] ; [15.23076923 20.76923077],0
u1,1,0.039488,4.239758,[19 76] ; [ 2 35],[15.11363636 79.88636364] ; [ 5.88636364 31.11363636],0
p4,1,0.121257,2.401005,[40 54] ; [10 26],[36.15384615 57.84615385] ; [13.84615385 22.15384615],0
p8,1,0.139588,2.182497,[36 59] ; [ 9 28],[32.38636364 62.61363636] ; [12.61363636 24.38636364],0
p6,1,0.166023,1.918494,[20 72] ; [ 4 32],[17.25 74.75] ; [ 6.75 29.25],0
n5,1,0.194911,1.680104,[53 42] ; [16 21],[49.65909091 45.34090909] ; [19.34090909 17.65909091],0
s2,1,0.208752,1.58006,[36 57] ; [10 27],[32.90769231 60.09230769] ; [13.09230769 23.90769231],0
v3,1,0.248597,1.33117,[32 60] ; [ 9 28],[29.24031008 62.75968992] ; [11.75968992 25.24031008],0
d3,1,0.272981,1.201707,[66 29] ; [22 15],[63.33333333 31.66666667] ; [24.66666667 12.33333333],0
s7,1,0.274562,1.19381,[30 59] ; [ 8 26],[27.49593496 61.50406504] ; [10.50406504 23.49593496],0
s4,1,0.301993,1.065372,[11 81] ; [ 7 30],[12.8372093 79.1627907] ; [ 5.1627907 31.8372093],0
b4,1,0.305163,1.051494,[63 32] ; [21 16],[60.45454545 34.54545455] ; [23.54545455 13.45454545],0
n2,1,0.321561,0.982587,[18  8] ; [11  9],[16.39130435  9.60869565] ; [12.60869565  7.39130435],0
a2,1,0.380905,0.76778,[22 73] ; [ 6 31],[20.15151515 74.84848485] ; [ 7.84848485 29.15151515],0
p3,1,0.386086,0.751233,[34 61] ; [10 26],[31.90839695 63.09160305] ; [12.09160305 23.90839695],0
s3,1,0.401738,0.703118,[42 53] ; [13 23],[39.88549618 55.11450382] ; [15.11450382 20.88549618],0
d5,1,0.427535,0.629509,[80 15] ; [29  8],[78.4469697 16.5530303] ; [30.5530303  6.4469697],0
u2,1,0.469111,0.524069,[18 13] ; [6 7],[16.90909091 14.09090909] ; [7.09090909 5.90909091],0
s5,1,0.521308,0.411306,[20 72] ; [ 6 30],[18.6875 73.3125] ; [ 7.3125 28.6875],0
p1,1,0.54842,0.360156,[ 5 89] ; [ 3 34],[ 5.74045802 88.25954198] ; [ 2.25954198 34.74045802],0
v2,1,0.595911,0.281207,[45 48] ; [16 21],[43.63846154 49.36153846] ; [17.36153846 19.63846154],0
v1,1,0.634628,0.225837,[35 60] ; [12 25],[33.82575758 61.17424242] ; [13.17424242 23.82575758],0
a3,1,0.652833,0.202348,[63 32] ; [23 14],[61.89393939 33.10606061] ; [24.10606061 12.89393939],0
n1,1,0.671373,0.18,[ 9 16] ; [ 6 14],[ 8.33333333 16.66666667] ; [ 6.66666667 13.33333333],0
d2,1,0.675887,0.174793,[54 41] ; [19 17],[52.9389313 42.0610687] ; [20.0610687 15.9389313],0
p10,1,0.697733,0.150841,[26 68] ; [ 9 28],[25.11450382 68.88549618] ; [ 9.88549618 27.11450382],0
a1,1,0.713666,0.134642,[ 6 89] ; [ 3 34],[ 6.47727273 88.52272727] ; [ 2.52272727 34.47727273],0
b5,1,0.771907,0.084031,[54 41] ; [20 17],[53.25757576 41.74242424] ; [20.74242424 16.25757576],0
a4,1,0.821783,0.050739,[39 56] ; [14 22],[38.4351145 56.5648855] ; [14.5648855 21.4351145],0
d1,1,0.866383,0.028309,[58 37] ; [22 15],[57.57575758 37.42424242] ; [22.42424242 14.57575758],0
b1,1,0.869905,0.026824,[55 40] ; [22 15],[55.41666667 39.58333333] ; [21.58333333 15.41666667],0
p5,1,0.891009,0.018777,[ 3 92] ; [ 1 36],[ 2.87878788 92.12121212] ; [ 1.12121212 35.87878788],0
b2,1,0.936087,0.00643,[19 39] ; [ 7 15],[18.85 39.15] ; [ 7.15 14.85],0
b3,1,0.936087,0.00643,[19 39] ; [ 7 15],[18.85 39.15] ; [ 7.15 14.85],0
