Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,2.7e-05,17.601796,[2 2] ; [53  1],[3.79310345 0.20689655] ; [51.20689655  2.79310345],1
r2,1,0.002244,9.338365,[2 2] ; [51  3],[3.65517241 0.34482759] ; [49.34482759  4.65517241],0
v4,1,0.014357,5.993717,[3 1] ; [53  1],[3.86206897 0.13793103] ; [52.13793103  1.86206897],0
n4,1,0.071054,3.258497,[3 2] ; [48  6],[4.3220339 0.6779661] ; [46.6779661  7.3220339],0
a2,1,0.107694,2.587745,[2 3] ; [ 7 47],[0.76271186 4.23728814] ; [ 8.23728814 45.76271186],0
s5,1,0.108854,2.570783,[1 2] ; [40 13],[2.19642857 0.80357143] ; [38.80357143 14.19642857],0
s1,1,0.112541,2.518166,[1 4] ; [ 2 52],[0.25423729 4.74576271] ; [ 2.74576271 51.25423729],0
s6,1,0.133672,2.249329,[2 2] ; [44 10],[3.17241379 0.82758621] ; [42.82758621 11.17241379],0
r1,1,0.151002,2.062101,[3 2] ; [46  8],[4.15254237 0.84745763] ; [44.84745763  9.15254237],0
b1,1,0.164396,1.933314,[3 2] ; [16 38],[1.61016949 3.38983051] ; [17.38983051 36.61016949],0
p4,1,0.226426,1.463173,[4 1] ; [50  3],[4.65517241 0.34482759] ; [49.34482759  3.65517241],0
s2,1,0.237151,1.397451,[1 3] ; [30 24],[2.13793103 1.86206897] ; [28.86206897 25.13793103],0
u1,1,0.2536,1.303362,[2 3] ; [10 44],[1.01694915 3.98305085] ; [10.98305085 43.01694915],0
d1,1,0.27231,1.205073,[2 3] ; [35 19],[3.13559322 1.86440678] ; [33.86440678 20.13559322],0
n6,1,0.342936,0.899423,[4 1] ; [49  4],[4.56896552 0.43103448] ; [48.43103448  4.56896552],0
a7,1,0.371347,0.799153,[3 2] ; [42 12],[3.81355932 1.18644068] ; [41.18644068 12.81355932],0
n5,1,0.447134,0.577906,[4 1] ; [49  5],[4.49152542 0.50847458] ; [48.50847458  5.49152542],0
b5,1,0.453216,0.562596,[3 2] ; [23 31],[2.20338983 2.79661017] ; [23.79661017 30.20338983],0
a5,1,0.498263,0.458635,[3 2] ; [40 14],[3.6440678 1.3559322] ; [39.3559322 14.6440678],0
v3,1,0.498263,0.458635,[3 2] ; [40 14],[3.6440678 1.3559322] ; [39.3559322 14.6440678],0
s8,1,0.571559,0.320081,[2 2] ; [34 19],[2.52631579 1.47368421] ; [33.47368421 19.52631579],0
d4,1,0.673719,0.177283,[4 1] ; [46  7],[4.31034483 0.68965517] ; [45.68965517  7.31034483],0
d2,1,0.698458,0.150081,[3 2] ; [27 26],[2.5862069 2.4137931] ; [27.4137931 25.5862069],0
p1,1,0.708214,0.140068,[1 4] ; [15 39],[1.3559322 3.6440678] ; [14.6440678 39.3559322],0
n1,1,0.735317,0.114286,[1 2] ; [4 5],[1.25 1.75] ; [3.75 5.25],0
p12,1,0.763202,0.090769,[2 3] ; [18 36],[1.69491525 3.30508475] ; [18.30508475 35.69491525],0
s3,1,0.772845,0.083322,[2 2] ; [31 23],[2.27586207 1.72413793] ; [30.72413793 23.27586207],0
d3,1,0.78599,0.073724,[3 2] ; [35 18],[3.27586207 1.72413793] ; [34.72413793 18.27586207],0
s7,1,0.833097,0.044408,[3 1] ; [35 15],[2.81481481 1.18518519] ; [35.18518519 14.81481481],0
p3,1,0.864359,0.029182,[4 1] ; [44  9],[4.13793103 0.86206897] ; [43.86206897  9.13793103],0
a4,1,0.895715,0.017181,[2 3] ; [20 34],[1.86440678 3.13559322] ; [20.13559322 33.86440678],0
a6,1,0.920549,0.009949,[3 2] ; [33 20],[3.10344828 1.89655172] ; [32.89655172 20.10344828],0
a3,1,0.935144,0.006622,[4 1] ; [44 10],[4.06779661 0.93220339] ; [43.93220339 10.06779661],0
b4,1,0.974266,0.001041,[3 2] ; [32 22],[2.96610169 2.03389831] ; [32.03389831 21.96610169],0
v1,1,0.984296,0.000387,[4 1] ; [43 11],[3.98305085 1.01694915] ; [43.01694915 10.98305085],0
n3,1,1.0,0.0,[2 1] ; [6 3],[2. 1.] ; [6. 3.],0
