Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,26.645238,[ 3 15] ; [60 15],[12.19354839  5.80645161] ; [50.80645161 24.19354839],1
v4,1,4.7e-05,16.562945,[9 9] ; [67  7],[14.86956522  3.13043478] ; [61.13043478 12.86956522],1
b1,1,0.000425,12.41837,[16  2] ; [32 43],[9.29032258 8.70967742] ; [38.70967742 36.29032258],1
d5,1,0.002271,9.316369,[ 7 11] ; [57 18],[12.38709677  5.61290323] ; [51.61290323 23.38709677],0
r1,1,0.002385,9.226947,[ 6 12] ; [53 21],[11.54347826  6.45652174] ; [47.45652174 26.54347826],0
r3,1,0.007296,7.198633,[11  7] ; [65  9],[14.86956522  3.13043478] ; [61.13043478 12.86956522],0
a8,1,0.036168,4.389166,[ 2 15] ; [ 1 69],[ 0.5862069 16.4137931] ; [ 2.4137931 67.5862069],0
d1,1,0.037482,4.328368,[ 4 14] ; [37 38],[ 7.93548387 10.06451613] ; [33.06451613 41.93548387],0
s2,1,0.059109,3.562203,[ 4 14] ; [35 40],[ 7.5483871 10.4516129] ; [31.4516129 43.5483871],0
v2,1,0.06295,3.457911,[ 4 13] ; [33 35],[7.4 9.6] ; [29.6 38.4],0
p9,1,0.062987,3.456938,[ 8 10] ; [49 23],[11.4  6.6] ; [45.6 26.4],0
n2,1,0.078983,3.085714,[3 6] ; [18  9],[5.25 3.75] ; [15.75 11.25],0
p2,1,0.087943,2.911633,[ 8 10] ; [49 25],[11.15217391  6.84782609] ; [45.84782609 28.15217391],0
d4,1,0.096741,2.758457,[11  7] ; [59 15],[13.69565217  4.30434783] ; [56.30434783 17.69565217],0
u3,1,0.125246,2.350465,[4 5] ; [23  9],[5.92682927 3.07317073] ; [21.07317073 10.92682927],0
b4,1,0.129981,2.292726,[ 7 11] ; [44 31],[9.87096774 8.12903226] ; [41.12903226 33.87096774],0
d3,1,0.138935,2.18971,[ 8 10] ; [47 27],[10.76086957  7.23913043] ; [44.23913043 29.76086957],0
b2,1,0.143272,2.142462,[1 9] ; [14 28],[2.88461538 7.11538462] ; [12.11538462 29.88461538],0
b3,1,0.143272,2.142462,[1 9] ; [14 28],[2.88461538 7.11538462] ; [12.11538462 29.88461538],0
s8,1,0.166275,1.916209,[ 3 15] ; [25 50],[ 5.41935484 12.58064516] ; [22.58064516 52.41935484],0
s6,1,0.169914,1.883702,[ 6 12] ; [38 36],[8.60869565 9.39130435] ; [35.39130435 38.60869565],0
a6,1,0.187325,1.738534,[9 9] ; [50 25],[11.41935484  6.58064516] ; [47.58064516 27.41935484],0
p3,1,0.193618,1.689874,[ 3 14] ; [25 49],[ 5.23076923 11.76923077] ; [22.76923077 51.23076923],0
n3,1,0.197396,1.661538,[5 4] ; [21  6],[6.5 2.5] ; [19.5  7.5],0
a4,1,0.218094,1.516868,[ 8 10] ; [22 53],[ 5.80645161 12.19354839] ; [24.19354839 50.80645161],0
s3,1,0.229017,1.446954,[ 7 11] ; [41 34],[9.29032258 8.70967742] ; [38.70967742 36.29032258],0
