Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,151.645024,[191  82] ; [ 16 151],[128.43409091 144.56590909] ; [78.56590909 88.43409091],1
d5,1,0.0,101.10028,[269   6] ; [104  64],[231.5462754  43.4537246] ; [141.4537246  26.5462754],1
d3,1,0.0,83.369387,[247  28] ; [86 82],[206.71557562  68.28442438] ; [126.28442438  41.71557562],1
a2,1,0.0,57.581815,[ 93 182] ; [  5 163],[ 60.83521445 214.16478555] ; [ 37.16478555 130.83521445],1
a4,1,0.0,42.510812,[159 115] ; [ 44 124],[125.84162896 148.15837104] ; [77.15837104 90.84162896],1
a5,1,0.0,34.365441,[221  54] ; [91 77],[193.67945824  81.32054176] ; [118.32054176  49.67945824],1
u1,1,0.0,31.889412,[ 63 212] ; [  5 163],[ 42.21218962 232.78781038] ; [ 25.78781038 142.21218962],1
a3,1,0.0,28.398809,[214  60] ; [90 77],[188.87981859  85.12018141] ; [115.12018141  51.87981859],1
a6,1,0.000132,14.616657,[208  67] ; [98 70],[189.95485327  85.04514673] ; [116.04514673  51.95485327],1
v2,1,0.000388,12.591146,[157 106] ; [69 95],[139.19906323 123.80093677] ; [86.80093677 77.19906323],1
p4,1,0.00285,8.901143,[154 117] ; [69 95],[138.92643678 132.07356322] ; [84.07356322 79.92643678],0
r1,1,0.005469,7.717549,[218  54] ; [115  53],[205.85454545  66.14545455] ; [127.14545455  40.85454545],0
r2,1,0.014088,6.027062,[253  16] ; [144  21],[246.06682028  22.93317972] ; [150.93317972  14.06682028],0
n6,1,0.016413,5.758071,[224  50] ; [118  46],[213.94520548  60.05479452] ; [128.05479452  35.94520548],0
n2,1,0.030791,4.664597,[46 27] ; [33  7],[51.03539823 21.96460177] ; [27.96460177 12.03539823],0
n4,1,0.033294,4.5306,[201  74] ; [106  61],[191.00678733  83.99321267] ; [115.99321267  51.00678733],0
v1,1,0.03414,4.487674,[135 135] ; [64 98],[124.375 145.625] ; [74.625 87.375],0
v3,1,0.052744,3.752021,[ 90 172] ; [ 42 123],[ 80.99297424 181.00702576] ; [ 51.00702576 113.99297424],0
a7,1,0.054744,3.689858,[214  61] ; [117  51],[205.47404063  69.52595937] ; [125.52595937  42.47404063],0
p6,1,0.059491,3.55151,[ 79 188] ; [ 35 129],[ 70.62180974 196.37819026] ; [ 43.37819026 120.62180974],0
p10,1,0.087301,2.923445,[208  65] ; [112  51],[200.36697248  72.63302752] ; [119.63302752  43.36697248],0
s4,1,0.120204,2.414663,[ 34 235] ; [ 30 136],[ 39.57701149 229.42298851] ; [ 24.42298851 141.57701149],0
p1,1,0.191609,1.705204,[ 20 254] ; [  7 159],[ 16.81363636 257.18636364] ; [ 10.18636364 155.81363636],0
b1,1,0.204358,1.61095,[ 98 177] ; [70 98],[104.28893905 170.71106095] ; [ 63.71106095 104.28893905],0
a1,1,0.209909,1.572051,[ 12 263] ; [ 12 156],[ 14.89841986 260.10158014] ; [  9.10158014 158.89841986],0
n5,1,0.227232,1.458101,[186  89] ; [101  62],[180.19406393  94.80593607] ; [106.80593607  56.19406393],0
r4,1,0.234029,1.416202,[233  42] ; [135  33],[228.44243792  46.55756208] ; [139.55756208  28.44243792],0
p9,1,0.251345,1.315811,[211  58] ; [120  43],[206.1087963  62.8912037] ; [124.8912037  38.1087963],0
p5,1,0.28525,1.141906,[ 24 249] ; [ 10 157],[ 21.09545455 251.90454545] ; [ 12.90454545 154.09545455],0
p3,1,0.293532,1.10335,[116 155] ; [ 63 104],[110.75114155 160.24885845] ; [68.24885845 98.75114155],0
p12,1,0.302025,1.065233,[ 14 259] ; [  5 159],[ 11.86956522 261.13043478] ; [  7.13043478 156.86956522],0
s7,1,0.315993,1.005462,[ 73 189] ; [ 38 124],[ 68.58962264 193.41037736] ; [ 42.41037736 119.58962264],0
p11,1,0.322278,0.97968,[205  70] ; [118  50],[200.50790068  74.49209932] ; [122.49209932  45.50790068],0
n1,1,0.372209,0.796277,[22 51] ; [15 24],[24.11607143 48.88392857] ; [12.88392857 26.11607143],0
p8,1,0.396137,0.720021,[123 146] ; [69 97],[118.73103448 150.26896552] ; [73.26896552 92.73103448],0
n3,1,0.454034,0.560561,[50 22] ; [25 15],[48.21428571 23.78571429] ; [26.78571429 13.21428571],0
s3,1,0.454951,0.558289,[108 162] ; [72 93],[111.72413793 158.27586207] ; [68.27586207 96.72413793],0
v4,1,0.470803,0.52009,[250  24] ; [148  18],[247.84545455  26.15454545] ; [150.15454545  15.84545455],0
p7,1,0.51606,0.42176,[154 115] ; [87 74],[150.76511628 118.23488372] ; [90.23488372 70.76511628],0
b2,1,0.54101,0.37367,[ 55 101] ; [26 57],[ 52.87029289 103.12970711] ; [28.12970711 54.87029289],0
b3,1,0.54101,0.37367,[ 55 101] ; [26 57],[ 52.87029289 103.12970711] ; [28.12970711 54.87029289],0
a8,1,0.587547,0.294191,[ 25 221] ; [ 19 141],[ 26.66009852 219.33990148] ; [ 17.33990148 142.66009852],0
u2,1,0.642105,0.216,[32 28] ; [43 32],[33.33333333 26.66666667] ; [41.66666667 33.33333333],0
s1,1,0.670521,0.180993,[  8 266] ; [  6 158],[  8.75799087 265.24200913] ; [  5.24200913 158.75799087],0
r3,1,0.673719,0.177283,[253  20] ; [152  14],[251.85649203  21.14350797] ; [153.14350797  12.85649203],0
p2,1,0.685691,0.16379,[213  57] ; [129  38],[211.30434783  58.69565217] ; [130.69565217  36.30434783],0
s5,1,0.756559,0.096102,[ 72 195] ; [ 42 122],[ 70.62180974 196.37819026] ; [ 43.37819026 120.62180974],0
u3,1,0.779479,0.078399,[34 27] ; [40 35],[33.19117647 27.80882353] ; [40.80882353 34.19117647],0
s6,1,0.830777,0.04567,[142 128] ; [84 79],[140.92378753 129.07621247] ; [85.07621247 77.92378753],0
b4,1,0.843207,0.039122,[166 109] ; [103  65],[166.98645598 108.01354402] ; [102.01354402  65.98645598],0
s2,1,0.870974,0.026381,[ 96 177] ; [ 60 107],[ 96.79090909 176.20909091] ; [ 59.20909091 107.79090909],0
b5,1,0.8815,0.022221,[165 110] ; [102  66],[165.74492099 109.25507901] ; [101.25507901  66.74492099],0
