Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.00089,11.042887,[ 3 10] ; [10  1],[7.04166667 5.95833333] ; [5.95833333 5.04166667],1
s3,1,0.014306,6.0,[3 9] ; [9 3],[6. 6.] ; [6. 6.],0
r1,1,0.035366,4.427401,[7 6] ; [11  1],[9.36 3.64] ; [8.64 3.36],0
d3,1,0.053005,3.743768,[6 7] ; [10  2],[8.32 4.68] ; [7.68 4.32],0
b5,1,0.07222,3.231838,[10  3] ; [5 7],[7.8 5.2] ; [7.2 4.8],0
a6,1,0.158464,1.988823,[8 5] ; [4 8],[6.24 6.76] ; [5.76 6.24],0
u3,1,0.196706,1.666667,[3 2] ; [1 4],[2. 3.] ; [2. 3.],0
b2,1,0.205054,1.606004,[4 3] ; [3 8],[2.72222222 4.27777778] ; [4.27777778 6.72222222],0
b3,1,0.205054,1.606004,[4 3] ; [3 8],[2.72222222 4.27777778] ; [4.27777778 6.72222222],0
p7,1,0.264589,1.244589,[6 6] ; [8 3],[7.30434783 4.69565217] ; [6.69565217 4.30434783],0
d5,1,0.270948,1.211939,[7 6] ; [9 3],[8.32 4.68] ; [7.68 4.32],0
v1,1,0.28255,1.154783,[7 4] ; [10  2],[8.13043478 2.86956522] ; [8.86956522 3.13043478],0
a2,1,0.315086,1.009234,[ 3 10] ; [ 1 11],[ 2.08 10.92] ; [ 1.92 10.08],0
n4,1,0.315086,1.009234,[10  3] ; [11  1],[10.92  2.08] ; [10.08  1.92],0
s2,1,0.320423,0.987221,[5 8] ; [7 5],[6.24 6.76] ; [5.76 6.24],0
a4,1,0.3268,0.961538,[4 9] ; [6 6],[5.2 7.8] ; [4.8 7.2],0
s6,1,0.345779,0.888889,[8 4] ; [10  2],[9. 3.] ; [9. 3.],0
p4,1,0.407626,0.685714,[6 6] ; [8 4],[7. 5.] ; [7. 5.],0
n1,1,0.414216,0.666667,[1 2] ; [2 1],[1.5 1.5] ; [1.5 1.5],0
v3,1,0.414216,0.666667,[5 7] ; [7 5],[6. 6.] ; [6. 6.],0
a7,1,0.470989,0.519655,[8 5] ; [9 3],[8.84 4.16] ; [8.16 3.84],0
u2,1,0.527089,0.4,[3 2] ; [2 3],[2.5 2.5] ; [2.5 2.5],0
p12,1,0.537094,0.380952,[ 2 10] ; [ 1 11],[ 1.5 10.5] ; [ 1.5 10.5],0
d1,1,0.542541,0.37085,[6 7] ; [7 5],[6.76 6.24] ; [6.24 5.76],0
d2,1,0.542541,0.37085,[7 6] ; [5 7],[6.24 6.76] ; [5.76 6.24],0
a5,1,0.568261,0.3256,[10  3] ; [8 4],[9.36 3.64] ; [8.64 3.36],0
b4,1,0.570632,0.321626,[9 4] ; [7 5],[8.32 4.68] ; [7.68 4.32],0
r2,1,0.587793,0.293803,[11  2] ; [11  1],[11.44  1.56] ; [10.56  1.44],0
v4,1,0.587793,0.293803,[11  2] ; [11  1],[11.44  1.56] ; [10.56  1.44],0
p2,1,0.653368,0.201681,[9 3] ; [8 4],[8.5 3.5] ; [8.5 3.5],0
p6,1,0.67329,0.177778,[4 8] ; [5 7],[4.5 7.5] ; [4.5 7.5],0
s5,1,0.682046,0.167832,[6 6] ; [7 5],[6.5 5.5] ; [6.5 5.5],0
d4,1,0.688921,0.160256,[10  3] ; [10  2],[10.4  2.6] ; [9.6 2.4],0
r4,1,0.688921,0.160256,[10  3] ; [10  2],[10.4  2.6] ; [9.6 2.4],0
p1,1,0.688921,0.160256,[ 3 10] ; [ 2 10],[ 2.6 10.4] ; [2.4 9.6],0
p8,1,0.789561,0.071225,[8 5] ; [8 4],[8.32 4.68] ; [7.68 4.32],0
n3,1,0.80915,0.058333,[3 1] ; [2 1],[2.85714286 1.14285714] ; [2.14285714 0.85714286],0
n2,1,0.80915,0.058333,[3 1] ; [2 1],[2.85714286 1.14285714] ; [2.14285714 0.85714286],0
b1,1,0.847501,0.036982,[7 6] ; [6 6],[6.76 6.24] ; [6.24 5.76],0
a3,1,0.87018,0.026709,[8 5] ; [7 5],[7.8 5.2] ; [7.2 4.8],0
p11,1,0.910443,0.012652,[10  3] ; [9 3],[9.88 3.12] ; [9.12 2.88],0
r3,1,0.930388,0.007631,[11  2] ; [10  2],[10.92  2.08] ; [10.08  1.92],0
n6,1,0.930388,0.007631,[11  2] ; [10  2],[10.92  2.08] ; [10.08  1.92],0
n5,1,0.930388,0.007631,[11  2] ; [10  2],[10.92  2.08] ; [10.08  1.92],0
s1,1,0.952933,0.003484,[ 1 12] ; [ 1 11],[ 1.04 11.96] ; [ 0.96 11.04],0
p9,1,0.952933,0.003484,[12  1] ; [11  1],[11.96  1.04] ; [11.04  0.96],0
v2,1,1.0,0.0,[5 7] ; [5 7],[5. 7.] ; [5. 7.],0
a8,1,1.0,0.0,[2 9] ; [2 9],[2. 9.] ; [2. 9.],0
