Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,2e-05,18.18985,[ 2 15] ; [50 23],[9.82222222 7.17777778] ; [42.17777778 30.82222222],1
s3,1,9.1e-05,15.318235,[ 3 14] ; [50 22],[10.12359551  6.87640449] ; [42.87640449 29.12359551],1
r4,1,0.000113,14.899275,[11  6] ; [70  3],[15.3  1.7] ; [65.7  7.3],1
s7,1,0.001734,9.812158,[ 7 10] ; [54 14],[12.2  4.8] ; [48.8 19.2],0
n4,1,0.003101,8.747288,[11  6] ; [67  6],[14.73333333  2.26666667] ; [63.26666667  9.73333333],0
p6,1,0.00624,7.479787,[ 5 11] ; [49 23],[9.81818182 6.18181818] ; [44.18181818 27.81818182],0
p8,1,0.024388,5.066821,[10  7] ; [61 12],[13.41111111  3.58888889] ; [57.58888889 15.41111111],0
s8,1,0.051711,3.78509,[ 7 10] ; [48 24],[10.50561798  6.49438202] ; [44.49438202 27.50561798],0
s5,1,0.074253,3.186409,[8 9] ; [49 21],[11.13793103  5.86206897] ; [45.86206897 24.13793103],0
r3,1,0.091597,2.846089,[14  3] ; [69  4],[15.67777778  1.32222222] ; [67.32222222  5.67777778],0
n6,1,0.095763,2.774726,[14  3] ; [68  4],[15.66292135  1.33707865] ; [66.33707865  5.66292135],0
n5,1,0.114011,2.497717,[13  4] ; [66  7],[14.92222222  2.07777778] ; [64.07777778  8.92222222],0
p4,1,0.177537,1.818125,[13  4] ; [64  8],[14.70786517  2.29213483] ; [62.29213483  9.70786517],0
u1,1,0.185245,1.755036,[ 1 16] ; [14 59],[ 2.83333333 14.16666667] ; [12.16666667 60.83333333],0
p3,1,0.206579,1.595243,[11  6] ; [57 15],[12.98876404  4.01123596] ; [55.01123596 16.98876404],0
p12,1,0.265615,1.239252,[ 3 13] ; [24 49],[ 4.85393258 11.14606742] ; [22.14606742 50.85393258],0
r1,1,0.281392,1.160355,[12  5] ; [60 13],[13.6  3.4] ; [58.4 14.6],0
v2,1,0.29619,1.09127,[12  4] ; [44 28],[10.18181818  5.81818182] ; [45.81818182 26.18181818],0
p7,1,0.322308,0.979558,[12  5] ; [57 13],[13.48275862  3.51724138] ; [55.51724138 14.48275862],0
v1,1,0.343568,0.897072,[13  3] ; [50 22],[11.45454545  4.54545455] ; [51.54545455 20.45454545],0
b5,1,0.345533,0.889795,[ 6 11] ; [35 38],[7.74444444 9.25555556] ; [33.25555556 39.74444444],0
a8,1,0.357823,0.84552,[ 1 15] ; [10 57],[ 2.12048193 13.87951807] ; [ 8.87951807 58.12048193],0
a7,1,0.371769,0.797744,[11  6] ; [55 18],[12.46666667  4.53333333] ; [53.53333333 19.46666667],0
u3,1,0.416793,0.659341,[4 1] ; [9 6],[3.25 1.75] ; [9.75 5.25],0
b2,1,0.420095,0.65005,[8 5] ; [25 26],[6.703125 6.296875] ; [26.296875 24.703125],0
b3,1,0.420095,0.65005,[8 5] ; [25 26],[6.703125 6.296875] ; [26.296875 24.703125],0
a3,1,0.428532,0.626799,[12  5] ; [58 15],[13.22222222  3.77777778] ; [56.77777778 16.22222222],0
b1,1,0.509481,0.435133,[8 9] ; [28 45],[ 6.8 10.2] ; [29.2 43.8],0
n3,1,0.518217,0.41744,[3 1] ; [8 6],[2.44444444 1.55555556] ; [8.55555556 5.44444444],0
p2,1,0.571523,0.32014,[15  1] ; [65  8],[14.38202247  1.61797753] ; [65.61797753  7.38202247],0
u2,1,0.573138,0.31746,[3 2] ; [11  4],[3.5 1.5] ; [10.5  4.5],0
p11,1,0.628626,0.233928,[16  1] ; [66  7],[15.48888889  1.51111111] ; [66.51111111  6.48888889],0
b4,1,0.653933,0.200977,[9 8] ; [43 30],[9.82222222 7.17777778] ; [42.17777778 30.82222222],0
d4,1,0.69312,0.155728,[14  3] ; [62 10],[14.51685393  2.48314607] ; [61.48314607 10.51685393],0
a5,1,0.69757,0.151012,[14  3] ; [57 16],[13.41111111  3.58888889] ; [57.58888889 15.41111111],0
a4,1,0.730707,0.118464,[8 9] ; [31 42],[7.36666667 9.63333333] ; [31.63333333 41.36666667],0
v3,1,0.759131,0.094017,[10  6] ; [42 30],[9.45454545 6.54545455] ; [42.54545455 29.45454545],0
d5,1,0.768625,0.086538,[14  3] ; [57 15],[13.56179775  3.43820225] ; [57.43820225 14.56179775],0
r2,1,0.787699,0.072522,[15  2] ; [66  7],[15.3  1.7] ; [65.7  7.3],0
p1,1,0.831588,0.045226,[ 4 13] ; [19 54],[ 4.34444444 12.65555556] ; [18.65555556 54.34444444],0
a6,1,0.865512,0.028684,[11  6] ; [45 27],[10.69662921  6.30337079] ; [45.30337079 26.69662921],0
d3,1,0.877747,0.023662,[11  6] ; [48 24],[11.26966292  5.73033708] ; [47.73033708 24.26966292],0
a2,1,0.884517,0.021096,[ 3 14] ; [14 59],[ 3.21111111 13.78888889] ; [13.78888889 59.21111111],0
d1,1,0.896254,0.017003,[11  6] ; [46 27],[10.76666667  6.23333333] ; [46.23333333 26.76666667],0
d2,1,0.908288,0.013271,[9 8] ; [37 35],[8.78651685 8.21348315] ; [37.21348315 34.78651685],0
v4,1,0.947923,0.004266,[16  1] ; [69  4],[16.05555556  0.94444444] ; [68.94444444  4.05555556],0
n1,1,1.0,0.0,[2 2] ; [7 7],[2. 2.] ; [7. 7.],0
