Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.0,37.96969,[31 48] ; [64  9],[49.375 29.625] ; [45.625 27.375],1
s3,1,0.0,37.58948,[21 58] ; [57 18],[40.01298701 38.98701299] ; [37.98701299 37.01298701],1
s7,1,0.0,36.926154,[17 59] ; [49 18],[35.07692308 40.92307692] ; [30.92307692 36.07692308],1
s8,1,0.0,26.204692,[13 66] ; [42 33],[28.21428571 50.78571429] ; [26.78571429 48.21428571],1
p9,1,7e-06,20.174936,[36 40] ; [61 13],[49.14666667 26.85333333] ; [47.85333333 26.14666667],1
s5,1,6.6e-05,15.909979,[16 62] ; [35 32],[27.43448276 50.56551724] ; [23.56551724 43.43448276],1
v2,1,0.000166,14.180983,[28 50] ; [48 24],[39.52 38.48] ; [36.48 35.52],1
p4,1,0.0002,13.831633,[25 53] ; [46 28],[36.43421053 41.56578947] ; [34.56578947 39.43421053],1
r3,1,0.000632,11.678342,[59 20] ; [71  4],[66.68831169 12.31168831] ; [63.31168831 11.68831169],1
p10,1,0.00131,10.327948,[32 46] ; [49 24],[41.8410596 36.1589404] ; [39.1589404 33.8410596],0
p6,1,0.001618,9.939411,[15 62] ; [32 42],[23.96688742 53.03311258] ; [23.03311258 50.96688742],0
r4,1,0.0038,8.376838,[55 25] ; [66  9],[62.4516129 17.5483871] ; [58.5483871 16.4516129],0
p2,1,0.008491,6.926948,[39 40] ; [52 22],[46.9869281 32.0130719] ; [44.0130719 29.9869281],0
v1,1,0.008728,6.877645,[27 53] ; [41 34],[35.09677419 44.90322581] ; [32.90322581 42.09677419],0
u1,1,0.019739,5.434841,[12 68] ; [23 52],[18.06451613 61.93548387] ; [16.93548387 58.06451613],0
n6,1,0.024077,5.089052,[48 31] ; [56 16],[54.41059603 24.58940397] ; [49.58940397 22.41059603],0
n3,1,0.028246,4.812998,[19 15] ; [20  4],[22.86206897 11.13793103] ; [16.13793103  7.86206897],0
v3,1,0.036905,4.354805,[20 55] ; [31 41],[26.02040816 48.97959184] ; [24.97959184 47.02040816],0
v4,1,0.047042,3.943877,[64 15] ; [69  6],[68.22727273 10.77272727] ; [64.77272727 10.22727273],0
s4,1,0.048175,3.903875,[12 68] ; [21 54],[17.03225806 62.96774194] ; [15.96774194 59.03225806],0
p3,1,0.078922,3.08696,[25 53] ; [34 40],[30.27631579 47.72368421] ; [28.72368421 45.27631579],0
r1,1,0.084043,2.984927,[55 23] ; [61 13],[59.52631579 18.47368421] ; [56.47368421 17.52631579],0
s1,1,0.093296,2.816562,[ 3 76] ; [ 8 66],[ 5.67973856 73.32026144] ; [ 5.32026144 68.67973856],0
r2,1,0.097411,2.747429,[70  7] ; [72  2],[72.41059603  4.58940397] ; [69.58940397  4.41059603],0
u2,1,0.139445,2.184076,[ 3 12] ; [6 7],[ 4.82142857 10.17857143] ; [4.17857143 8.82142857],0
p7,1,0.25283,1.307597,[35 42] ; [40 33],[38.5 38.5] ; [36.5 36.5],0
d3,1,0.26183,1.259054,[54 26] ; [56 18],[57.14285714 22.85714286] ; [52.85714286 21.14285714],0
p12,1,0.280079,1.166706,[ 1 78] ; [ 3 71],[ 2.06535948 76.93464052] ; [ 1.93464052 72.06535948],0
n2,1,0.296757,1.088711,[23 14] ; [18  6],[24.86885246 12.13114754] ; [16.13114754  7.86885246],0
d4,1,0.325254,0.967703,[62 18] ; [62 12],[64.41558442 15.58441558] ; [59.58441558 14.41558442],0
a6,1,0.37808,0.776937,[52 28] ; [53 21],[54.54545455 25.45454545] ; [50.45454545 23.54545455],0
d2,1,0.390076,0.738706,[47 32] ; [49 25],[49.56862745 29.43137255] ; [46.43137255 27.56862745],0
a8,1,0.406426,0.689231,[ 9 66] ; [11 54],[10.71428571 64.28571429] ; [ 9.28571429 55.71428571],0
n1,1,0.460737,0.544102,[18 17] ; [10 14],[16.61016949 18.38983051] ; [11.38983051 12.61016949],0
d1,1,0.502476,0.449704,[47 33] ; [48 27],[49.03225806 30.96774194] ; [45.96774194 29.03225806],0
p5,1,0.503493,0.447567,[ 5 72] ; [ 3 71],[ 4.0794702 72.9205298] ; [ 3.9205298 70.0794702],0
a2,1,0.527944,0.398347,[26 54] ; [28 47],[27.87096774 52.12903226] ; [26.12903226 48.87096774],0
n5,1,0.585798,0.296954,[51 28] ; [44 29],[49.375 29.625] ; [45.625 27.375],0
a7,1,0.586209,0.296304,[57 22] ; [57 18],[58.48051948 20.51948052] ; [55.51948052 19.48051948],0
u3,1,0.603332,0.27,[6 9] ; [6 6],[6.66666667 8.33333333] ; [5.33333333 6.66666667],0
a1,1,0.627676,0.235225,[ 7 73] ; [ 5 70],[ 6.19354839 73.80645161] ; [ 5.80645161 69.19354839],0
b4,1,0.795247,0.067342,[41 39] ; [40 35],[41.80645161 38.19354839] ; [39.19354839 35.80645161],0
a4,1,0.807745,0.059213,[48 31] ; [47 28],[48.73376623 30.26623377] ; [46.26623377 28.73376623],0
d5,1,0.812831,0.056062,[67 13] ; [63 11],[67.53246753 12.46753247] ; [62.46753247 11.53246753],0
b2,1,0.82061,0.05142,[17 28] ; [12 22],[16.51898734 28.48101266] ; [12.48101266 21.51898734],0
b3,1,0.82061,0.05142,[17 28] ; [12 22],[16.51898734 28.48101266] ; [12.48101266 21.51898734],0
n4,1,0.840653,0.040425,[54 25] ; [51 22],[54.57236842 24.42763158] ; [50.42763158 22.57236842],0
p8,1,0.867611,0.027787,[24 53] ; [24 50],[24.47682119 52.52317881] ; [23.52317881 50.47682119],0
p1,1,0.888139,0.019785,[ 6 74] ; [ 6 68],[ 6.23376623 73.76623377] ; [ 5.76623377 68.23376623],0
b1,1,0.925606,0.008719,[41 39] ; [39 36],[41.29032258 38.70967742] ; [38.70967742 36.29032258],0
a3,1,0.949509,0.00401,[65 14] ; [62 13],[65.14935065 13.85064935] ; [61.85064935 13.14935065],0
b5,1,0.991507,0.000113,[49 31] ; [46 29],[49.03225806 30.96774194] ; [45.96774194 29.03225806],0
