Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,48.869388,[203  47] ; [44 57],[175.92592593  74.07407407] ; [71.07407407 29.92592593],1
a4,1,0.0,46.542566,[150 100] ; [20 81],[121.08262108 128.91737892] ; [48.91737892 52.08262108],1
d2,1,0.0,35.84721,[148 101] ; [24 76],[122.71633238 126.28366762] ; [49.28366762 50.71633238],1
u1,1,0.0,28.40328,[ 72 179] ; [ 3 98],[ 53.48011364 197.51988636] ; [21.51988636 79.48011364],1
n4,1,2e-06,22.972478,[203  47] ; [57 44],[185.18518519  64.81481481] ; [74.81481481 26.18518519],1
d5,1,2e-06,22.943198,[217  33] ; [65 36],[200.85470085  49.14529915] ; [81.14529915 19.85470085],1
d1,1,3e-06,22.147542,[161  90] ; [37 64],[141.1875 109.8125] ; [56.8125 44.1875],1
a6,1,1.5e-05,18.689109,[190  60] ; [53 48],[173.07692308  76.92307692] ; [69.92307692 31.07692308],1
p9,1,0.000712,11.457391,[198  52] ; [61 38],[185.53008596  64.46991404] ; [73.46991404 25.53008596],1
d4,1,0.000825,11.185203,[217  33] ; [71 28],[206.30372493  43.69627507] ; [81.69627507 17.30372493],1
s7,1,0.001268,10.38854,[122 117] ; [30 65],[108.76646707 130.23353293] ; [43.23353293 51.76646707],0
d3,1,0.006436,7.424089,[181  69] ; [58 43],[170.22792023  79.77207977] ; [68.77207977 32.22792023],0
p4,1,0.009435,6.738667,[118 132] ; [32 68],[107.14285714 142.85714286] ; [42.85714286 57.14285714],0
s5,1,0.014005,6.037504,[ 79 165] ; [18 77],[ 69.81710914 174.18289086] ; [27.18289086 67.81710914],0
p10,1,0.015982,5.80487,[188  61] ; [62 37],[178.87931034  70.12068966] ; [71.12068966 27.87931034],0
b2,1,0.025634,4.98056,[66 95] ; [13 41],[ 59.15813953 101.84186047] ; [19.84186047 34.15813953],0
b3,1,0.025634,4.98056,[66 95] ; [13 41],[ 59.15813953 101.84186047] ; [19.84186047 34.15813953],0
p3,1,0.030188,4.698535,[ 92 158] ; [25 76],[ 83.33333333 166.66666667] ; [33.66666667 67.33333333],0
a1,1,0.042216,4.126506,[ 15 236] ; [  1 100],[ 11.40909091 239.59090909] ; [ 4.59090909 96.40909091],0
p12,1,0.046273,3.971631,[ 19 231] ; [ 2 98],[ 15. 235.] ; [ 6. 94.],0
p2,1,0.046989,3.945798,[185  65] ; [64 37],[177.35042735  72.64957265] ; [71.64957265 29.35042735],0
n5,1,0.050232,3.833683,[175  72] ; [60 40],[167.27665706  79.72334294] ; [67.72334294 32.27665706],0
s6,1,0.054583,3.694784,[169  80] ; [57 43],[161.24355301  87.75644699] ; [64.75644699 35.24355301],0
s8,1,0.072852,3.217561,[105 145] ; [32 69],[ 97.57834758 152.42165242] ; [39.42165242 61.57834758],0
r4,1,0.087841,2.91351,[233  18] ; [88 13],[228.89488636  22.10511364] ; [92.10511364  8.89488636],0
v2,1,0.101692,2.678806,[138 103] ; [44 49],[131.32335329 109.67664671] ; [50.67664671 42.32335329],0
r2,1,0.119702,2.421221,[241   8] ; [94  7],[238.32857143  10.67142857] ; [96.67142857  4.32857143],0
s2,1,0.130643,2.284853,[130 118] ; [43 56],[123.6426513 124.3573487] ; [49.3573487 49.6426513],0
p1,1,0.131645,2.273,[ 10 240] ; [ 8 93],[ 12.82051282 237.17948718] ; [ 5.17948718 95.82051282],0
v4,1,0.140151,2.176306,[236  12] ; [91  9],[233.03448276  14.96551724] ; [93.96551724  6.03448276],0
a7,1,0.141914,2.157076,[183  68] ; [65 35],[177.34472934  73.65527066] ; [70.65527066 29.34472934],0
n6,1,0.157204,2.000917,[201  47] ; [75 26],[196.1260745  51.8739255] ; [79.8739255 21.1260745],0
s4,1,0.160995,1.964851,[ 45 203] ; [12 88],[ 40.62068966 207.37931034] ; [16.37931034 83.62068966],0
u3,1,0.161696,1.958294,[28 20] ; [40 16],[31.38461538 16.61538462] ; [36.61538462 19.38461538],0
s1,1,0.170238,1.880847,[ 11 237] ; [ 8 90],[ 13.61849711 234.38150289] ; [ 5.38150289 92.61849711],0
v3,1,0.185806,1.750562,[ 91 147] ; [29 66],[ 85.76576577 152.23423423] ; [34.23423423 60.76576577],0
p6,1,0.189649,1.72034,[ 59 191] ; [17 82],[ 54.44126074 195.55873926] ; [21.55873926 77.44126074],0
v1,1,0.203113,1.619849,[122 122] ; [42 57],[116.66472303 127.33527697] ; [47.33527697 51.66472303],0
