Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,72.271432,[ 33 112] ; [79 23],[65.74898785 79.25101215] ; [46.25101215 55.74898785],1
s2,1,0.0,59.67112,[ 37 116] ; [77 29],[67.34362934 85.65637066] ; [46.65637066 59.34362934],1
s6,1,0.0,55.754082,[57 96] ; [87 16],[86.0625 66.9375] ; [57.9375 45.0625],1
p10,1,0.0,27.74322,[84 68] ; [90 14],[103.3125  48.6875] ; [70.6875 33.3125],1
s3,1,0.0,27.654692,[58 93] ; [76 30],[78.73151751 72.26848249] ; [55.26848249 50.73151751],1
p3,1,1e-06,24.693797,[ 44 110] ; [63 43],[63.37692308 90.62307692] ; [43.62307692 62.37692308],1
p9,1,1e-05,19.426114,[95 57] ; [91 13],[110.4375  41.5625] ; [75.5625 28.4375],1
p6,1,2.2e-05,18.014806,[ 29 120] ; [46 58],[ 44.16996047 104.83003953] ; [30.83003953 73.16996047],1
v3,1,4e-05,16.894714,[ 34 115] ; [49 54],[49.07539683 99.92460317] ; [33.92460317 69.07539683],1
a5,1,8.9e-05,15.347776,[83 72] ; [82 24],[97.98850575 57.01149425] ; [67.01149425 38.98850575],1
r3,1,0.000127,14.684233,[121  34] ; [101   5],[131.83908046  23.16091954] ; [90.16091954 15.83908046],1
r4,1,0.000138,14.529843,[102  53] ; [92 14],[115.21072797  39.78927203] ; [78.78927203 27.21072797],1
p4,1,0.000176,14.072966,[54 97] ; [63 43],[68.74319066 82.25680934] ; [48.25680934 57.74319066],1
v1,1,0.000545,11.956508,[57 96] ; [61 42],[70.5234375 82.4765625] ; [47.4765625 55.5234375],1
p8,1,0.000551,11.935986,[ 50 103] ; [56 47],[63.3515625 89.6484375] ; [42.6484375 60.3515625],1
v4,1,0.000624,11.70423,[123  30] ; [100   5],[132.24418605  20.75581395] ; [90.75581395 14.24418605],1
n4,1,0.000647,11.636471,[100  55] ; [88 17],[112.07692308  42.92307692] ; [75.92307692 29.07692308],1
a3,1,0.001085,10.676538,[89 65] ; [82 24],[101.28461538  52.71538462] ; [69.71538462 36.28461538],0
r1,1,0.00219,9.38294,[90 65] ; [81 25],[101.55172414  53.44827586] ; [69.44827586 36.55172414],0
p7,1,0.002278,9.310617,[73 79] ; [70 34],[84.90625 67.09375] ; [58.09375 45.90625],0
n6,1,0.002515,9.129948,[105  49] ; [89 16],[115.35135135  38.64864865] ; [78.64864865 26.35135135],0
d5,1,0.003155,8.715596,[94 61] ; [82 23],[104.92307692  50.07692308] ; [71.07692308 33.92307692],0
p11,1,0.004932,7.904188,[101  54] ; [86 20],[111.05363985  43.94636015] ; [75.94636015 30.05363985],0
d1,1,0.005372,7.749585,[ 55 100] ; [56 50],[65.91954023 89.08045977] ; [45.08045977 60.91954023],0
n5,1,0.006955,7.284617,[101  53] ; [85 20],[110.59459459  43.40540541] ; [75.40540541 29.59459459],0
u3,1,0.008603,6.903409,[21 45] ; [15  9],[26.4 39.6] ; [ 9.6 14.4],0
d4,1,0.014328,5.997308,[100  54] ; [83 22],[108.81081081  45.18918919] ; [74.18918919 30.81081081],0
s5,1,0.019671,5.440817,[ 39 111] ; [40 60],[ 47.4 102.6] ; [31.6 68.4],0
n1,1,0.026675,4.911705,[19 40] ; [16 12],[23.73563218 35.26436782] ; [11.26436782 16.73563218],0
d2,1,0.027156,4.880839,[61 92] ; [57 49],[69.70656371 83.29343629] ; [48.29343629 57.70656371],0
v2,1,0.027209,4.877491,[60 89] ; [55 46],[68.54 80.46] ; [46.46 54.54],0
u2,1,0.035269,4.432117,[27 38] ; [16  8],[31.40449438 33.59550562] ; [11.59550562 12.40449438],0
b1,1,0.037768,4.315458,[66 89] ; [59 47],[74.23371648 80.76628352] ; [50.76628352 55.23371648],0
r2,1,0.040064,4.215183,[127  25] ; [96  8],[132.40625  19.59375] ; [90.59375 13.40625],0
b2,1,0.040356,4.202866,[29 60] ; [38 41],[35.49404762 53.50595238] ; [31.50595238 47.49404762],0
