Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,152.134856,[114  27] ; [ 53 230],[55.53537736 85.46462264] ; [111.46462264 171.53537736],1
s6,1,0.0,62.309717,[114  27] ; [114 169],[75.82075472 65.17924528] ; [152.17924528 130.82075472],1
s5,1,0.0,41.027737,[66 76] ; [ 49 235],[ 38.33333333 103.66666667] ; [ 76.66666667 207.33333333],1
s7,1,0.0,40.293725,[64 76] ; [ 46 230],[ 37.01923077 102.98076923] ; [ 72.98076923 203.01923077],1
s4,1,8e-06,20.027421,[ 38 103] ; [ 29 256],[ 22.17605634 118.82394366] ; [ 44.82394366 240.17605634],1
s1,1,0.001899,9.644784,[  9 134] ; [  3 283],[  4. 139.] ; [  8. 278.],0
a7,1,0.003973,8.295978,[117  26] ; [198  90],[104.51276102  38.48723898] ; [210.48723898  77.51276102],0
p6,1,0.024909,5.030194,[51 92] ; [ 72 213],[ 41.09579439 101.90420561] ; [ 81.90420561 203.09579439],0
u1,1,0.034101,4.489655,[ 28 117] ; [ 34 255],[ 20.71428571 124.28571429] ; [ 41.28571429 247.71428571],0
a1,1,0.041893,4.139523,[ 10 135] ; [  8 281],[  6.01382488 138.98617512] ; [ 11.98617512 277.01382488],0
d4,1,0.046974,3.946332,[121  23] ; [218  70],[113.  31.] ; [226.  62.],0
p12,1,0.049901,3.844774,[ 12 132] ; [ 11 276],[  7.68445476 136.31554524] ; [ 15.31554524 271.68445476],0
a2,1,0.063541,3.442465,[ 36 109] ; [ 50 239],[ 28.73271889 116.26728111] ; [ 57.26728111 231.73271889],0
p10,1,0.066998,3.355068,[118  25] ; [212  72],[110.51522248  32.48477752] ; [219.48477752  64.51522248],0
p7,1,0.086721,2.934216,[89 50] ; [157 127],[80.83687943 58.16312057] ; [165.16312057 118.83687943],0
p4,1,0.109917,2.555414,[85 59] ; [145 140],[77.2027972 66.7972028] ; [152.7972028 132.2027972],0
r4,1,0.115174,2.481755,[130  15] ; [243  46],[124.61981567  20.38018433] ; [248.38018433  40.61981567],0
