Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000115,14.879586,[25 93] ; [13  8],[32.25899281 85.74100719] ; [ 5.74100719 15.25899281],1
r2,1,0.591751,0.287617,[81 34] ; [16  5],[82.02205882 32.97794118] ; [14.97794118  6.02205882],0
d3,1,0.596081,0.280947,[59 57] ; [12  9],[60.11678832 55.88321168] ; [10.88321168 10.11678832],0
n4,1,0.60268,0.270973,[69 49] ; [11 10],[67.91366906 50.08633094] ; [12.08633094  8.91366906],0
d5,1,0.603728,0.26941,[71 46] ; [14  7],[72.06521739 44.93478261] ; [12.93478261  8.06521739],0
a6,1,0.625598,0.238078,[63 55] ; [10 11],[61.97122302 56.02877698] ; [11.02877698  9.97122302],0
a3,1,0.628648,0.233898,[60 58] ; [ 9 11],[59. 59.] ; [10. 10.],0
b3,1,0.73971,0.110382,[21 44] ; [3 8],[20.52631579 44.47368421] ; [3.47368421 7.52631579],0
b2,1,0.73971,0.110382,[21 44] ; [3 8],[20.52631579 44.47368421] ; [3.47368421 7.52631579],0
v2,1,0.743357,0.107198,[36 79] ; [ 7 13],[36.62962963 78.37037037] ; [ 6.37037037 13.62962963],0
u2,1,0.753927,0.098261,[21 36] ; [5 7],[21.47826087 35.52173913] ; [4.52173913 7.47826087],0
a2,1,0.766729,0.088005,[  9 109] ; [ 2 19],[  9.3381295 108.6618705] ; [ 1.6618705 19.3381295],0
n2,1,0.869456,0.027011,[26 16] ; [2 1],[26.13333333 15.86666667] ; [1.86666667 1.13333333],0
u3,1,0.90565,0.014049,[18 39] ; [4 8],[18.17391304 38.82608696] ; [3.82608696 8.17391304],0
v3,1,0.909206,0.013005,[26 91] ; [ 4 15],[25.80882353 91.19117647] ; [ 4.19117647 14.80882353],0
p12,1,0.919507,0.010212,[  5 112] ; [ 1 20],[  5.08695652 111.91304348] ; [ 0.91304348 20.08695652],0
r3,1,0.923797,0.009149,[88 29] ; [16  5],[88.17391304 28.82608696] ; [15.82608696  5.17391304],0
s4,1,0.928858,0.007971,[ 16 102] ; [ 3 18],[ 16.1294964 101.8705036] ; [ 2.8705036 18.1294964],0
a7,1,0.950278,0.003888,[66 51] ; [12  9],[66.13043478 50.86956522] ; [11.86956522  9.13043478],0
