Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,72.679786,[197 102] ; [ 3 55],[167.5070028 131.4929972] ; [32.4929972 25.5070028],1
d3,1,0.0,58.921052,[251  48] ; [21 36],[228.4494382  70.5505618] ; [43.5505618 13.4494382],1
d5,1,0.0,33.981117,[255  44] ; [30 28],[238.69747899  60.30252101] ; [46.30252101 11.69747899],1
d2,1,0.000125,14.716138,[143 155] ; [12 46],[129.74719101 168.25280899] ; [25.25280899 32.74719101],1
p1,1,0.001524,10.049702,[ 11 286] ; [ 8 49],[ 15.94067797 281.05932203] ; [ 3.05932203 53.94067797],0
u1,1,0.001611,9.94701,[ 54 245] ; [ 1 57],[ 46.06442577 252.93557423] ; [ 8.93557423 49.06442577],0
r3,1,0.001887,9.656476,[283  14] ; [48  9],[277.70338983  19.29661017] ; [53.29661017  3.70338983],0
a2,1,0.003446,8.554613,[ 79 220] ; [ 5 53],[ 70.35294118 228.64705882] ; [13.64705882 44.35294118],0
s1,1,0.005404,7.739075,[  8 284] ; [ 6 50],[ 11.74712644 280.25287356] ; [ 2.25287356 53.74712644],0
a6,1,0.005634,7.663869,[232  67] ; [35 23],[223.62184874  75.37815126] ; [43.37815126 14.62184874],0
v2,1,0.006734,7.34247,[157 127] ; [19 35],[147.8816568 136.1183432] ; [28.1183432 25.8816568],0
b4,1,0.010253,6.590341,[188 111] ; [26 32],[179.232493 119.767507] ; [34.767507 23.232493],0
a4,1,0.011269,6.422439,[127 172] ; [14 43],[118.4241573 180.5758427] ; [22.5758427 34.4241573],0
u2,1,0.012875,6.186167,[55 33] ; [10 18],[49.31034483 38.68965517] ; [15.68965517 12.31034483],0
a3,1,0.016809,5.716238,[209  90] ; [30 26],[201.29859155  97.70140845] ; [37.70140845 18.29859155],0
v4,1,0.022957,5.171721,[276  20] ; [48  9],[271.68271955  24.31728045] ; [52.31728045  4.68271955],0
r4,1,0.023942,5.098861,[261  38] ; [44 14],[255.44817927  43.55182073] ; [49.55182073  8.44817927],0
p11,1,0.041179,4.168637,[220  79] ; [35 23],[213.57142857  85.42857143] ; [41.42857143 16.57142857],0
a5,1,0.088477,2.901869,[214  85] ; [35 23],[208.54621849  90.45378151] ; [40.45378151 17.54621849],0
b2,1,0.097535,2.745398,[ 57 113] ; [ 5 23],[ 53.23232323 116.76767677] ; [ 8.76767677 19.23232323],0
b3,1,0.097535,2.745398,[ 57 113] ; [ 5 23],[ 53.23232323 116.76767677] ; [ 8.76767677 19.23232323],0
n3,1,0.098655,2.727154,[55 30] ; [16  3],[58.02884615 26.97115385] ; [12.97115385  6.02884615],0
v3,1,0.166722,1.912172,[ 99 188] ; [14 42],[ 94.55102041 192.44897959] ; [18.44897959 37.55102041],0
s6,1,0.172685,1.859482,[188 106] ; [31 26],[183.43589744 110.56410256] ; [35.56410256 21.43589744],0
u3,1,0.199074,1.649154,[53 35] ; [13 15],[50.06896552 37.93103448] ; [15.93103448 12.06896552],0
r2,1,0.208088,1.584678,[272  21] ; [51  7],[269.62678063  23.37321937] ; [53.37321937  4.62678063],0
r1,1,0.246012,1.345807,[239  58] ; [42 15],[235.75423729  61.24576271] ; [45.24576271 11.75423729],0
p4,1,0.28145,1.160077,[114 182] ; [18 40],[110.37288136 185.62711864] ; [21.62711864 36.37288136],0
p2,1,0.29608,1.091765,[234  65] ; [41 16],[230.96910112  68.03089888] ; [44.03089888 12.96910112],0
n2,1,0.310079,1.030341,[57 28] ; [15  4],[58.84615385 26.15384615] ; [13.15384615  5.84615385],0
b5,1,0.333924,0.933621,[205  94] ; [36 22],[201.84593838  97.15406162] ; [39.15406162 18.84593838],0
s2,1,0.335398,0.927945,[140 156] ; [23 34],[136.67988669 159.32011331] ; [26.32011331 30.67988669],0
p6,1,0.349011,0.877051,[ 70 227] ; [10 46],[ 67.30878187 229.69121813] ; [12.69121813 43.30878187],0
s3,1,0.399138,0.710921,[153 138] ; [26 30],[150.11239193 140.88760807] ; [28.88760807 27.11239193],0
n1,1,0.491007,0.474318,[28 55] ; [ 8 11],[29.29411765 53.70588235] ; [ 6.70588235 12.29411765],0
p10,1,0.547621,0.361596,[218  77] ; [42 12],[219.77077364  75.22922636] ; [40.22922636 13.77077364],0
s5,1,0.557356,0.344303,[ 78 211] ; [13 43],[ 76.22898551 212.77101449] ; [14.77101449 41.22898551],0
