Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,32.967805,[38  6] ; [ 3 19],[27.33333333 16.66666667] ; [13.66666667  8.33333333],1
r1,1,0.004463,8.085,[38  6] ; [12 10],[33.33333333 10.66666667] ; [16.66666667  5.33333333],0
p10,1,0.021135,5.315615,[36  7] ; [12  9],[32.25 10.75] ; [15.75  5.25],0
n6,1,0.047102,3.941739,[37  7] ; [13  8],[33.84615385 10.15384615] ; [16.15384615  4.84615385],0
p2,1,0.059082,3.562966,[35  9] ; [12  9],[31.81538462 12.18461538] ; [15.18461538  5.81538462],0
v3,1,0.065659,3.388348,[21 23] ; [ 5 16],[17.6 26.4] ; [ 8.4 12.6],0
s4,1,0.06775,3.336704,[12 32] ; [11 11],[15.33333333 28.66666667] ; [ 7.66666667 14.33333333],0
p7,1,0.112989,2.511911,[26 18] ; [ 8 13],[23.01538462 20.98461538] ; [10.98461538 10.01538462],0
p9,1,0.140967,2.167372,[36  8] ; [13  7],[33.6875 10.3125] ; [15.3125  4.6875],0
d4,1,0.182393,1.778017,[37  7] ; [21  1],[38.66666667  5.33333333] ; [19.33333333  2.66666667],0
s7,1,0.192936,1.695053,[28 12] ; [10  9],[25.76271186 14.23728814] ; [12.23728814  6.76271186],0
a1,1,0.21,1.571429,[ 1 43] ; [ 2 20],[ 2. 42.] ; [ 1. 21.],0
r4,1,0.28609,1.137931,[40  4] ; [18  4],[38.66666667  5.33333333] ; [19.33333333  2.66666667],0
a6,1,0.288159,1.128205,[28 16] ; [11 11],[26. 18.] ; [13.  9.],0
v2,1,0.294266,1.1,[26 18] ; [10 12],[24. 20.] ; [12. 10.],0
n2,1,0.307434,1.041667,[13  2] ; [7 3],[12.  3.] ; [8. 2.],0
p8,1,0.311469,1.024437,[16 28] ; [ 5 16],[14.21538462 29.78461538] ; [ 6.78461538 14.21538462],0
r3,1,0.350595,0.871302,[38  5] ; [21  1],[39.03076923  3.96923077] ; [19.96923077  2.03076923],0
p3,1,0.367926,0.810658,[22 22] ; [ 8 13],[20.30769231 23.69230769] ; [ 9.69230769 11.30769231],0
u2,1,0.376954,0.780612,[5 5] ; [2 5],[4.11764706 5.88235294] ; [2.88235294 4.11764706],0
p1,1,0.401576,0.703603,[ 5 39] ; [ 4 17],[ 6.09230769 37.90769231] ; [ 2.90769231 18.09230769],0
a5,1,0.425945,0.633854,[34 10] ; [15  7],[32.66666667 11.33333333] ; [16.33333333  5.66666667],0
d5,1,0.446725,0.578947,[37  7] ; [20  2],[38.  6.] ; [19.  3.],0
p6,1,0.448478,0.574495,[19 25] ; [ 7 14],[17.6 26.4] ; [ 8.4 12.6],0
a7,1,0.448708,0.573913,[32 12] ; [14  8],[30.66666667 13.33333333] ; [15.33333333  6.66666667],0
b1,1,0.47614,0.507692,[28 16] ; [12 10],[26.66666667 17.33333333] ; [13.33333333  8.66666667],0
s8,1,0.483002,0.492078,[26 18] ; [11 11],[24.66666667 19.33333333] ; [12.33333333  9.66666667],0
n3,1,0.48384,0.490196,[11  4] ; [6 4],[10.2  4.8] ; [6.8 3.2],0
a4,1,0.485432,0.486636,[22 22] ; [13  9],[23.33333333 20.66666667] ; [11.66666667 10.33333333],0
d3,1,0.533228,0.388235,[35  9] ; [16  6],[34. 10.] ; [17.  5.],0
p4,1,0.538638,0.37807,[26 17] ; [11 10],[24.859375 18.140625] ; [12.140625  8.859375],0
d2,1,0.587261,0.294643,[27 17] ; [15  7],[28. 16.] ; [14.  8.],0
a3,1,0.608992,0.261645,[34 10] ; [15  6],[33.16923077 10.83076923] ; [15.83076923  5.16923077],0
s1,1,0.623855,0.240486,[ 1 42] ; [ 1 21],[ 1.32307692 41.67692308] ; [ 0.67692308 21.32307692],0
n1,1,0.627867,0.234965,[7 7] ; [4 6],[6.41666667 7.58333333] ; [4.58333333 5.41666667],0
a2,1,0.684594,0.165,[10 34] ; [ 6 16],[10.66666667 33.33333333] ; [ 5.33333333 16.66666667],0
u1,1,0.684594,0.165,[10 34] ; [ 6 16],[10.66666667 33.33333333] ; [ 5.33333333 16.66666667],0
b5,1,0.7197,0.12878,[28 16] ; [13  9],[27.33333333 16.66666667] ; [13.66666667  8.33333333],0
s3,1,0.7197,0.12878,[28 16] ; [13  9],[27.33333333 16.66666667] ; [13.66666667  8.33333333],0
d1,1,0.721644,0.126923,[26 18] ; [14  8],[26.66666667 17.33333333] ; [13.33333333  8.66666667],0
v4,1,0.742207,0.108197,[41  3] ; [20  2],[40.66666667  3.33333333] ; [20.33333333  1.66666667],0
s6,1,0.815584,0.054396,[38  5] ; [19  3],[37.70769231  5.29230769] ; [19.29230769  2.70769231],0
b4,1,0.85506,0.033367,[29 15] ; [14  8],[28.66666667 15.33333333] ; [14.33333333  7.66666667],0
u3,1,0.906224,0.013878,[4 6] ; [3 4],[4.11764706 5.88235294] ; [2.88235294 4.11764706],0
p12,1,0.968974,0.001513,[ 2 42] ; [ 1 20],[ 2.03076923 41.96923077] ; [ 0.96923077 20.03076923],0
v1,1,0.993482,6.7e-05,[23 21] ; [11 10],[23.01538462 20.98461538] ; [10.98461538 10.01538462],0
s2,1,1.0,0.0,[30 14] ; [15  7],[30. 14.] ; [15.  7.],0
b3,1,1.0,0.0,[ 6 16] ; [3 8],[ 6. 16.] ; [3. 8.],0
b2,1,1.0,0.0,[ 6 16] ; [3 8],[ 6. 16.] ; [3. 8.],0
