Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.013888,6.052308,[32  9] ; [6 8],[28.32727273 12.67272727] ; [9.67272727 4.32727273],0
b1,1,0.016486,5.75027,[17 24] ; [11  3],[20.87272727 20.12727273] ; [7.12727273 6.87272727],0
p9,1,0.027274,4.87339,[35  6] ; [8 6],[32.05454545  8.94545455] ; [10.94545455  3.05454545],0
a3,1,0.036013,4.396482,[25 16] ; [ 4 10],[21.61818182 19.38181818] ; [7.38181818 6.61818182],0
n2,1,0.038989,4.261364,[9 2] ; [1 3],[7.33333333 3.66666667] ; [2.66666667 1.33333333],0
p4,1,0.046035,3.98032,[32  9] ; [7 7],[29.07272727 11.92727273] ; [9.92727273 4.07272727],0
p1,1,0.068493,3.31877,[13 28] ; [ 1 13],[10.43636364 30.56363636] ; [ 3.56363636 10.43636364],0
a5,1,0.071167,3.255908,[26 15] ; [5 9],[23.10909091 17.89090909] ; [7.89090909 6.10909091],0
d3,1,0.089193,2.888884,[10 31] ; [6 6],[12.37735849 28.62264151] ; [3.62264151 8.37735849],0
p5,1,0.123596,2.371144,[11 30] ; [ 1 13],[ 8.94545455 32.05454545] ; [ 3.05454545 10.94545455],0
p8,1,0.129403,2.299652,[27 14] ; [6 8],[24.6 16.4] ; [8.4 5.6],0
a4,1,0.144053,2.134117,[14 26] ; [ 2 12],[11.85185185 28.14814815] ; [4.14814815 9.85185185],0
p3,1,0.178179,1.812746,[26 15] ; [6 8],[23.85454545 17.14545455] ; [8.14545455 5.85454545],0
b4,1,0.178179,1.812746,[26 15] ; [6 8],[23.85454545 17.14545455] ; [8.14545455 5.85454545],0
n4,1,0.217948,1.517833,[33  8] ; [9 5],[31.30909091  9.69090909] ; [10.69090909  3.30909091],0
p10,1,0.236553,1.401018,[32  8] ; [9 5],[30.37037037  9.62962963] ; [10.62962963  3.37037037],0
n1,1,0.310437,1.028815,[6 5] ; [1 3],[5.13333333 5.86666667] ; [1.86666667 2.13333333],0
b5,1,0.312029,1.022067,[23 18] ; [10  4],[24.6 16.4] ; [8.4 5.6],0
r4,1,0.353076,0.862369,[34  7] ; [10  4],[32.8  8.2] ; [11.2  2.8],0
v3,1,0.391306,0.734879,[17 24] ; [ 4 10],[15.65454545 25.34545455] ; [5.34545455 8.65454545],0
s8,1,0.391306,0.734879,[17 24] ; [ 4 10],[15.65454545 25.34545455] ; [5.34545455 8.65454545],0
v1,1,0.39659,0.718641,[20 21] ; [5 9],[18.63636364 22.36363636] ; [6.36363636 7.63636364],0
v4,1,0.43357,0.61324,[38  3] ; [12  2],[37.27272727  3.72727273] ; [12.72727273  1.27272727],0
a2,1,0.43357,0.61324,[ 3 38] ; [ 2 12],[ 3.72727273 37.27272727] ; [ 1.27272727 12.72727273],0
s6,1,0.475242,0.509762,[23 17] ; [6 7],[21.88679245 18.11320755] ; [7.11320755 5.88679245],0
u2,1,0.483231,0.491562,[9 7] ; [7 3],[9.84615385 6.15384615] ; [6.15384615 3.84615385],0
d2,1,0.569578,0.323389,[12 29] ; [ 3 11],[11.18181818 29.81818182] ; [ 3.81818182 10.18181818],0
a8,1,0.605391,0.266941,[ 6 33] ; [ 3 11],[ 6.62264151 32.37735849] ; [ 2.37735849 11.62264151],0
n5,1,0.608485,0.262387,[32  9] ; [11  2],[32.64814815  8.35185185] ; [10.35185185  2.64814815],0
r3,1,0.638798,0.220318,[37  4] ; [12  2],[36.52727273  4.47272727] ; [12.47272727  1.52727273],0
n6,1,0.715258,0.133082,[34  7] ; [11  3],[33.54545455  7.45454545] ; [11.45454545  2.54545455],0
p2,1,0.715258,0.133082,[34  7] ; [11  3],[33.54545455  7.45454545] ; [11.45454545  2.54545455],0
s5,1,0.736429,0.11329,[14 25] ; [4 9],[13.5 25.5] ; [4.5 8.5],0
v2,1,0.746758,0.104276,[22 18] ; [7 7],[21.48148148 18.51851852] ; [7.51851852 6.48148148],0
u3,1,0.755794,0.096726,[7 9] ; [5 5],[7.38461538 8.61538462] ; [4.61538462 5.38461538],0
r2,1,0.769017,0.086237,[37  4] ; [13  1],[37.27272727  3.72727273] ; [12.72727273  1.27272727],0
n3,1,0.770335,0.085227,[9 2] ; [3 1],[8.8 2.2] ; [3.2 0.8],0
s7,1,0.815431,0.054487,[21 18] ; [6 6],[20.64705882 18.35294118] ; [6.35294118 5.64705882],0
s4,1,0.864066,0.02931,[ 5 35] ; [ 2 12],[ 5.18518519 34.81481481] ; [ 1.81481481 12.18518519],0
s3,1,0.88955,0.019286,[18 22] ; [6 8],[17.77777778 22.22222222] ; [6.22222222 7.77777778],0
a6,1,0.915168,0.011347,[27 14] ; [9 5],[26.83636364 14.16363636] ; [9.16363636 4.83636364],0
s2,1,0.945713,0.004636,[18 23] ; [6 8],[17.89090909 23.10909091] ; [6.10909091 7.89090909],0
a7,1,0.971064,0.001316,[25 16] ; [8 5],[25.05555556 15.94444444] ; [7.94444444 5.05555556],0
d5,1,0.971064,0.001316,[16 25] ; [5 8],[15.94444444 25.05555556] ; [5.05555556 7.94444444],0
p7,1,0.97453,0.001019,[35  6] ; [12  2],[35.03636364  5.96363636] ; [11.96363636  2.03636364],0
d1,1,0.982709,0.00047,[ 3 38] ; [ 1 13],[ 2.98181818 38.01818182] ; [ 1.01818182 12.98181818],0
