Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,90.346191,[255  15] ; [46 43],[226.37883008  43.62116992] ; [74.62116992 14.37883008],1
r2,1,0.0,32.909047,[257  10] ; [64 20],[244.17948718  22.82051282] ; [76.82051282  7.17948718],1
v4,1,0.0,30.737157,[255  14] ; [66 23],[241.19832402  27.80167598] ; [79.80167598  9.19832402],1
r3,1,0.0,26.107431,[255  14] ; [67 21],[242.62745098  26.37254902] ; [79.37254902  8.62745098],1
a5,1,1e-06,23.596189,[214  56] ; [47 42],[196.29526462  73.70473538] ; [64.70473538 24.29526462],1
p2,1,0.000263,13.318717,[223  46] ; [56 31],[210.81741573  58.18258427] ; [68.18258427 18.81741573],1
d3,1,0.000296,13.095697,[185  85] ; [42 47],[170.72423398  99.27576602] ; [56.27576602 32.72423398],1
p10,1,0.000496,12.128929,[210  56] ; [51 34],[197.79487179  68.20512821] ; [63.20512821 21.79487179],1
s8,1,0.001219,10.461619,[ 83 185] ; [12 77],[ 71.31652661 196.68347339] ; [23.68347339 65.31652661],0
u3,1,0.001258,10.403113,[46 39] ; [ 7 26],[38.1779661 46.8220339] ; [14.8220339 18.1779661],0
p7,1,0.001429,10.167716,[168  96] ; [39 49],[155.25 108.75] ; [51.75 36.25],0
v1,1,0.002429,9.193205,[141 124] ; [30 57],[128.73579545 136.26420455] ; [42.26420455 44.73579545],0
d1,1,0.003039,8.783749,[155 115] ; [35 54],[142.89693593 127.10306407] ; [47.10306407 41.89693593],0
a7,1,0.00354,8.505862,[193  76] ; [49 40],[181.83798883  87.16201117] ; [60.16201117 28.83798883],0
s6,1,0.003575,8.487753,[133 131] ; [29 60],[121.15580737 142.84419263] ; [40.84419263 48.15580737],0
p11,1,0.003725,8.413076,[219  51] ; [59 30],[209.08077994  60.91922006] ; [68.91922006 20.08077994],0
v2,1,0.00429,8.156713,[147 112] ; [34 53],[135.48843931 123.51156069] ; [45.51156069 41.48843931],0
p8,1,0.007102,7.246955,[140 122] ; [32 55],[129.12320917 132.87679083] ; [42.87679083 44.12320917],0
d4,1,0.00957,6.713155,[212  57] ; [58 31],[202.87709497  66.12290503] ; [67.12290503 21.87709497],0
s5,1,0.009752,6.679683,[ 58 205] ; [ 8 77],[ 49.87931034 213.12068966] ; [16.12068966 68.87931034],0
p4,1,0.010718,6.511458,[153 115] ; [36 51],[142.68169014 125.31830986] ; [46.31830986 40.68169014],0
a2,1,0.011683,6.358398,[ 64 206] ; [10 79],[ 55.6545961 214.3454039] ; [18.3454039 70.6545961],0
a6,1,0.022166,5.232689,[201  69] ; [55 34],[192.53481894  77.46518106] ; [63.46518106 25.53481894],0
u1,1,0.023961,5.097485,[ 44 226] ; [ 6 83],[ 37.60445682 232.39554318] ; [12.39554318 76.60445682],0
d5,1,0.0322,4.587826,[220  50] ; [63 26],[212.84122563  57.15877437] ; [70.15877437 18.84122563],0
p3,1,0.077812,3.110028,[133 136] ; [34 54],[125.83473389 143.16526611] ; [41.16526611 46.83473389],0
a4,1,0.125661,2.345302,[122 145] ; [32 56],[115.82535211 151.17464789] ; [38.17464789 49.82535211],0
p9,1,0.13534,2.230154,[213  54] ; [62 24],[208.00283286  58.99716714] ; [66.99716714 19.00283286],0
d2,1,0.168681,1.894629,[131 138] ; [35 52],[125.43258427 143.56741573] ; [40.56741573 46.43258427],0
n6,1,0.171517,1.869631,[226  44] ; [68 20],[221.73184358  48.26815642] ; [72.26815642 15.73184358],0
v3,1,0.176512,1.826753,[100 161] ; [27 62],[ 94.70571429 166.29428571] ; [32.29428571 56.70571429],0
a3,1,0.191638,1.704981,[185  82] ; [55 34],[180.  87.] ; [60. 29.],0
a1,1,0.211283,1.562614,[ 12 258] ; [ 7 82],[ 14.28969359 255.71030641] ; [ 4.71030641 84.28969359],0
s7,1,0.249521,1.325986,[ 75 180] ; [19 64],[ 70.91715976 184.08284024] ; [23.08284024 59.91715976],0
u2,1,0.250376,1.321205,[43 41] ; [13 20],[40.20512821 43.79487179] ; [15.79487179 17.20512821],0
p6,1,0.25117,1.316786,[ 89 179] ; [22 61],[ 84.75213675 183.24786325] ; [26.24786325 56.75213675],0
s1,1,0.263476,1.250402,[  4 263] ; [ 3 85],[  5.26478873 261.73521127] ; [ 1.73521127 86.26478873],0
a8,1,0.292378,1.108641,[ 37 201] ; [ 9 74],[ 34.105919 203.894081] ; [11.894081 71.105919],0
b3,1,0.312271,1.021048,[ 64 110] ; [24 30],[ 67.15789474 106.84210526] ; [20.84210526 33.15789474],0
b2,1,0.312271,1.021048,[ 64 110] ; [24 30],[ 67.15789474 106.84210526] ; [20.84210526 33.15789474],0
b1,1,0.40932,0.680775,[102 168] ; [38 51],[105.29247911 164.70752089] ; [34.70752089 54.29247911],0
n1,1,0.437134,0.603795,[23 33] ; [14 14],[24.66666667 31.33333333] ; [12.33333333 15.66666667],0
p1,1,0.592791,0.286007,[ 25 244] ; [10 79],[ 26.29888268 242.70111732] ; [ 8.70111732 80.29888268],0
b5,1,0.609122,0.261456,[160 110] ; [50 39],[157.93871866 112.06128134] ; [52.06128134 36.93871866],0
n5,1,0.688113,0.161136,[218  51] ; [73 15],[219.26890756  49.73109244] ; [71.73109244 16.26890756],0
