Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,60.22595,[55 13] ; [ 7 52],[33.19685039 34.80314961] ; [28.80314961 30.19685039],1
p11,1,1e-06,24.40079,[49 19] ; [17 43],[35.0625 32.9375] ; [30.9375 29.0625],1
r4,1,8e-06,20.000893,[58 10] ; [29 31],[46.21875 21.78125] ; [40.78125 19.21875],1
r3,1,3.3e-05,17.265402,[62  6] ; [36 24],[52.0625 15.9375] ; [45.9375 14.0625],1
v4,1,9e-05,15.325746,[61  7] ; [36 24],[51.53125 16.46875] ; [45.46875 14.53125],1
s8,1,0.000142,14.471148,[30 38] ; [ 8 52],[20.1875 47.8125] ; [17.8125 42.1875],1
n2,1,0.002937,8.845919,[22  4] ; [15 17],[16.5862069  9.4137931] ; [20.4137931 11.5862069],0
b5,1,0.003029,8.790047,[45 23] ; [24 36],[36.65625 31.34375] ; [32.34375 27.65625],0
s2,1,0.004177,8.205202,[29 37] ; [12 48],[21.47619048 44.52380952] ; [19.52380952 40.47619048],0
p6,1,0.005878,7.587475,[11 57] ; [ 1 57],[ 6.47619048 61.52380952] ; [ 5.52380952 52.47619048],0
n6,1,0.010274,6.586742,[52 16] ; [33 27],[45.15625 22.84375] ; [39.84375 20.15625],0
n3,1,0.010908,6.48027,[20  6] ; [12 16],[15.40740741 10.59259259] ; [16.59259259 11.40740741],0
s6,1,0.015271,5.884908,[39 28] ; [22 38],[32.18110236 34.81889764] ; [28.81889764 31.18110236],0
p12,1,0.025757,4.972271,[ 8 60] ; [ 1 59],[ 4.78125 63.21875] ; [ 4.21875 55.78125],0
b1,1,0.037045,4.348358,[26 42] ; [34 26],[31.875 36.125] ; [28.125 31.875],0
a6,1,0.042498,4.115266,[46 22] ; [30 30],[40.375 27.625] ; [35.625 24.375],0
v1,1,0.045966,3.982843,[26 39] ; [14 46],[20.8 44.2] ; [19.2 40.8],0
p8,1,0.060862,3.513725,[12 56] ; [ 4 56],[ 8.5 59.5] ; [ 7.5 52.5],0
r2,1,0.063493,3.443719,[62  6] ; [47 12],[58.36220472  9.63779528] ; [50.63779528  8.36220472],0
p4,1,0.068284,3.323789,[21 47] ; [10 49],[16.5984252 51.4015748] ; [14.4015748 44.5984252],0
s1,1,0.076496,3.137813,[ 3 64] ; [ 8 52],[ 5.80314961 61.19685039] ; [ 5.19685039 54.80314961],0
a7,1,0.095322,2.782123,[45 23] ; [31 29],[40.375 27.625] ; [35.625 24.375],0
n5,1,0.097648,2.743537,[46 22] ; [32 28],[41.4375 26.5625] ; [36.5625 23.4375],0
s3,1,0.099012,2.721394,[28 37] ; [17 42],[23.58870968 41.41129032] ; [21.41129032 37.58870968],0
p3,1,0.141076,2.166187,[19 49] ; [10 49],[15.52755906 52.47244094] ; [13.47244094 45.52755906],0
a5,1,0.149461,2.077747,[49 19] ; [36 24],[45.15625 22.84375] ; [39.84375 20.15625],0
s7,1,0.162244,1.953181,[25 42] ; [14 41],[21.41803279 45.58196721] ; [17.58196721 37.41803279],0
v2,1,0.17437,1.84497,[27 34] ; [19 40],[23.38333333 37.61666667] ; [22.61666667 36.38333333],0
u1,1,0.246632,1.34228,[13 55] ; [ 7 53],[10.625 57.375] ; [ 9.375 50.625],0
s4,1,0.269941,1.217045,[15 51] ; [ 9 51],[12.57142857 53.42857143] ; [11.42857143 48.57142857],0
a1,1,0.278297,1.175388,[ 6 62] ; [ 9 51],[ 7.96875 60.03125] ; [ 7.03125 52.96875],0
a2,1,0.295315,1.095233,[19 49] ; [12 48],[16.46875 51.53125] ; [14.53125 45.46875],0
d3,1,0.32616,0.964083,[41 27] ; [31 29],[38.25 29.75] ; [33.75 26.25],0
n1,1,0.369712,0.804632,[14 12] ; [13 18],[12.31578947 13.68421053] ; [14.68421053 16.31578947],0
r1,1,0.375784,0.78445,[47 21] ; [37 23],[44.625 23.375] ; [39.375 20.625],0
v3,1,0.405166,0.69294,[23 37] ; [18 40],[20.84745763 39.15254237] ; [20.15254237 37.84745763],0
d2,1,0.453861,0.560992,[33 34] ; [33 26],[35.0952381 31.9047619] ; [30.9047619 28.0952381],0
p5,1,0.461124,0.543166,[ 4 61] ; [ 2 58],[ 3.12 61.88] ; [ 2.88 57.12],0
s5,1,0.511936,0.430108,[15 45] ; [12 48],[13.5 46.5] ; [13.5 46.5],0
u2,1,0.554972,0.348485,[13 11] ; [10 12],[12. 12.] ; [11. 11.],0
u3,1,0.554972,0.348485,[13 11] ; [10 12],[12. 12.] ; [11. 11.],0
d1,1,0.58747,0.294312,[35 33] ; [28 32],[33.46875 34.53125] ; [29.53125 30.46875],0
b4,1,0.601762,0.272346,[40 28] ; [38 22],[41.4375 26.5625] ; [36.5625 23.4375],0
d5,1,0.751689,0.100117,[46 22] ; [39 21],[45.15625 22.84375] ; [39.84375 20.15625],0
a8,1,0.764092,0.090067,[ 4 59] ; [ 3 56],[ 3.6147541 59.3852459] ; [ 3.3852459 55.6147541],0
b2,1,0.769064,0.0862,[17 24] ; [17 21],[17.64556962 23.35443038] ; [16.35443038 21.64556962],0
b3,1,0.769064,0.0862,[17 24] ; [17 21],[17.64556962 23.35443038] ; [16.35443038 21.64556962],0
a4,1,0.840459,0.040524,[33 34] ; [28 31],[32.43650794 34.56349206] ; [28.56349206 30.43650794],0
d4,1,0.849462,0.036026,[50 18] ; [45 15],[50.46875 17.53125] ; [44.53125 15.46875],0
n4,1,0.871698,0.026083,[44 24] ; [38 22],[43.5625 24.4375] ; [38.4375 21.5625],0
a3,1,0.881859,0.022086,[44 23] ; [38 21],[43.6031746 23.3968254] ; [38.3968254 20.6031746],0
p1,1,0.98627,0.000296,[ 8 60] ; [ 7 53],[ 7.96875 60.03125] ; [ 7.03125 52.96875],0
